,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,distance_start_centroid,distance_start_cinema,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_trip_duration,15_transit_dur,15_walk_share,18_trip_duration,18_transit_dur,18_walk_share,21_trip_duration,21_transit_dur,21_walk_share,average transit duration,average walk share,population,cinemas,population aggr,population density,built-up area,transit departures,transit stops,area,osm_cinemas,start_location,15 transit is reasonable,18 transit is reasonable,21 transit is reasonable,15 min cinema dur,15 most accessible cinema,18 min cinema dur,18 most accessible cinema,21 min cinema dur,21 most accessible cinema,15 max cinema dur,15 least accessible cinema,18 max cinema dur,18 least accessible cinema,21 max cinema dur,21 least accessible cinema,average changes,area average changes,level,level_dummy
10,892.1,645.9,126.2,0.0,892.1,645.9,126.2,0.0,892.1,645.9,126.2,0.0,243.4,650.3,1041.4186516251464,720.92245095542,2676.3,0.8081184294982849,0.8081184294982849,0.8081184294982849,0.8081184294982848,2432.9,650.3,120.0,86.54859320703957,650.3,120.0,86.54859320703957,650.3,120.0,86.54859320703957,360.0,259.6457796211187,2091.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.859671897429235 52.53829655832532),0.0,0.0,0.0,892.1,Gloria Kinocenter Ankum,892.1,Gloria Kinocenter Ankum,892.1,Gloria Kinocenter Ankum,892.1,Gloria Kinocenter Ankum,892.1,Gloria Kinocenter Ankum,892.1,Gloria Kinocenter Ankum,0.0,0.0,base,1
11,1311.8,1082.9,108.9,0.0,1311.8,1082.9,108.9,0.0,1389.1,1082.9,126.2,0.0,181.7,1650.4,1299.0697386166376,1946.99424774684,4012.7,1.484215770503766,1.484215770503766,1.4016228117103449,1.4566847842392925,3831.0,1311.8,119.99999999999976,90.852264064644,1311.8,119.99999999999976,90.852264064644,1389.1,179.99999999999977,87.04196962061769,419.9999999999993,268.7464977499057,36.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.892374048641106 52.531587965704084),100.0,100.0,100.0,1311.8,Gloria Kinocenter Ankum,1311.8,Gloria Kinocenter Ankum,1389.1,Gloria Kinocenter Ankum,1311.8,Gloria Kinocenter Ankum,1311.8,Gloria Kinocenter Ankum,1389.1,Gloria Kinocenter Ankum,0.0,0.0,base,1
12,655.9,409.7,126.2,0.0,655.9,409.7,126.2,0.0,655.9,409.7,126.2,0.0,128.3,414.0,761.8946166392238,393.8022659628149,1967.7,0.6003998566287772,0.6003998566287772,0.6003998566287772,0.6003998566287772,1839.4,414.0,120.0,81.704528129288,414.0,120.0,81.704528129288,414.0,120.0,81.704528129288,360.0,245.113584387864,2091.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.864794732192277 52.53904369855238),0.0,0.0,0.0,655.9,Gloria Kinocenter Ankum,655.9,Gloria Kinocenter Ankum,655.9,Gloria Kinocenter Ankum,655.9,Gloria Kinocenter Ankum,655.9,Gloria Kinocenter Ankum,655.9,Gloria Kinocenter Ankum,0.0,0.0,base,1
13,715.6,469.4,126.2,0.0,715.6,469.4,126.2,0.0,715.6,469.4,126.2,0.0,184.1,467.6,999.7323393241196,479.0778432460717,2146.8,0.6694771426021126,0.6694771426021126,0.6694771426021126,0.6694771426021126,1962.7000000000005,467.6,120.0,83.23085522638347,467.6,120.0,83.23085522638347,467.6,120.0,83.23085522638347,360.0,249.6925656791504,2091.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.862043989774548 52.54038314733144),0.0,0.0,0.0,715.6,Gloria Kinocenter Ankum,715.6,Gloria Kinocenter Ankum,715.6,Gloria Kinocenter Ankum,715.6,Gloria Kinocenter Ankum,715.6,Gloria Kinocenter Ankum,715.6,Gloria Kinocenter Ankum,0.0,0.0,base,1
14,1468.6,822.2,526.4,0.0,1468.6,822.2,526.4,0.0,1359.4,822.2,357.2,0.0,267.1,964.8,454.1198996104709,988.5094341142484,4296.6,0.6730964415867142,0.6730964415867142,0.7271659806637107,0.6911196212790464,4029.500000000001,964.8,120.0,91.82895274411004,964.8,120.0,91.82895274411004,964.8,180.0,86.75886420479624,420.0,270.4167696930163,1592.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.8806835854922275 52.53642947767907),0.0,0.0,0.0,1468.6,Gloria Kinocenter Ankum,1468.6,Gloria Kinocenter Ankum,1359.4,Gloria Kinocenter Ankum,1468.6,Gloria Kinocenter Ankum,1468.6,Gloria Kinocenter Ankum,1359.4,Gloria Kinocenter Ankum,0.0,0.0,base,1
15,1254.1,1007.9,126.2,0.0,1254.1,1007.9,126.2,0.0,1254.1,1007.9,126.2,0.0,169.4,938.5,1562.1022515644315,1159.6848274497193,3762.3,0.924714797424224,0.924714797424224,0.924714797424224,0.924714797424224,3592.9,938.5,120.0,90.431385057013,938.5,120.0,90.431385057013,938.5,120.0,90.431385057013,360.0,271.294155171039,291.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.8521438 52.5392997),0.0,0.0,0.0,1254.1,Gloria Kinocenter Ankum,1254.1,Gloria Kinocenter Ankum,1254.1,Gloria Kinocenter Ankum,1254.1,Gloria Kinocenter Ankum,1254.1,Gloria Kinocenter Ankum,1254.1,Gloria Kinocenter Ankum,0.0,0.0,base,1
16,,,,,,,,,,,,,404.5,3335.9,2685.63249725739,3388.80271633157,,,,,,,3335.9,,,3335.9,,,3335.9,,,,,16.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.9078293788596605 52.52256185177458),0.0,0.0,0.0,,,,,,,,,,,,,,0.0,base,1
17,1032.0,385.6,526.4,0.0,1032.0,385.6,526.4,0.0,922.8,385.6,357.2,0.0,187.3,1340.4,1599.4948246924318,1463.393333288344,2986.8,1.4180167958220389,1.4180167958220389,1.5858185232860251,1.4739507049767009,2799.5,1032.0,120.0,88.37209302325581,1032.0,120.0,88.37209302325581,922.8,180.0,80.49414824447334,420.0,257.238334290985,43.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.888723948953176 52.546677352040774),100.0,100.0,100.0,1032.0,Gloria Kinocenter Ankum,1032.0,Gloria Kinocenter Ankum,922.8,Gloria Kinocenter Ankum,1032.0,Gloria Kinocenter Ankum,1032.0,Gloria Kinocenter Ankum,922.8,Gloria Kinocenter Ankum,0.0,0.0,base,1
18,,,,,,,,,,,,,423.6,3477.1,3448.472029474437,4200.750691106327,,,,,,,3477.1,,,3477.1,,,3477.1,,,,,40.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.882015202591065 52.50469778202886),0.0,0.0,0.0,,,,,,,,,,,,,,0.0,base,1
19,483.9,237.7,126.2,0.0,483.9,237.7,126.2,0.0,483.9,237.7,126.2,0.0,42.9,128.8,910.325222029687,138.81159617882977,1451.6999999999998,0.2868600871643517,0.2868600871643517,0.2868600871643517,0.2868600871643517,1408.7999999999995,128.8,120.0,75.20148791072536,128.8,120.0,75.20148791072536,128.8,120.0,75.20148791072536,360.0,225.6044637321761,2091.0,1.0,8035.0,121.19,12.58,796.0,43.0,Ankum,1,POINT (7.8670944 52.54226140000001),0.0,0.0,0.0,483.9,Gloria Kinocenter Ankum,483.9,Gloria Kinocenter Ankum,483.9,Gloria Kinocenter Ankum,483.9,Gloria Kinocenter Ankum,483.9,Gloria Kinocenter Ankum,483.9,Gloria Kinocenter Ankum,0.0,0.0,base,1
