,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,population,level,level_dummy,cinemas,population aggr,population density,built-up area,transit departures,transit stops,osm_cinemas,average changes,area average changes
30,Filmwelt Landau,"Filmwelt Landau_Landau,Synagogenmahnmal_15.csv",855.6,365.5,130.1,0,"Filmwelt Landau_Landau,Synagogenmahnmal_18.csv",1514.9,376.8,658.1,0.0,"Filmwelt Landau_Landau,Synagogenmahnmal_21.csv",1869.7,611.6,658.1,0.0,450.7,1573.1,Landau in der Pfalz,POINT (8.110014249999997 49.19041199999999),5826.766345131533,1615.7406592202076,,4240.2,1.88842994298762,1.0665658850222506,0.8641710751565532,1.2730556343888078,3789.5,transit,855.6,car,360.0,57.9242636746143,transit,1514.9,car,480.0,68.31474024688099,foot,1573.1,car,600.0,67.90929026046959,1440.0,194.14829418196487,4907.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
31,Universum Kinocenter,"Universum Kinocenter_Landau,Synagogenmahnmal_15.csv",990.7,365.5,565.2,0,"Universum Kinocenter_Landau,Synagogenmahnmal_18.csv",891.0,451.8,379.2,0.0,"Universum Kinocenter_Landau,Synagogenmahnmal_21.csv",757.4,451.8,185.6,0.0,302.6,727.4,Landau in der Pfalz,POINT (8.110014249999997 49.19041199999999),5826.766345131533,784.6145734627569,,2639.1,0.7919799873450659,0.8805999702163377,1.0359315730957974,0.9028371768857336,2336.5,foot,727.4,car,60.0,93.94367618855354,foot,727.4,car,60.0,93.26599326599327,foot,727.4,car,120.0,84.15632426722999,240.0,271.3659937217768,4154.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
32,Filmwelt Landau,"Filmwelt Landau_Landau,DeutschesTor_15.csv",2105.1,307.0,658.1,0,"Filmwelt Landau_Landau,DeutschesTor_18.csv",2105.1,307.0,658.1,0.0,"Filmwelt Landau_Landau,DeutschesTor_21.csv",3029.5,330.7,778.8,1.0,440.9,1978.7,Landau in der Pfalz,POINT (8.120151324808182 49.20480109514346),5573.613190957966,2067.6094057882187,,7239.7,0.9821905875199368,0.9821905875199368,0.6824919642806465,0.8822910464401733,6798.8,foot,1978.7,car,1140.0,45.84580304973636,foot,1978.7,car,1140.0,45.84580304973636,foot,1978.7,car,1920.0,36.62320514936458,4200.0,128.31481124883732,660.0,mid,2,2,47610,574.03,24.95,6234,90,2,1.0,0.4072164948453608
33,Universum Kinocenter,"Universum Kinocenter_Landau,DeutschesTor_15.csv",1346.2,307.0,379.2,0,"Universum Kinocenter_Landau,DeutschesTor_18.csv",1140.2,547.3,292.9,0.0,no routes possible to this cinema,,,,,369.5,928.3,Landau in der Pfalz,POINT (8.120151324808182 49.20480109514346),5573.613190957966,978.7417504237238,,,0.727040373216256,0.8583947995296648,,,,foot,928.3,car,660.0,50.9731094933888,foot,928.3,car,300.0000000000001,73.68882652166285,foot,928.3,car,,,,,660.0,mid,2,2,47610,574.03,24.95,6234,90,2,,0.4072164948453608
34,Filmwelt Landau,"Filmwelt Landau_Landau,Stadtbibliothek_15.csv",1384.4,54.3,130.1,0,"Filmwelt Landau_Landau,Stadtbibliothek_18.csv",2454.7,895.9,778.8,0.0,"Filmwelt Landau_Landau,Stadtbibliothek_21.csv",2276.3,958.2,658.1,0.0,448.9,2059.6,Landau in der Pfalz,POINT (8.121670500000004 49.206514),5600.969635855681,2202.843032527425,,6115.4,1.5911897085578046,0.897398065966279,0.9677296632813884,1.152105812601824,5666.5,transit,1384.4,car,1200.0,13.319849754406237,foot,2059.6,car,780.0,68.22422291929767,foot,2059.6,car,660.0,71.00557922945131,2640.0,152.54965190315522,4907.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
35,Universum Kinocenter,"Universum Kinocenter_Landau,Stadtbibliothek_15.csv",1667.5,1089.2,398.3,0,"Universum Kinocenter_Landau,Stadtbibliothek_18.csv",1667.5,1089.2,398.3,0.0,"Universum Kinocenter_Landau,Stadtbibliothek_21.csv",1515.6,1265.3,190.3,0.0,389.0,1140.2,Landau in der Pfalz,POINT (8.121670500000004 49.206514),5600.969635855681,1197.4887381293263,,4850.6,0.718134175789701,0.718134175789701,0.7901086949916378,0.7421256821903466,4461.6,foot,1140.2,car,180.0,89.20539730134932,foot,1140.2,car,180.0,89.20539730134932,foot,1140.2,car,60.0,96.04117181314332,420.0,274.451966415842,4154.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
36,Filmwelt Landau,"Filmwelt Landau_Landau,Stadtbibliothek_15.csv",2893.8,1035.7,658.1,0,"Filmwelt Landau_Landau,Stadtbibliothek_18.csv",1760.4,201.6,778.8,0.0,"Filmwelt Landau_Landau,Stadtbibliothek_21.csv",1827.8,509.7,658.1,0.0,410.9,1478.2,Landau in der Pfalz,POINT (8.115671883710064 49.197140670758166),5697.461228953271,1566.5028531486057,,6482.000000000001,0.5413307253951917,0.8898561992436979,0.8570428127522737,0.7627432457970544,6071.100000000001,foot,1478.2,car,1200.0,58.53203400373212,foot,1478.2,car,780.0000000000001,55.69188820722562,foot,1478.2,car,660.0,63.89101652259547,2640.0,178.1149387335532,2394.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
37,Universum Kinocenter,"Universum Kinocenter_Landau,Stadtbibliothek_15.csv",682.2,103.9,398.3,0,"Universum Kinocenter_Landau,Stadtbibliothek_18.csv",682.2,103.9,398.3,0.0,"Universum Kinocenter_Landau,Stadtbibliothek_21.csv",470.3,220.0,190.3,0.0,240.1,94.9,Landau in der Pfalz,POINT (8.115671883710064 49.197140670758166),5697.461228953271,72.87357231008994,,1834.7,0.1068214193932716,0.1068214193932716,0.1549512487988304,0.1228646958617912,1594.6,foot,94.9,car,180.0,73.61477572559367,foot,94.9,car,180.0,73.61477572559367,foot,94.9,car,60.0,87.24218583882627,420.0,234.4717372900136,4154.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
38,Filmwelt Landau,"Filmwelt Landau_Landau,Synagogenmahnmal_15.csv",2033.8,583.7,130.1,0,"Filmwelt Landau_Landau,Synagogenmahnmal_18.csv",1607.9,469.8,658.1,0.0,"Filmwelt Landau_Landau,Synagogenmahnmal_21.csv",1321.9,63.8,658.1,0.0,473.1,1867.4,Landau in der Pfalz,POINT (8.10848589965972 49.19784063814469),5222.057086780853,2031.8885283644693,,4963.6,0.9990601476863356,1.263690856623216,1.5370970030747175,1.266616002461423,4490.5,foot,1867.4,car,1320.0,35.09686301504573,transit,1607.9,car,480.0,70.14739722619566,transit,1321.9,car,600.0000000000001,54.61078750283682,2400.0,159.8550477440782,4154.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
39,Universum Kinocenter,"Universum Kinocenter_Landau,Synagogenmahnmal_15.csv",1476.8,851.6,565.2,0,"Universum Kinocenter_Landau,Synagogenmahnmal_18.csv",934.9,495.7,379.2,0.0,"Universum Kinocenter_Landau,Synagogenmahnmal_21.csv",801.3,495.7,185.6,0.0,325.0,426.7,Landau in der Pfalz,POINT (8.10848589965972 49.19784063814469),5222.057086780853,488.7659982915061,,3213.0,0.3309628915841726,0.5228002976698108,0.6099663026226209,0.4879098306255348,2888.0,foot,426.7,car,59.99999999999977,95.9371614301192,foot,426.7,car,60.0,93.5822013049524,foot,426.7,car,120.0,85.02433545488582,239.99999999999977,274.5436981899574,4154.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
40,Filmwelt Landau,"Filmwelt Landau_Landau,UniAlterMeßplatz_15.csv",1008.1,458.0,130.1,0,"Filmwelt Landau_Landau,UniAlterMeßplatz_18.csv",1054.2,324.1,130.1,0.0,"Filmwelt Landau_Landau,UniAlterMeßplatz_21.csv",1054.2,324.1,130.1,0.0,424.9,1509.6,Landau in der Pfalz,POINT (8.113256324038863 49.196075143460604),5618.951267248636,1633.7462598821287,,3116.5,1.6206192440056826,1.5497498196567336,1.5497498196567336,1.5733729611063834,2691.6,transit,1008.1,car,420.0,58.337466521178456,transit,1054.2,car,600.0,43.08480364257257,transit,1054.2,car,600.0,43.08480364257257,1620.0,144.5070738063236,4907.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
41,Universum Kinocenter,"Universum Kinocenter_Landau,UniAlterMeßplatz_15.csv",653.6,283.3,190.3,0,"Universum Kinocenter_Landau,UniAlterMeßplatz_18.csv",593.6,283.3,190.3,0.0,"Universum Kinocenter_Landau,UniAlterMeßplatz_21.csv",596.7,291.1,185.6,0.0,146.5,113.1,Landau in der Pfalz,POINT (8.113256324038863 49.196075143460604),5618.951267248636,141.1057945967476,,1843.9,0.2158901386119149,0.2377119181212054,0.2364769475393792,0.2300263347574998,1697.4,foot,113.1,car,180.0,72.46022031823746,foot,113.1,car,120.0,79.78436657681941,foot,113.1,car,120.0,79.88939165409754,420.0,232.1339785491544,4154.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
42,Filmwelt Landau,"Filmwelt Landau_Arzheim,Niederfeld_15.csv",2319.6,149.5,130.1,1,"Filmwelt Landau_Arzheim,Niederfeld_18.csv",2199.6,149.5,130.1,2.0,"Filmwelt Landau_Arzheim,Niederfeld_21.csv",3579.6,149.5,130.1,1.0,627.2,2669.9,Landau in der Pfalz,POINT (8.093897089548072 49.195859779456306),4559.195987270443,2904.52778030543,,8098.799999999999,1.252167520393788,1.32047998740927,0.8114112695009024,1.1280195924346534,7471.599999999999,transit,2319.6,car,2040.0,12.053802379720644,transit,2199.6,car,1920.0,12.7114020731042,foot,2669.9,car,3300.0,7.8109285953737855,7260.0,32.576133048198635,1868.0,mid,2,2,47610,574.03,24.95,6234,90,2,4.0,0.4072164948453608
43,Universum Kinocenter,"Universum Kinocenter_Arzheim,Niederfeld_15.csv",759.8,149.5,190.3,0,"Universum Kinocenter_Arzheim,Niederfeld_18.csv",759.8,149.5,190.3,0.0,"Universum Kinocenter_Arzheim,Niederfeld_21.csv",759.8,149.5,190.3,0.0,479.2,1315.5,Landau in der Pfalz,POINT (8.093897089548072 49.195859779456306),4559.195987270443,1537.1365011054118,,2279.4,2.023080417353793,2.023080417353793,2.023080417353793,2.023080417353793,1800.1999999999996,transit,759.8,car,420.0,44.72229534087919,transit,759.8,car,420.0,44.72229534087919,transit,759.8,car,420.0,44.72229534087919,1259.9999999999998,134.16688602263756,7153.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
44,Filmwelt Landau,Filmwelt Landau_Landau(Pfalz)centraltrainstation_15.csv,1721.1,540.1,1061.0,0,Filmwelt Landau_Landau(Pfalz)centraltrainstation_18.csv,1721.1,540.1,1061.0,0.0,Filmwelt Landau_Landau(Pfalz)centraltrainstation_21.csv,1781.1,540.1,1061.0,0.0,382.2,1584.6,Landau in der Pfalz,POINT (8.122862440366644 49.202795674837375),5846.325906688177,1785.2659776772878,,5223.299999999999,1.037281957862581,1.037281957862581,1.0023389914531962,1.025634302392786,4841.099999999999,foot,1584.6,car,120.0,93.02771483353668,foot,1584.6,car,120.0,93.02771483353668,foot,1584.6,car,180.0,89.89388580090954,420.0,275.94931546798296,1868.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
45,Universum Kinocenter,Universum Kinocenter_Landau(Pfalz)centraltrainstation_15.csv,905.7,540.1,185.6,1,Universum Kinocenter_Landau(Pfalz)centraltrainstation_18.csv,905.7,540.1,185.6,1.0,Universum Kinocenter_Landau(Pfalz)centraltrainstation_21.csv,910.4,540.1,190.3,0.0,322.4,889.7,Landau in der Pfalz,POINT (8.122862440366644 49.202795674837375),5846.325906688177,890.8699482939099,,2721.8,0.9836258676094842,0.9836258676094842,0.9785478342419924,0.9819331898203204,2399.4,foot,889.7,car,180.0,80.12586949320968,foot,889.7,car,180.0,80.12586949320968,foot,889.7,car,179.9999999999999,80.22847100175748,539.9999999999999,240.48020998817685,4907.0,mid,2,2,47610,574.03,24.95,6234,90,2,2.0,0.4072164948453608
46,Filmwelt Landau,"Filmwelt Landau_Landau,UniNord_15.csv",1364.9,394.8,130.1,0,"Filmwelt Landau_Landau,UniNord_18.csv",1364.9,394.8,130.1,0.0,"Filmwelt Landau_Landau,UniNord_21.csv",1171.6,381.5,130.1,0.0,440.9,2029.9,Landau in der Pfalz,POINT (8.114247517741578 49.20382728559346),5232.672745629895,2190.107015096895,,3901.4,1.6045915562289506,1.6045915562289506,1.869329988986766,1.6928377004815558,3460.5,transit,1364.9,car,840.0000000000001,38.45702981903436,transit,1364.9,car,840.0000000000001,38.45702981903436,transit,1171.6,car,659.9999999999999,43.66678047115057,2340.0,120.58084010921928,2962.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
47,Universum Kinocenter,"Universum Kinocenter_Landau,UniNord_15.csv",794.4,381.5,292.9,0,"Universum Kinocenter_Landau,UniNord_18.csv",794.4,381.5,292.9,0.0,"Universum Kinocenter_Landau,UniNord_21.csv",794.4,381.5,292.9,0.0,302.0,692.0,Landau in der Pfalz,POINT (8.114247517741578 49.20382728559346),5232.672745629895,796.0554408499745,,2383.2,1.0020838882804313,1.0020838882804313,1.0020838882804313,1.0020838882804313,2081.2,foot,692.0,car,120.0,84.89425981873111,foot,692.0,car,120.0,84.89425981873111,foot,692.0,car,120.0,84.89425981873111,360.0,254.6827794561933,660.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
48,Filmwelt Landau,"Filmwelt Landau_Landau,Bethesda_15.csv",1400.1,430.0,130.1,0,"Filmwelt Landau_Landau,Bethesda_18.csv",1400.1,430.0,130.1,0.0,"Filmwelt Landau_Landau,Bethesda_21.csv",2300.5,1042.4,658.1,0.0,475.6,2075.9,Landau in der Pfalz,POINT (8.117019800000001 49.2057276),5323.320391606946,2261.5115629316547,,5100.7,1.615250027092104,1.615250027092104,0.9830521899289956,1.404517414704401,4625.099999999999,transit,1400.1,car,839.9999999999999,40.00428540818513,transit,1400.1,car,839.9999999999999,40.00428540818513,foot,2075.9,car,600.0,73.91871332319062,2280.0,153.92728413956087,660.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
49,Universum Kinocenter,"Universum Kinocenter_Landau,Bethesda_15.csv",1082.9,430.0,292.9,0,"Universum Kinocenter_Landau,Bethesda_18.csv",902.9,430.0,292.9,0.0,"Universum Kinocenter_Landau,Bethesda_21.csv",1732.6,1154.3,398.3,0.0,336.6,835.7,Landau in der Pfalz,POINT (8.117019800000001 49.2057276),5323.320391606946,1016.8042886176409,,3718.4,0.9389641597725004,1.126153825027845,0.5868661483421683,0.8839947110475046,3381.8,foot,835.7,car,360.0000000000001,66.75593314248776,foot,835.7,car,180.0,80.06423745708274,foot,835.7,car,180.0,89.61098926468891,720.0000000000001,236.43115986425943,4907.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
50,Filmwelt Landau,"Filmwelt Landau_Landau,Dammühlstraße_15.csv",848.4,598.3,130.1,0,"Filmwelt Landau_Landau,Dammühlstraße_18.csv",1822.4,684.3,658.1,0.0,"Filmwelt Landau_Landau,Dammühlstraße_21.csv",2123.8,865.7,658.1,0.0,237.8,1059.4,Landau in der Pfalz,POINT (8.122326511626717 49.19503502913377),6231.572051333651,1057.3330244473525,,4794.6,1.2462671198106463,0.5801871293060538,0.4978496207022094,0.7747679566063033,4556.8,transit,848.4,car,120.0,85.85572842998585,foot,1059.4,car,480.0,73.66110623353819,foot,1059.4,car,600.0,71.74875223655712,1200.0,231.2655869000812,4154.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
51,Universum Kinocenter,"Universum Kinocenter_Landau,Dammühlstraße_15.csv",1368.5,638.2,190.3,0,"Universum Kinocenter_Landau,Dammühlstraße_18.csv",937.5,498.3,379.2,0.0,"Universum Kinocenter_Landau,Dammühlstraße_21.csv",803.9,498.3,185.6,0.0,207.0,490.6,Landau in der Pfalz,POINT (8.122326511626717 49.19503502913377),6231.572051333651,567.2760337821516,,3109.9,0.4145239559971878,0.605094436034295,0.7056549742283263,0.5750911220866031,2902.9,foot,490.6,car,540.0,60.54073803434418,foot,490.6,car,60.0,93.6,foot,490.6,car,120.0,85.07277024505535,720.0,239.21350827939955,1868.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
52,Filmwelt Landau,"Filmwelt Landau_Landau,Westring_15.csv",1060.8,150.7,130.1,0,"Filmwelt Landau_Landau,Westring_18.csv",1303.8,393.7,130.1,0.0,"Filmwelt Landau_Landau,Westring_21.csv",1071.6,281.5,130.1,0.0,428.9,1894.0,Landau in der Pfalz,POINT (8.11436757054455 49.201875483211865),5342.830485981172,2012.6393290596773,,3436.2,1.897284435388082,1.543671827780087,1.878162867730196,1.7730397102994546,3007.3,transit,1060.8,car,780.0,26.470588235294112,transit,1303.8,car,780.0,40.17487344684768,transit,1071.6,car,659.9999999999999,38.40985442329227,2220.0,105.05531610543406,732.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
53,Universum Kinocenter,"Universum Kinocenter_Landau,Westring_15.csv",694.4,281.5,292.9,0,"Universum Kinocenter_Landau,Westring_18.csv",694.4,281.5,292.9,0.0,"Universum Kinocenter_Landau,Westring_21.csv",694.4,281.5,292.9,0.0,290.0,516.0,Landau in der Pfalz,POINT (8.11436757054455 49.201875483211865),5342.830485981172,578.9791693020442,,2083.2,0.8337833659303632,0.8337833659303632,0.8337833659303632,0.8337833659303633,1793.1999999999998,foot,516.0,car,120.0,82.7188940092166,foot,516.0,car,120.0,82.7188940092166,foot,516.0,car,120.0,82.7188940092166,360.0,248.1566820276498,660.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
54,Filmwelt Landau,Filmwelt Landau_Landau(Pfalz)centraltrainstation_15.csv,1686.7,505.7,1061.0,0,Filmwelt Landau_Landau(Pfalz)centraltrainstation_18.csv,1686.7,505.7,1061.0,0.0,Filmwelt Landau_Landau(Pfalz)centraltrainstation_21.csv,1746.7,505.7,1061.0,0.0,362.6,1550.1,Landau in der Pfalz,POINT (8.123306 49.20293875000001),5868.783532202019,1788.58295846771,,5120.1,1.0604037223381215,1.0604037223381215,1.0239783354140437,1.0482619266967623,4757.5,foot,1550.1,car,120.0,92.88551609651982,foot,1550.1,car,120.0,92.88551609651982,foot,1550.1,car,180.0,89.69485315165741,420.0,275.4658853446971,4154.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
55,Universum Kinocenter,Universum Kinocenter_Landau(Pfalz)centraltrainstation_15.csv,871.3,505.7,185.6,1,Universum Kinocenter_Landau(Pfalz)centraltrainstation_18.csv,871.3,505.7,185.6,1.0,Universum Kinocenter_Landau(Pfalz)centraltrainstation_21.csv,876.0,505.7,190.3,0.0,329.1,945.9,Landau in der Pfalz,POINT (8.123306 49.20293875000001),5868.783532202019,924.007115179736,,2618.6,1.0604924999193577,1.0604924999193577,1.054802642899242,1.0585958809126523,2289.5,transit,871.3,car,180.0,79.34121427751636,transit,871.3,car,180.0,79.34121427751636,transit,876.0,car,180.0,79.45205479452055,540.0,238.13448334955325,660.0,mid,2,2,47610,574.03,24.95,6234,90,2,2.0,0.4072164948453608
56,Filmwelt Landau,"Filmwelt Landau_Landau,Annweilerstraße_15.csv",2689.9,459.8,130.1,1,"Filmwelt Landau_Landau,Annweilerstraße_18.csv",2569.9,459.8,130.1,2.0,"Filmwelt Landau_Landau,Annweilerstraße_21.csv",3949.9,459.8,130.1,1.0,682.2,2917.0,Landau in der Pfalz,POINT (8.088060549999998 49.19715195),4165.069390293234,3353.336345894784,,9209.7,1.246639780621876,1.3048509069982426,0.8489674031987604,1.1334860302729597,8527.5,transit,2689.9,car,2100.0,21.93018327818877,transit,2569.9,car,1980.0,22.95420055255068,foot,2917.0,car,3360.0,14.9345553051976,7440.0,59.81893913593706,2041.0,mid,2,2,47610,574.03,24.95,6234,90,2,4.0,0.4072164948453608
57,Universum Kinocenter,"Universum Kinocenter_Landau,Annweilerstraße_15.csv",1104.9,286.6,398.3,0,"Universum Kinocenter_Landau,Annweilerstraße_18.csv",1104.9,286.6,398.3,0.0,"Universum Kinocenter_Landau,Annweilerstraße_21.csv",1104.9,286.6,398.3,0.0,534.2,1562.6,Landau in der Pfalz,POINT (8.088060549999998 49.19715195),4165.069390293234,1960.3290266220224,,3314.7000000000003,1.7742139801086272,1.7742139801086272,1.7742139801086272,1.7742139801086272,2780.5,transit,1104.9,car,420.0,61.987510181916925,transit,1104.9,car,420.0,61.987510181916925,transit,1104.9,car,420.0,61.987510181916925,1260.0,185.9625305457508,2962.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
58,Filmwelt Landau,"Filmwelt Landau_Landau,Synagogenmahnmal_15.csv",1048.0,497.9,130.1,0,"Filmwelt Landau_Landau,Synagogenmahnmal_18.csv",1459.2,321.1,658.1,0.0,"Filmwelt Landau_Landau,Synagogenmahnmal_21.csv",1372.5,114.4,658.1,0.0,424.5,1731.4,Landau in der Pfalz,POINT (8.10871045276546 49.195946384122),5360.887899701446,1910.498865166528,,3879.7,1.8229951003497404,1.3092782793082018,1.391984601214228,1.5080859936240567,3455.2,transit,1048.0,car,420.0,59.92366412213741,transit,1459.2,car,480.0,67.10526315789473,transit,1372.5,car,600.0,56.28415300546449,1500.0,183.31308028549665,4907.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
59,Universum Kinocenter,"Universum Kinocenter_Landau,Synagogenmahnmal_15.csv",1328.2,703.0,565.2,0,"Universum Kinocenter_Landau,Synagogenmahnmal_18.csv",786.3,347.1,379.2,0.0,"Universum Kinocenter_Landau,Synagogenmahnmal_21.csv",652.7,347.1,185.6,0.0,276.5,352.3,Landau in der Pfalz,POINT (8.10871045276546 49.195946384122),5360.887899701446,462.4251845109269,,2767.2,0.3481593016947198,0.5881027400622243,0.7084804420268529,0.548247494594599,2490.7,foot,352.3,car,60.0,95.48260804095769,foot,352.3,car,60.0,92.36932468523464,foot,352.3,car,120.0,81.61483070323273,240.0,269.46676342942504,4154.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
60,Filmwelt Landau,"Filmwelt Landau_Landau,Finanzamt_15.csv",1284.1,374.0,130.1,0,"Filmwelt Landau_Landau,Finanzamt_18.csv",1284.1,374.0,130.1,0.0,"Filmwelt Landau_Landau,Finanzamt_21.csv",1438.5,180.4,658.1,0.0,487.4,1667.4,Landau in der Pfalz,POINT (8.111792295696155 49.19734091482666),5450.805881683149,1801.7756683546409,,4006.7,1.4031427991236205,1.4031427991236205,1.2525378299302334,1.3529411427258249,3519.3,transit,1284.1,car,779.9999999999999,39.25706720660385,transit,1284.1,car,779.9999999999999,39.25706720660385,transit,1438.5,car,600.0,58.28988529718457,2160.0,136.80401971039225,2962.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
61,Universum Kinocenter,"Universum Kinocenter_Landau,Finanzamt_15.csv",1443.0,817.8,565.2,0,"Universum Kinocenter_Landau,Finanzamt_18.csv",848.1,408.9,379.2,0.0,"Universum Kinocenter_Landau,Finanzamt_21.csv",714.5,408.9,185.6,0.0,339.3,225.9,Landau in der Pfalz,POINT (8.111792295696155 49.19734091482666),5450.805881683149,241.9499124645126,,3005.6,0.1676714570093642,0.2852846509427102,0.3386282889636285,0.2638614656385677,2666.3,foot,225.9,car,60.0,95.84199584199584,foot,225.9,car,60.000000000000114,92.925362575168,foot,225.9,car,120.0,83.20503848845345,240.0000000000001,271.9723969056173,4907.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
62,Filmwelt Landau,"Filmwelt Landau_Landau,QuartierVauban_15.csv",1045.8,555.7,130.1,0,"Filmwelt Landau_Landau,QuartierVauban_18.csv",2267.6,457.5,130.1,2.0,"Filmwelt Landau_Landau,QuartierVauban_21.csv",3543.2,844.4,778.8,1.0,357.3,1400.4,Landau in der Pfalz,POINT (8.113810395777772 49.194433448810145),5758.8140348733805,1503.7189899000414,,6856.599999999999,1.437864782845708,0.6631323822102846,0.424395741109743,0.8417976353885785,6499.299999999999,transit,1045.8,car,359.9999999999999,65.57659208261619,foot,1400.4,car,1680.0,25.91285941083084,foot,1400.4,car,1920.0,45.81169564235719,3960.0,137.3011471358042,4907.0,mid,2,2,47610,574.03,24.95,6234,90,2,3.0,0.4072164948453608
63,Universum Kinocenter,"Universum Kinocenter_Landau,QuartierVauban_15.csv",806.0,555.7,190.3,0,"Universum Kinocenter_Landau,QuartierVauban_18.csv",767.8,457.5,190.3,0.0,"Universum Kinocenter_Landau,QuartierVauban_21.csv",461.1,155.5,185.6,0.0,209.3,281.9,Landau in der Pfalz,POINT (8.113810395777772 49.194433448810145),5758.8140348733805,263.580490478225,,2034.9,0.3270229410399813,0.3432931629046952,0.5716341151121773,0.4139834063522846,1825.6,foot,281.9,car,60.0,92.55583126550869,foot,281.9,car,120.0,84.37092992966917,foot,281.9,car,120.0,73.97527651268706,300.0,250.9020377078649,732.0,mid,2,2,47610,574.03,24.95,6234,90,2,0.0,0.4072164948453608
64,Filmwelt Landau,"Filmwelt Landau_Landau,DeutschesTor_15.csv",1855.2,57.1,658.1,0,"Filmwelt Landau_Landau,DeutschesTor_18.csv",1855.2,57.1,658.1,0.0,"Filmwelt Landau_Landau,DeutschesTor_21.csv",3160.4,461.6,778.8,1.0,540.6,2182.3,Landau in der Pfalz,POINT (8.11836848464402 49.207715754121274),5328.072865149119,2416.419757442749,,6870.8,1.3025117278151943,1.3025117278151943,0.7645930127334353,1.1232054894546082,6330.2,transit,1855.2,car,1140.0,38.55109961190168,transit,1855.2,car,1140.0,38.55109961190168,foot,2182.3,car,1920.0,39.24819643083155,4200.0,116.35039565463492,660.0,mid,2,2,47610,574.03,24.95,6234,90,2,1.0,0.4072164948453608
65,Universum Kinocenter,"Universum Kinocenter_Landau,DeutschesTor_15.csv",1096.3,57.1,379.2,0,"Universum Kinocenter_Landau,DeutschesTor_18.csv",999.9,407.0,292.9,0.0,no routes possible to this cinema,,,,,401.7,1053.7,Landau in der Pfalz,POINT (8.11836848464402 49.207715754121274),5328.072865149119,1251.5922355495825,,,1.1416512227944746,1.2517174072903114,,,,foot,1053.7,car,660.0,39.79750068411931,transit,999.9,car,300.0,69.99699969997,foot,1053.7,car,,,,,2394.0,mid,2,2,47610,574.03,24.95,6234,90,2,,0.4072164948453608
