,departure times,average speed,average time,average transit time,average walk time,average walk share,walk share under 40%,average amount of changes,max changes,time difference to car,transit is reasonable,out of
0,15,1.11165373070417,1787.4259615384615,180.0,1607.4259615384615,89.5287633316919,0.0,0.0,0,1365.6320388349516,57.69230769230769,1.0
1,18,1.11165373070417,1787.4259615384615,180.0,1607.4259615384615,89.5287633316919,0.0,0.0,0,1365.6320388349516,57.69230769230769,1.0
2,21,1.11165373070417,1787.4259615384615,180.0,1607.4259615384615,89.5287633316919,0.0,0.0,0,1365.6320388349516,57.69230769230769,1.0
