,departure times,average speed,average time,average transit time,average walk time,average walk share,walk share under 40%,average amount of changes,max changes,time difference to car,transit is reasonable,out of
0,15,1.071698605424999,1506.3899038461536,600.2884615384615,906.1014423076923,63.75590336595371,0.15384615384615385,0.14423076923076922,3.0,1086.1850961538462,46.63461538461539,1.0
1,18,1.0464947923634034,1325.3460784313727,488.2352941176471,837.1107843137255,67.05064304609756,0.10576923076923077,0.17647058823529413,3.0,936.435294117647,46.15384615384615,0.9807692307692307
2,21,0.9046551583523244,1527.5701030927835,591.340206185567,936.2298969072164,68.2482380271559,0.08653846153846154,0.14948453608247422,1.0,1147.5850515463917,27.884615384615387,0.9326923076923077
