,departure times,average speed,average time,average transit time,average walk time,average walk share,walk share under 40%,average amount of changes,max changes,time difference to car,transit is reasonable,out of
0,15,1.0858923601081463,1265.1287356321839,113.79310344827586,1151.3356321839083,88.07366752792119,0.0,0.0,0.0,1050.2448275862068,33.65384615384615,0.8365384615384616
1,18,1.0858923601081463,1265.1287356321839,113.79310344827586,1151.3356321839083,88.07366752792119,0.0,0.0,0.0,1050.2448275862068,33.65384615384615,0.8365384615384616
2,21,1.0735260772504893,1269.0275862068966,165.51724137931035,1103.510344827586,83.68657910909467,0.0,0.0,0.0,1054.1436781609195,29.80769230769231,0.8365384615384616
