,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,population,level,level_dummy,cinemas,population aggr,population density,built-up area,transit departures,transit stops,osm_cinemas,average changes,area average changes
10,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,244.6,1470.3,Seefeld,POINT (11.189190485664847 48.034952881816054),685121.7935549082,1207.309091725828,,,,,,,,foot,1470.3,car,,,foot,1470.3,car,,,foot,1470.3,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
11,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,122.5,972.0,Seefeld,POINT (11.19551725 48.037685899999985),684898.9379675898,995.3004315326034,,,,,,,,foot,972.0,car,,,foot,972.0,car,,,foot,972.0,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
12,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,138.4,935.2,Seefeld,POINT (11.21017335739118 48.04063079293345),684755.3304747882,1170.987888739604,,,,,,,,foot,935.2,car,,,foot,935.2,car,,,foot,935.2,car,,,,,984,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
13,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,181.8,1404.8,Seefeld,POINT (11.215252081507579 48.04150184291066),684722.3356965987,1439.0799596438535,,,,,,,,foot,1404.8,car,,,foot,1404.8,car,,,foot,1404.8,car,,,,,190,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
14,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,81.1,334.6,Seefeld,POINT (11.20930598365517 48.0320436987365),685686.3818494148,401.5490512266813,,,,,,,,foot,334.6,car,,,foot,334.6,car,,,foot,334.6,car,,,,,2208,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
15,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,400.1,3190.2,Seefeld,POINT (11.2385772 48.054889300000006),683544.4005949782,3699.79775101685,,,,,,,,foot,3190.2,car,,,foot,3190.2,car,,,foot,3190.2,car,,,,,42,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
16,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,244.6,1329.0,Seefeld,POINT (11.219271372858737 48.04016451917471),684918.5792463808,1525.0794303768362,,,,,,,,foot,1329.0,car,,,foot,1329.0,car,,,foot,1329.0,car,,,,,49,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
17,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,141.9,1270.9,Seefeld,POINT (11.19179695 48.038248949999996),684791.8887279499,1235.1202924751296,,,,,,,,foot,1270.9,car,,,foot,1270.9,car,,,foot,1270.9,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
18,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,66.6,437.8,Seefeld,POINT (11.210012933799147 48.03286744690984),685604.7215801657,485.83326431879567,,,,,,,,foot,437.8,car,,,foot,437.8,car,,,foot,437.8,car,,,,,984,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
19,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,470.2,2141.0,Seefeld,POINT (11.182245733377323 48.0263810001893),685978.1274585495,1712.609508138223,,,,,,,,foot,2141.0,car,,,foot,2141.0,car,,,foot,2141.0,car,,,,,1330,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
20,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,355.2,1873.7,Seefeld,POINT (11.206269533739023 48.04756874850179),683946.5289203663,1860.8537999896569,,,,,,,,foot,1873.7,car,,,foot,1873.7,car,,,foot,1873.7,car,,,,,22,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
21,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,429.8,1894.0,Seefeld,POINT (11.185346919449236 48.0286741941789),685764.0192095874,1427.703321588372,,,,,,,,foot,1894.0,car,,,foot,1894.0,car,,,foot,1894.0,car,,,,,1330,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
22,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,215.6,1455.0,Seefeld,POINT (11.201577060579432 48.04420083655253),684258.3702097202,1492.916189961646,,,,,,,,foot,1455.0,car,,,foot,1455.0,car,,,foot,1455.0,car,,,,,22,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
23,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,199.7,1341.3,Seefeld,POINT (11.21749618943424 48.04036418464202),684874.7649566209,1446.444484739697,,,,,,,,foot,1341.3,car,,,foot,1341.3,car,,,foot,1341.3,car,,,,,49,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
24,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,322.6,1776.2,Seefeld,POINT (11.20459265 48.046839000000006),684005.982276835,1773.5690722840443,,,,,,,,foot,1776.2,car,,,foot,1776.2,car,,,foot,1776.2,car,,,,,22,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
25,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,299.8,2385.6,Seefeld,POINT (11.22324875 48.053464950000006),683509.5519192877,2883.854886779939,,,,,,,,foot,2385.6,car,,,foot,2385.6,car,,,foot,2385.6,car,,,,,70,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
26,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,175.7,1395.4,Seefeld,POINT (11.19064485 48.0377331),684834.4700683939,1265.429606871389,,,,,,,,foot,1395.4,car,,,foot,1395.4,car,,,foot,1395.4,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
27,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,224.2,1569.2,Seefeld,POINT (11.188074116183905 48.03546480235392),685052.0897890391,1305.9833667843975,,,,,,,,foot,1569.2,car,,,foot,1569.2,car,,,foot,1569.2,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
28,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,209.6,1083.9,Seefeld,POINT (11.21566675 48.0395207),684944.6872087001,1285.1438607673451,,,,,,,,foot,1083.9,car,,,foot,1083.9,car,,,foot,1083.9,car,,,,,49,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
29,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,191.9,2052.4,Seefeld,POINT (11.224945801351714 48.02152978351928),687031.9430099413,1864.4279645188008,,,,,,,,foot,2052.4,car,,,foot,2052.4,car,,,foot,2052.4,car,,,,,200,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
30,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,133.1,1003.7,Seefeld,POINT (11.195100998360763 48.037399732984525),684925.2557756228,992.335370441696,,,,,,,,foot,1003.7,car,,,foot,1003.7,car,,,foot,1003.7,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
31,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,277.7,2282.4,Seefeld,POINT (11.2252726479334 48.0526863163528),683620.0350128481,2888.0587050556123,,,,,,,,foot,2282.4,car,,,foot,2282.4,car,,,foot,2282.4,car,,,,,70,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
32,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,173.7,1125.5,Seefeld,POINT (11.194034683729402 48.03611440318754),685053.2593654124,955.278875903196,,,,,,,,foot,1125.5,car,,,foot,1125.5,car,,,foot,1125.5,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
33,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,93.3,808.2,Seefeld,POINT (11.213189783242028 48.03346355053787),685578.3929739197,728.6723487567881,,,,,,,,foot,808.2,car,,,foot,808.2,car,,,foot,808.2,car,,,,,49,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
34,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,195.3,1000.4,Seefeld,POINT (11.21416939103352 48.03830311522795),685059.7505979025,1109.8140384533217,,,,,,,,foot,1000.4,car,,,foot,1000.4,car,,,foot,1000.4,car,,,,,49,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
35,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,185.5,1443.7,Seefeld,POINT (11.190967916627224 48.03856710004811),684746.9098409954,1304.9405964089617,,,,,,,,foot,1443.7,car,,,foot,1443.7,car,,,foot,1443.7,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
36,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,179.4,1280.2,Seefeld,POINT (11.217026799190153 48.040064833367325),684901.796301287,1398.2234489852638,,,,,,,,foot,1280.2,car,,,foot,1280.2,car,,,foot,1280.2,car,,,,,49,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
37,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,69.9,304.7,Seefeld,POINT (11.2081778 48.032710249999994),685599.4410835549,358.9003417730743,,,,,,,,foot,304.7,car,,,foot,304.7,car,,,foot,304.7,car,,,,,984,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
38,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,162.6,1176.3,Seefeld,POINT (11.217212096973185 48.03898341766858),685022.6610243142,1323.17858539099,,,,,,,,foot,1176.3,car,,,foot,1176.3,car,,,foot,1176.3,car,,,,,49,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
39,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,46.9,263.0,Seefeld,POINT (11.2055685 48.033214199999996),685512.1914469125,277.79006255321315,,,,,,,,foot,263.0,car,,,foot,263.0,car,,,foot,263.0,car,,,,,984,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
40,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,181.1,1313.7,Seefeld,POINT (11.192154779923612 48.04048913212365),684550.5074518459,1395.1593406831507,,,,,,,,foot,1313.7,car,,,foot,1313.7,car,,,foot,1313.7,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
41,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,168.1,1304.9,Seefeld,POINT (11.21895715 48.03881385),685062.7955705321,1409.4743076013635,,,,,,,,foot,1304.9,car,,,foot,1304.9,car,,,foot,1304.9,car,,,,,49,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
42,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,295.4,1676.6,Seefeld,POINT (11.2002431 48.0452914),684122.4405021168,1628.271768785346,,,,,,,,foot,1676.6,car,,,foot,1676.6,car,,,foot,1676.6,car,,,,,22,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
43,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,263.2,2012.5,Seefeld,POINT (11.233621499999998 48.03767169999999),685369.8564028217,2319.693486126412,,,,,,,,foot,2012.5,car,,,foot,2012.5,car,,,foot,2012.5,car,,,,,0,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
44,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,261.1,2197.5,Seefeld,POINT (11.1759369 48.04170335000001),684220.8778137278,2426.606506624885,,,,,,,,foot,2197.5,car,,,foot,2197.5,car,,,foot,2197.5,car,,,,,668,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
45,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,282.9,1657.1,Seefeld,POINT (11.203319337895708 48.04555390165306),684131.3104727226,1631.7835401339123,,,,,,,,foot,1657.1,car,,,foot,1657.1,car,,,foot,1657.1,car,,,,,22,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
46,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,173.4,1267.5,Seefeld,POINT (11.19579919542219 48.04213791463003),684414.0457585132,1398.889913114229,,,,,,,,foot,1267.5,car,,,foot,1267.5,car,,,foot,1267.5,car,,,,,100,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
47,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,194.4,1123.9,Seefeld,POINT (11.195491455166014 48.03971841835099),684675.6806267158,1177.1575923520102,,,,,,,,foot,1123.9,car,,,foot,1123.9,car,,,foot,1123.9,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
48,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,318.4,1763.4,Seefeld,POINT (11.2063599949415 48.04642293201212),684073.2965168373,1734.539271002498,,,,,,,,foot,1763.4,car,,,foot,1763.4,car,,,foot,1763.4,car,,,,,22,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
49,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,196.6,805.6,Seefeld,POINT (11.211361072961148 48.03832293685503),685023.0167085439,983.8345846399234,,,,,,,,foot,805.6,car,,,foot,805.6,car,,,foot,805.6,car,,,,,984,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
50,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,318.9,1959.8,Seefeld,POINT (11.181753844827455 48.03272416833706),685276.2470186264,1686.5756441217604,,,,,,,,foot,1959.8,car,,,foot,1959.8,car,,,foot,1959.8,car,,,,,668,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
51,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,213.5,1555.0,Seefeld,POINT (11.188576935541043 48.035683882506994),685034.1565617566,1281.469769906722,,,,,,,,foot,1555.0,car,,,foot,1555.0,car,,,foot,1555.0,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
52,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,152.2,2036.6,Seefeld,POINT (11.227466916271451 48.02280375109329),686923.4520452194,1954.0736612408712,,,,,,,,foot,2036.6,car,,,foot,2036.6,car,,,foot,2036.6,car,,,,,7,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
53,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,221.4,1268.6,Seefeld,POINT (11.192564810764601 48.03452875324511),685209.3118632875,957.6460946165656,,,,,,,,foot,1268.6,car,,,foot,1268.6,car,,,foot,1268.6,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
54,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,267.4,2216.6,Seefeld,POINT (11.175585885579803 48.04113530654272),684278.9722239207,2419.010683177085,,,,,,,,foot,2216.6,car,,,foot,2216.6,car,,,foot,2216.6,car,,,,,668,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
55,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,206.3,1356.8,Seefeld,POINT (11.190695723702971 48.03630015277552),684992.2781475406,1173.2909745716306,,,,,,,,foot,1356.8,car,,,foot,1356.8,car,,,foot,1356.8,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
56,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,241.0,1619.3,Seefeld,POINT (11.190695340986421 48.017696355186374),687033.1366405486,1779.5383664436515,,,,,,,,foot,1619.3,car,,,foot,1619.3,car,,,foot,1619.3,car,,,,,35,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
57,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,234.8,1455.9,Seefeld,POINT (11.217554724053867 48.041174856131086),684786.5975213507,1516.2066892806165,,,,,,,,foot,1455.9,car,,,foot,1455.9,car,,,foot,1455.9,car,,,,,49,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
58,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,77.7,355.6,Seefeld,POINT (11.20665140842454 48.03439321651501),685396.1542515024,430.2033267098168,,,,,,,,foot,355.6,car,,,foot,355.6,car,,,foot,355.6,car,,,,,984,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
59,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,184.6,1422.1,Seefeld,POINT (11.189800630835972 48.038062941172775),684788.0309037414,1337.807035595033,,,,,,,,foot,1422.1,car,,,foot,1422.1,car,,,foot,1422.1,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
60,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,224.1,1701.8,Seefeld,POINT (11.184854349851125 48.038592805342645),684669.9070378441,1677.9502783960102,,,,,,,,foot,1701.8,car,,,foot,1701.8,car,,,foot,1701.8,car,,,,,668,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
61,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,170.9,2126.7,Seefeld,POINT (11.229253000000002 48.021795399999995),687056.132388996,2124.2880821772187,,,,,,,,foot,2126.7,car,,,foot,2126.7,car,,,foot,2126.7,car,,,,,7,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
62,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,234.0,1058.7,Seefeld,POINT (11.213606466581568 48.03947468154609),684924.3477954284,1184.380161550313,,,,,,,,foot,1058.7,car,,,foot,1058.7,car,,,foot,1058.7,car,,,,,49,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
63,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,320.9,1770.9,Seefeld,POINT (11.205846967873738 48.04644388911794),684064.7013849375,1733.736806442423,,,,,,,,foot,1770.9,car,,,foot,1770.9,car,,,foot,1770.9,car,,,,,22,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
64,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,280.5,1954.0,Seefeld,POINT (11.18215555 48.0340574),685134.8281928631,1681.519781049479,,,,,,,,foot,1954.0,car,,,foot,1954.0,car,,,foot,1954.0,car,,,,,668,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
65,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,200.9,1156.3,Seefeld,POINT (11.195870293276782 48.03984381733008),684666.5440616185,1173.6088411496569,,,,,,,,foot,1156.3,car,,,foot,1156.3,car,,,foot,1156.3,car,,,,,931,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
66,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,341.0,2016.2,Seefeld,POINT (11.182053349143343 48.031423333112365),685422.5851003235,1652.9453248419177,,,,,,,,foot,2016.2,car,,,foot,2016.2,car,,,foot,2016.2,car,,,,,1330,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
67,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,139.6,1243.9,Seefeld,POINT (11.219556506318916 48.03680900661415),685290.0255223283,1320.5692254639166,,,,,,,,foot,1243.9,car,,,foot,1243.9,car,,,foot,1243.9,car,,,,,49,base,1,1,7694,220.77,12.83,1562.0,24.0,1,,
