,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,average changes,osm_cinemas,area average changes,level,level_dummy,cinemas,population aggr,population density,built-up area,transit departures,transit stops
0,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.660318079910983 47.71513692586961),1345.7355478318534,198.39643104115527,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
1,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.662915468815624 47.712052152369914),1127.0032252669173,258.2773304695405,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
2,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.673160416519456 47.735344695060924),3787.787326535709,2459.552486319988,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
3,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.622488527511903 47.695483007764),2560.9234350613647,3676.1278619685913,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
4,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.621619154690164 47.7018569968771),2465.575215540068,3381.9553552479547,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
5,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.6110142790323945 47.71131273988433),3360.1336194152896,3892.79142564084,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
6,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.659639961239744 47.71067427394766),868.8113123846366,470.9972577797765,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
7,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.668056864635921 47.714063567388926),1542.1266862884522,402.7588590014898,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
8,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.608229666332432 47.70928679858492),3516.244733022554,4125.787896591364,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
9,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.656648399999998 47.67003885),3747.3216480871192,4948.671536539639,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
10,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.628140817748898 47.692726467960924),2316.0829880163774,3537.674081086466,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
11,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.664715152896772 47.71435393714019),1414.6297587325987,150.63294905240213,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
12,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.666487050000001 47.67807610000001),2991.73698107504,4044.324719310417,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
13,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.6538276 47.71303605000001),1036.684849778391,682.4641772386422,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
14,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.63568382794926 47.69503592176019),1701.6752480793862,2954.6904436152554,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
15,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.664702831817995 47.713502068746585),1335.9640472263802,178.18165842007437,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
16,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.670426905786291 47.71231759156222),1538.312100852868,622.4788124097339,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
17,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.629977428795695 47.693860072036635),2132.793816822762,3350.932115041053,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
18,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.660907310465932 47.71571624263775),1421.2962333194746,201.43056172216063,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
19,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.656874669370432 47.71768034294668),1563.5278633551927,571.5754455277296,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
20,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.674167725059893 47.7127468833518),1793.0775805971664,878.4839111628532,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
21,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.66079847955228 47.712012690527274),1040.8864240778414,298.745553919381,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
22,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.6356991123289 47.7170727571925),2040.7616425158567,2048.1167984965955,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
23,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.657367308088323 47.71434793025671),1203.0206014827345,400.5915829905701,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
24,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.645615200000001 47.73739985),3801.1187100049374,2862.748941236191,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
25,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.661632520376413 47.71455725074068),1322.6498355302797,83.22682645500167,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
26,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.629068662156789 47.696104370449795),2078.0979261845814,3239.248390435176,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
27,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.669826611126688 47.67565757673742),3327.767649460494,4336.22993615616,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
28,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.609286489341285 47.709599440950996),3444.638889336976,4042.548645746357,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
29,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.634757450000002 47.71663455),2055.554212572172,2111.671023488844,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
30,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.633948824498666 47.71676376103254),2109.239604191808,2173.617266883174,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
31,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.610829967702156 47.71102960249219),3365.789289193609,3909.440818748476,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
32,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.637312826298766 47.714815590604395),1777.186221989631,1905.617668460496,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
33,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.662576667690548 47.71473769159671),1371.2816089840808,41.866669307003,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
34,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.653816863952543 47.66855711034267),3908.312335376987,5135.962055335755,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
35,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.652821760238202 47.71611195715769),1382.651661949738,766.3777072425603,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
36,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.644668150000001 47.737580900000005),3833.780745367144,2913.057331186804,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
37,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.6753797507495785 47.73559808990942),3878.565926916957,2543.660037215629,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
38,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.6658464499775905 47.712526201854054),1304.2538592728122,312.2919401528545,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
39,Kino Kandern,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,,,Kandern,POINT (7.635572768288972 47.714956612343684),1883.7029454264527,2036.545832776,,,,,,,,foot,,car,,,foot,,car,,,foot,,car,,,,,,1,,base,1,1,8537,137.12,9.16,556.0,23.0
