,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,distance_start_centroid,distance_start_cinema,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_trip_duration,15_transit_dur,15_walk_share,18_trip_duration,18_transit_dur,18_walk_share,21_trip_duration,21_transit_dur,21_walk_share,average transit duration,average walk share,population,cinemas,population aggr,population density,built-up area,transit departures,transit stops,area,osm_cinemas,start_location,15 transit is reasonable,18 transit is reasonable,21 transit is reasonable,15 min cinema dur,15 most accessible cinema,18 min cinema dur,18 most accessible cinema,21 min cinema dur,21 most accessible cinema,15 max cinema dur,15 least accessible cinema,18 max cinema dur,18 least accessible cinema,21 max cinema dur,21 least accessible cinema,average changes,area average changes,level,level_dummy
10,807.975,230.1,157.875,0.5,807.975,230.1,157.875,0.5,891.975,209.1,157.875,0.5,450.775,1458.8,837.277086035141,1659.45729110049,2507.925,2.38111691195035,2.38111691195035,2.2239403624419,2.32872472878086,2057.15,807.975,420,43.0907537896882,807.975,420,43.0907537896882,891.975,525,38.0545042793496,1365,124.236011858726,3602.5,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.68402727611882 49.40201190450954),100,100,100,384.5,Die Kamera,384.5,Die Kamera,384.5,Die Kamera,1012.8,Luxor Filmpalast Heidelberg,1012.8,Luxor Filmpalast Heidelberg,1185.1,Gloria & Gloriette,1.5,1.85737179487179,top,3
11,1460.675,372.8,157.875,0.5,1460.675,372.8,157.875,0.5,1625.675,372.8,157.875,0.5,1114.35,3788.925,3408.55143884167,4072.83021514853,4547.025,2.88615219980886,2.88615219980886,2.81950553552195,2.86393664504655,3432.675,1460.675,930,40.4683090424101,1460.675,930,40.4683090424101,1625.675,1095,40.5108075757259,2955,121.447425660546,2529.75,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.738858608025605 49.415160523169746),100,100,100,861.6,Gloria & Gloriette,861.6,Gloria & Gloriette,801.6,Gloria & Gloriette,2115.9,Karlstorkino,2115.9,Karlstorkino,2835.9,Karlstorkino,1.5,1.85737179487179,top,3
12,1134.975,377.1,157.875,0.75,1119.975,377.1,157.875,0.75,1137.425,424.55,157.875,0.5,574.575,2011.65,1882.70075552564,2183.4310170214,3392.375,1.86609283895123,1.88809133055209,1.83606192605423,1.86341536518585,2817.8,1134.975,600,49.5295091872443,1119.975,585,50.3165324168563,1137.425,555,56.9007350772093,1740,156.74677668131,3663.75,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.6828708 49.42068340000001),100,100,100,644.2,Die Kamera,644.2,Die Kamera,654,Die Kamera,1405.9,Gloria & Gloriette,1405.9,Gloria & Gloriette,1400.2,Karlstorkino,2,1.85737179487179,top,3
13,1433.75,570.875,157.875,0.75,1433.75,570.875,157.875,0.75,1423.775,530.9,157.875,0.75,766.35,2747.15,2818.42253898774,3087.08669376721,4291.275,2.18649177654998,2.18649177654998,2.17100700869503,2.181330187265,3524.925,1433.75,705,54.4926045372159,1433.75,705,54.4926045372159,1423.775,735,52.5079096839199,2145,161.493118758352,4387.25,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.690803315148495 49.430721747281325),100,100,100,738,Die Kamera,738,Die Kamera,738,Die Kamera,1779.6,Gloria & Gloriette,1779.6,Gloria & Gloriette,1794,Karlstorkino,2.25,1.85737179487179,top,3
14,943.15,245.275,157.875,0.5,943.15,245.275,157.875,0.5,1048.15,245.275,157.875,0.75,492.1,1722.35,987.894010667184,1929.79057035199,2934.45,2.14690325491135,2.14690325491135,2.00844541980073,2.10075064320781,2442.35,943.15,540,50.0508389851783,943.15,540,50.0508389851783,1048.15,645,47.5301430247322,1725,147.631820995089,3815.25,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.707173195498811 49.40832765805713),100,100,100,324,Gloria & Gloriette,324,Gloria & Gloriette,324,Gloria & Gloriette,1838.6,Karlstorkino,1838.6,Karlstorkino,2018.6,Karlstorkino,1.75,1.85737179487179,top,3
15,1044.575,391.7,157.875,0,1044.575,391.7,157.875,0,1029.575,391.7,157.875,0,531.525,1834.975,1589.19923514862,1979.4209338727,3118.725,1.79047014249089,1.79047014249089,1.81421524259184,1.79838517585788,2587.2,1044.575,495,60.2190515849681,1044.575,495,60.2190515849681,1029.575,480,61.4717126823957,1470,181.909815852332,4511.5,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.687520210940228 49.41906954978757),100,100,100,361.4,Die Kamera,361.4,Die Kamera,361.4,Die Kamera,1417.4,Karlstorkino,1417.4,Karlstorkino,1417.4,Karlstorkino,0,1.85737179487179,top,3
16,2209.4,947.925,391.475,0.75,2209.4,947.925,391.475,0.75,3168.975,863.15,325.825,2,918,3510.8,4286.18247169124,3924.03255175672,7587.775,1.75075693348893,1.75075693348893,1.26677784718037,1.58943057138608,6669.775,2209.4,870,62.3933998562799,2209.4,870,62.3933998562799,3168.975,1980,46.5007914906346,3720,171.287591203194,6256.75,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.636576300000002 49.397203950000005),100,100,100,1625.2,Luxor Filmpalast Heidelberg,1625.2,Luxor Filmpalast Heidelberg,1625.2,Luxor Filmpalast Heidelberg,2444.1,Gloria & Gloriette,2444.1,Gloria & Gloriette,4362.4,Gloria & Gloriette,3.5,1.85737179487179,top,3
17,938.875,244.1,229.775,0.5,938.875,244.1,229.775,0.5,1117.225,509.35,157.875,0.5,558.5,1859.325,2396.27898246384,2210.82182261242,2994.975,2.37500393272664,2.37500393272664,2.05686725691069,2.26895837412132,2436.475,808.25,465,51.1170512235532,808.25,465,51.1170512235532,1043.5,450,60.9923104261664,1380,163.226412873273,5269.5,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.66139091515549 49.403470002388666),75,75,75,787.2,Karlstorkino,787.2,Karlstorkino,716.6,Luxor Filmpalast Heidelberg,1212.9,Gloria & Gloriette,1212.9,Gloria & Gloriette,2045,Gloria & Gloriette,1.5,1.85737179487179,top,3
18,883.95,381.075,157.875,0.25,883.95,381.075,157.875,0.25,1121.95,424.075,157.875,0.25,401.525,1529.65,1083.04401256606,1779.91412753467,2889.85,2.12021645396432,2.12021645396432,1.94388736953791,2.06144009248885,2488.325,883.95,345,62.6654343929874,883.95,345,62.6654343929874,1080.5,540,62.4289929720746,1230,187.759861758049,3603.5,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.685121759464037 49.39777777582827),100,100,75,630.8,Karlstorkino,630.8,Karlstorkino,570.8,Karlstorkino,1145.8,Gloria & Gloriette,1145.8,Gloria & Gloriette,2157.8,Gloria & Gloriette,0.75,1.85737179487179,top,3
19,1235.4,239.7,575.7,0.5,1235.4,239.7,575.7,0.5,1167.55,209.175,433.375,0.5,462.7,1416.4,808.276720479063,1637.21135706317,3638.35,1.3834711017429,1.3834711017429,1.43336835418084,1.40010351922221,3175.65,1134.125,420,64.6822135857223,1134.125,420,64.6822135857223,1167.55,525,56.453127321717,1365,185.817554493162,2245.75,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.683692229043224 49.40320508118639),75,75,100,961.8,Die Kamera,961.8,Die Kamera,821.6,Luxor Filmpalast Heidelberg,1516.4,Luxor Filmpalast Heidelberg,1516.4,Luxor Filmpalast Heidelberg,1516,Karlstorkino,1.5,1.85737179487179,top,3
20,1069.875,537,157.875,0,1069.875,537,157.875,0,1099.875,537,157.875,0,476.65,1512.725,1200.24793850356,1707.03823363901,3239.625,1.36845031330943,1.36845031330943,1.3473573859053,1.36141933750805,2762.975,931.1,375,70.2587379658065,931.1,375,70.2587379658065,946.1,405,67.532880757173,1155,208.050356688786,4663.75,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.691849976310344 49.416151110511564),75,75,75,624.1,Die Kamera,624.1,Die Kamera,684.1,Die Kamera,1500.1,Karlstorkino,1500.1,Karlstorkino,1500.1,Karlstorkino,0,1.85737179487179,top,3
21,756.65,163.775,157.875,0.25,756.65,163.775,157.875,0.25,787.925,210.05,157.875,0,499.625,1386.875,511.685724539152,1608.94284253904,2301.225,2.34601934675911,2.34601934675911,2.24866432222671,2.31356767191498,1801.6,756.65,435,45.2209110847598,756.65,435,45.2209110847598,787.925,420,48.5808706626377,1290,139.022692832157,3413.75,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.687333483805944 49.40466744199235),100,100,100,365.6,Die Kamera,365.6,Die Kamera,365.6,Die Kamera,1142.7,Karlstorkino,1142.7,Karlstorkino,1061.6,Karlstorkino,0.5,1.85737179487179,top,3
22,1854.65,391.6,593.05,0.75,1854.65,391.6,593.05,0.75,1905.8,388.325,662.475,0.5,699.225,2816.3,3075.84794128018,3239.75561134113,5615.1,1.71256432241288,1.71256432241288,1.66754098374238,1.69755654285605,4915.875,1854.65,870,55.3855220396572,1854.65,870,55.3855220396572,1905.8,855,57.5833613915499,2595,168.354405470864,5397.25,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.680101084036169 49.43154713285661),100,100,100,1279.5,Die Kamera,1279.5,Die Kamera,1279.5,Die Kamera,2326.5,Karlstorkino,2326.5,Karlstorkino,2566.5,Karlstorkino,2,1.85737179487179,top,3
23,1275.675,517.8,157.875,0.75,1260.675,517.8,157.875,0.75,1426.225,543.15,298.075,0.5,603.825,2121.525,1989.22676950404,2274.46543381685,3962.575,1.72910948160401,1.74764552021795,1.57373152146458,1.68349550776218,3358.75,1275.675,600,55.1970629719139,1260.675,585,55.9463345822786,1308.95,585,59.8901290314686,1770,171.033526585661,2263.75,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.683114859253369 49.42181531892738),100,100,75,784.9,Die Kamera,784.9,Die Kamera,1290.3,Luxor Filmpalast Heidelberg,1546.6,Gloria & Gloriette,1546.6,Gloria & Gloriette,1540.9,Karlstorkino,2,1.85737179487179,top,3
24,1712.325,578.875,503.45,0.5,1712.325,578.875,503.45,0.5,3001.925,486.1,325.825,2,735.15,3013.2,3990.25232973694,3647.21765003933,6426.575,2.09993380235957,2.09993380235957,1.35765613782885,1.85250791418266,5691.425,1712.325,630,64.7739780764887,1712.325,630,64.7739780764887,2707.15,2190,39.5722740183544,3450,169.120230171332,3600,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.639649971668016 49.40130665503644),100,100,50,1087.2,Luxor Filmpalast Heidelberg,1087.2,Luxor Filmpalast Heidelberg,1087.2,Luxor Filmpalast Heidelberg,1966.4,Die Kamera,1966.4,Die Kamera,4566.3,Gloria & Gloriette,3,1.85737179487179,top,3
25,1119.75,586.875,157.875,0,1119.75,586.875,157.875,0,1119.75,586.875,157.875,0,485.9,1649.075,1354.10932378601,1812.04904862517,3359.25,1.4425985517397,1.4425985517397,1.46359036502497,1.44959582283479,2873.35,1060.925,375,71.8959153780623,1060.925,375,71.8959153780623,1060.925,375,72.7488080921909,1125,216.540638848316,311.25,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.68966481525779 49.417274168229916),75,75,75,495.5,Die Kamera,495.5,Die Kamera,495.5,Die Kamera,1679.6,Karlstorkino,1679.6,Karlstorkino,1679.6,Karlstorkino,0,1.85737179487179,top,3
26,1942.45,969.8,237.65,0.5,1942.45,969.8,237.65,0.5,2078.16666666667,1024.23333333333,273.933333333333,0.333333333333333,710.15,3050.2,3435.38806349925,3576.42304438205,5954.5,1.90360431713557,1.90360431713557,1.7225887143887,1.78108725185693,5299.56666666667,1832.65,735,62.211269990584,1832.65,735,62.211269990584,2365.6,780,64.4079100983693,2060,198.415235436461,,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.69196215 49.37460769999999),75,75,50,1553.6,Die Kamera,1553.6,Die Kamera,1553.6,Die Kamera,2299,Luxor Filmpalast Heidelberg,2299,Luxor Filmpalast Heidelberg,2719,Luxor Filmpalast Heidelberg,1.33333333333333,1.85737179487179,top,3
27,1089.925,332.05,157.875,0.5,1089.925,332.05,157.875,0.5,1177.85,299.975,157.875,0.75,537.275,2063.7,1679.37113548069,2394.29050717496,3357.7,2.11326041049605,2.11326041049605,2.00763828149694,2.07805303416301,2820.425,1089.925,600,56.8740543673922,1089.925,600,56.8740543673922,1177.85,720,48.4998298912274,1920,162.247938626012,,5,162273,1491.07,30.58,47709,238,Heidelberg,4,POINT (8.71500151199866 49.412204685252306),100,100,100,426,Gloria & Gloriette,426,Gloria & Gloriette,426,Gloria & Gloriette,1810,Karlstorkino,1810,Karlstorkino,1931.4,Karlstorkino,1.75,1.85737179487179,top,3
