,departure times,average speed,average time,average transit time,average walk time,average walk share,walk share under 40%,average amount of changes,max changes,time difference to car,transit is reasonable,out of
0,15,2.0460788689235616,1492.5621686746988,766.843373493976,725.718795180723,52.924547802448295,0.3125,0.5951807228915663,4.0,797.6118072289157,89.90384615384616,0.9975961538461539
1,18,2.041633463932617,1509.4721153846153,777.9807692307693,731.4913461538462,52.82912090548519,0.3173076923076923,0.6033653846153846,4.0,812.7310096153847,89.66346153846155,1.0
2,21,1.9020922204793156,1719.0975609756097,994.0975609756098,725.0,50.540513418107395,0.3605769230769231,0.651219512195122,8.0,1023.6441463414634,84.61538461538461,0.9855769230769231
