,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,average changes,osm_cinemas,area average changes,level,level_dummy,cinemas,population aggr,population density,built-up area,transit departures,transit stops
12,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Stadion_15.csv",1119.3,618.4,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,296.4,373.8,Aue-Bad Schlema,POINT (12.712598922867945 50.59052056451314),2600.6953855250654,437.0616057372651,,,0.3904776250667963,,,,,foot,373.8,car,180.0,83.91852050388636,foot,373.8,car,,,foot,373.8,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
13,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Lindenstr_15.csv",1148.1,647.2,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,288.9,239.5,Aue-Bad Schlema,POINT (12.712923379713832 50.588259273865674),2780.8414227716426,220.5750231225516,,,0.1921217865364965,,,,,foot,239.5,car,179.9999999999999,84.32192317742359,foot,239.5,car,,,foot,239.5,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
14,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Agricolastr_15.csv",1123.6,622.7,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,463.1,795.2,Aue-Bad Schlema,POINT (12.71294964073158 50.59395990632753),2403.6189298607555,816.1086717905941,,,0.7263338125583786,,,,,foot,795.2,car,179.9999999999999,83.98006407974368,foot,795.2,car,,,foot,795.2,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
15,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Landratsamt_15.csv",761.9,192.4,449.5,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,255.3,910.7,Aue-Bad Schlema,POINT (12.69795827016508 50.58912009528824),2033.209813320044,955.83823191207,,,1.2545455202940938,,,,,transit,761.9,car,120.0,84.24990156188477,foot,910.7,car,,,foot,910.7,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
16,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Klinikum,Gartenstr_15.csv",787.0,286.1,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,413.5,1088.1,Aue-Bad Schlema,POINT (12.706818746492823 50.59530856708884),1955.908457664556,996.7764213725586,,,1.266551996661447,,,,,transit,787.0,car,180.0,77.12833545108006,foot,1088.1,car,,,foot,1088.1,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
17,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Diakonissenhaus_15.csv",923.4,482.5,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,260.7,1254.2,Aue-Bad Schlema,POINT (12.694554266436377 50.590294753738675),1806.356544950872,1225.179398154495,,,1.3268132966801982,,,,,transit,923.4,car,120.0,87.00454840805718,foot,1254.2,car,,,foot,1254.2,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
18,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Bahnhof_15.csv",507.4,66.5,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,457.9,648.4,Aue-Bad Schlema,POINT (12.704534532614723 50.59086360167356),2153.3911631321853,644.3929788037186,,,1.269990104067242,,,,,transit,507.4,car,120.0,76.3500197083169,foot,648.4,car,,,foot,648.4,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
19,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Albert-Schweitzer-Str_15.csv",1097.5,596.6,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,423.0,1029.8,Aue-Bad Schlema,POINT (12.71432125 50.59710815),2334.2706483787124,1178.600929189436,,,1.0738960630427663,,,,,foot,1029.8,car,180.0,83.5990888382688,foot,1029.8,car,,,foot,1029.8,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
20,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Simmelmarkt_15.csv",1601.7,1032.2,449.5,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,386.2,1200.4,Aue-Bad Schlema,POINT (12.695992168082055 50.57947322927475),2970.457322585301,1331.6521523983697,,,0.83139923356332,,,,,foot,1200.4,car,120.0,92.50796029218957,foot,1200.4,car,,,foot,1200.4,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
21,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Nicolaikirche_15.csv",1321.9,881.0,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,213.8,822.6,Aue-Bad Schlema,POINT (12.698593624799113 50.5854703355026),2414.104847422691,884.842391570302,,,0.6693716556247084,,,,,foot,822.6,car,120.0,90.92215750056737,foot,822.6,car,,,foot,822.6,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
22,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Robert-Koch-Str_15.csv",609.3,168.4,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,454.5,818.1,Aue-Bad Schlema,POINT (12.703902062144437 50.592289358030776),2008.2249235535269,792.819282302442,,,1.3011969182708716,,,,,transit,609.3,car,120.0,80.30526834071885,foot,818.1,car,,,foot,818.1,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
23,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Klinikum,Gartenstr_15.csv",583.7,82.8,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,407.0,768.3,Aue-Bad Schlema,POINT (12.706922999828928 50.59277797622734),2130.095296311062,729.1102482597598,,,1.2491181227681338,,,,,transit,583.7,car,180.00000000000006,69.16224087716292,foot,768.3,car,,,foot,768.3,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
24,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Robert-Schumann-Platz_15.csv",662.5,161.6,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,380.8,847.1,Aue-Bad Schlema,POINT (12.708140676198138 50.5933884862664),2155.681254255535,765.5550965228207,,,1.1555548626759558,,,,,transit,662.5,car,180.0,72.83018867924528,foot,847.1,car,,,foot,847.1,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
25,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Robert-Schumann-Platz_15.csv",670.0,169.1,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,375.3,633.0,Aue-Bad Schlema,POINT (12.707756346161695 50.5915749607231),2262.015622097173,582.8123289810154,,,0.8698691477328588,,,,,foot,633.0,car,180.0,73.13432835820895,foot,633.0,car,,,foot,633.0,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
26,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Eichert,Weidmannsweg_15.csv",1276.7,707.2,449.5,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,336.8,1331.4,Aue-Bad Schlema,POINT (12.690178432402737 50.58243751698241),2552.468112584559,1545.8150507123898,,,1.2107895752427271,,,,,transit,1276.7,car,120.0,90.600767603979,foot,1331.4,car,,,foot,1331.4,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
27,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Gabelsberger-Kantstr_15.csv",1621.4,1180.5,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,295.2,689.1,Aue-Bad Schlema,POINT (12.712342847493233 50.580739204280185),3374.373961796412,675.5193635840324,,,0.4166272132626324,,,,,foot,689.1,car,120.0,92.59898852843224,foot,689.1,car,,,foot,689.1,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
28,Nickel-Odeon Kino-Center,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,610.4,2376.6,Aue-Bad Schlema,POINT (12.674639121978272 50.59267324210235),1518.3455423412672,2653.89450023382,,,,,,,,foot,2376.6,car,,,foot,2376.6,car,,,foot,2376.6,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
29,Nickel-Odeon Kino-Center,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,549.0,2936.7,Aue-Bad Schlema,POINT (12.673912375015924 50.598225606217056),1029.474510656379,2916.738884710953,,,,,,,,foot,2936.7,car,,,foot,2936.7,car,,,foot,2936.7,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
30,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,GabelsbergerstrSchulgasse_15.csv",709.0,268.1,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,370.1,576.7,Aue-Bad Schlema,POINT (12.703675880895796 50.589375100573314),2238.564395859527,591.1453173595573,,,0.8337733672208143,,,,,foot,576.7,car,120.0,83.07475317348378,foot,576.7,car,,,foot,576.7,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
31,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Postplatz(351)_15.csv",1021.1,580.2,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,254.0,608.0,Aue-Bad Schlema,POINT (12.706130174058663 50.58357299733328),2862.7653496217054,489.4702218304333,,,0.4793558141518296,,,,,foot,608.0,car,120.0,88.24796787777888,foot,608.0,car,,,foot,608.0,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
32,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Rudolf-Breitscheid-Str_15.csv",680.8,179.9,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,371.7,622.1,Aue-Bad Schlema,POINT (12.707915231974237 50.59148407879301),2277.1475692745626,569.1826435157474,,,0.8360497113921084,,,,,foot,622.1,car,180.0,73.56051703877792,foot,622.1,car,,,foot,622.1,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
33,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Kohlenweg_15.csv",2176.0,1606.5,449.5,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,620.5,1774.7,Aue-Bad Schlema,POINT (12.696201978369453 50.573568102297486),3607.885747019228,1799.2268226212802,,,0.8268505618663972,,,,,foot,1774.7,car,120.0,94.48529411764709,foot,1774.7,car,,,foot,1774.7,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
34,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Auerhammer_15.csv",1513.5,1072.6,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,258.0,1014.1,Aue-Bad Schlema,POINT (12.696222738989562 50.585002056149044),2394.433287270978,1059.284605220217,,,0.6998907203305034,,,,,foot,1014.1,car,120.0,92.0713577799802,foot,1014.1,car,,,foot,1014.1,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
35,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Simmelmarkt_15.csv",1829.6,1260.1,449.5,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,556.8,1326.7,Aue-Bad Schlema,POINT (12.701552928970475 50.576813002350484),3380.858615432815,1289.0077663318625,,,0.7045298241866323,,,,,foot,1326.7,car,120.0,93.44118933100133,foot,1326.7,car,,,foot,1326.7,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
36,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Klinikum,Gartenstr_15.csv",803.4,302.5,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,366.1,501.9,Aue-Bad Schlema,POINT (12.708425906917329 50.590641366594625),2366.753439391331,468.6754778959856,,,0.5833650459248015,,,,,foot,501.9,car,180.0,77.59522031366691,foot,501.9,car,,,foot,501.9,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
37,Nickel-Odeon Kino-Center,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,446.7,2357.0,Aue-Bad Schlema,POINT (12.681376743486398 50.597793538869745),821.1429156317748,2427.6893014665807,,,,,,,,foot,2357.0,car,,,foot,2357.0,car,,,foot,2357.0,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
38,Nickel-Odeon Kino-Center,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,702.8,2927.6,Aue-Bad Schlema,POINT (12.66893315 50.596443949999994),1420.0576763974043,3164.522274168159,,,,,,,,foot,2927.6,car,,,foot,2927.6,car,,,foot,2927.6,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
39,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Nicolaikirche_15.csv",1202.8,515.4,567.4,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,247.1,794.2,Aue-Bad Schlema,POINT (12.699518121613092 50.58858246444919),2140.8161688699747,833.5141583861849,,,0.6929781828950656,,,,,foot,794.2,car,120.0,90.0232790156302,foot,794.2,car,,,foot,794.2,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
40,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,SolingerStr_15.csv",1004.9,564.0,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,237.8,756.5,Aue-Bad Schlema,POINT (12.700090564965292 50.58284949824892),2723.0783657016705,881.2095060021301,,,0.8769126340950643,,,,,foot,756.5,car,120.0,88.05851328490398,foot,756.5,car,,,foot,756.5,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
41,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Bahnhofsvorplatz_15.csv",1344.0,903.1,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,186.3,804.7,Aue-Bad Schlema,POINT (12.700461515459002 50.5841949370895),2600.0683360624525,793.4612601003083,,,0.590372961384158,,,,,foot,804.7,car,120.0,91.07142857142856,foot,804.7,car,,,foot,804.7,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
42,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Klinikum,Gartenstr_15.csv",601.9,101.0,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,400.9,786.5,Aue-Bad Schlema,POINT (12.7069188 50.59313624999999),2104.601011267316,766.1161836066792,,,1.2728296786952638,,,,,transit,601.9,car,180.0,70.09470011629838,foot,786.5,car,,,foot,786.5,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
43,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Gartenanlage_15.csv",1352.2,911.3,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,192.3,813.0,Aue-Bad Schlema,POINT (12.699723000341061 50.583782641245605),2618.060589840092,859.0667538534798,,,0.63531042290599,,,,,foot,813.0,car,120.00000000000024,91.12557314006804,foot,813.0,car,,,foot,813.0,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
44,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Rudolf-Breitscheid-Str_15.csv",738.6,237.7,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,352.4,564.3,Aue-Bad Schlema,POINT (12.709127740257102 50.59130513813773),2355.130889223561,523.5723481063959,,,0.7088713080238233,,,,,foot,564.3,car,180.0000000000001,75.62956945572704,foot,564.3,car,,,foot,564.3,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
45,Nickel-Odeon Kino-Center,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,352.9,1854.4,Aue-Bad Schlema,POINT (12.685284473086687 50.59510020220016),1107.8972106445117,2040.625673840147,,,,,,,,foot,1854.4,car,,,foot,1854.4,car,,,foot,1854.4,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
46,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,KlinikumSchwimmhalle_15.csv",1966.9,826.9,720.0,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,308.6,560.1,Aue-Bad Schlema,POINT (12.712249672196723 50.581782580731016),3278.0869379304227,559.8188168541759,,,0.2846198672297401,,,,,foot,560.1,car,420.0,78.64660125069908,foot,560.1,car,,,foot,560.1,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
47,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Klinikum,Gartenstr_15.csv",654.9,154.0,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,400.4,951.5,Aue-Bad Schlema,POINT (12.707336834795292 50.59439975311671),2043.356160886888,889.345648419368,,,1.3579869421581432,,,,,transit,654.9,car,180.0,72.51488776912505,foot,951.5,car,,,foot,951.5,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
48,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Gabelsberger-Kantstr_15.csv",1286.2,598.8,567.4,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,35.8,107.4,Aue-Bad Schlema,POINT (12.711646712937002 50.58583223881951),2906.5851337110585,113.46284898489372,,,0.0882155566668431,,,,,foot,107.4,car,120.00000000000024,90.67019126107914,foot,107.4,car,,,foot,107.4,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
49,Nickel-Odeon Kino-Center,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,611.6,3218.2,Aue-Bad Schlema,POINT (12.6623992 50.59753310000001),1728.7165971709278,3641.209438973901,,,,,,,,foot,3218.2,car,,,foot,3218.2,car,,,foot,3218.2,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
50,Nickel-Odeon Kino-Center,Nickel-Odeon Kino-Center_Auestation_15.csv,870.8,429.9,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,374.3,1081.8,Aue-Bad Schlema,POINT (12.703401579886581 50.594647743642504),1805.2426555062432,1028.628054834855,,,1.1812448953087449,,,,,transit,870.8,car,120.0,86.21956821313735,foot,1081.8,car,,,foot,1081.8,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
51,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Klinikum,Gartenstr_15.csv",654.9,154.0,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,400.4,951.5,Aue-Bad Schlema,POINT (12.707336834795292 50.59439975311671),2043.356160886888,889.345648419368,,,1.3579869421581432,,,,,transit,654.9,car,180.0,72.51488776912505,foot,951.5,car,,,foot,951.5,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
52,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,GabelsbergerstrSchulgasse_15.csv",935.3,434.4,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,368.9,1047.9,Aue-Bad Schlema,POINT (12.712243056084183 50.59553955828479),2274.1052932687385,983.6270572261176,,,1.05167011357438,,,,,transit,935.3,car,180.0,80.75483801988666,foot,1047.9,car,,,foot,1047.9,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
53,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Linden-Bergmannstr_15.csv",789.2,348.3,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,361.5,881.2,Aue-Bad Schlema,POINT (12.708724766159001 50.59407749893435),2144.495464167562,831.1511641158276,,,1.053156568823907,,,,,transit,789.2,car,120.0,84.79472883933096,foot,881.2,car,,,foot,881.2,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
54,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Bahnhofsvorplatz_15.csv",1271.2,830.3,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,179.7,712.6,Aue-Bad Schlema,POINT (12.700465788897557 50.58482806005694),2537.632277565963,770.8145262148507,,,0.6063676260343381,,,,,foot,712.6,car,120.00000000000024,90.56010069225928,foot,712.6,car,,,foot,712.6,car,,,,,,1,,mid,2,1,19864,545.26,38.32,3531,72
