,nan,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
434,434,34,4.0,Eden Palast,Eden Palast_Burtscheidlw_15.csv,1059.1,414.5,224.6,0,Eden Palast_Burtscheidlw_18.csv,1001.4,414.5,166.9,0,Eden Palast_Burtscheidlw_21.csv,924.4,383.1,121.3,0.0,372.5,923.4,Aachen,POINT (6.095047492282161 50.7640232452561),1282.55947884963,1030.53583035407,
435,435,35,0.0,Apollo Kino,Apollo Kino_Europaplatzlw_15.csv,1021.1,300.9,180.2,1,Apollo Kino_Europaplatzlw_18.csv,1021.1,300.9,180.2,1,Apollo Kino_Europaplatzlw_21.csv,982.7,262.5,180.2,2.0,510.1,1993.4,Aachen,POINT (6.1103257823139305 50.77491745332473),1794.70410304525,2304.00378352254,
436,436,36,1.0,Capitol,Capitol_Europaplatzlw_15.csv,933.9,300.9,213.0,2,Capitol_Europaplatzlw_18.csv,933.9,300.9,213.0,2,Capitol_Europaplatzlw_21.csv,835.5,262.5,213.0,1.0,401.4,1380.1,Aachen,POINT (6.1103257823139305 50.77491745332473),1794.70410304525,1657.15616657619,
437,437,37,2.0,,None_Europaplatzlw_15.csv,1252.8,529.3,183.5,2,None_Europaplatzlw_18.csv,1252.8,529.3,183.5,2,None_Europaplatzlw_21.csv,1074.1,262.5,151.6,1.0,426.6,1528.3,Aachen,POINT (6.1103257823139305 50.77491745332473),1794.70410304525,1801.87982527919,
438,438,38,3.0,Cineplex Aachen,Cineplex Aachen_Europaplatzlw_15.csv,1242.3,300.9,341.4,2,Cineplex Aachen_Europaplatzlw_18.csv,1242.3,300.9,341.4,2,Cineplex Aachen_Europaplatzlw_21.csv,1263.9,262.5,341.4,1.0,355.9,1429.4,Aachen,POINT (6.1103257823139305 50.77491745332473),1794.70410304525,1687.74766246528,
439,439,39,4.0,Eden Palast,Eden Palast_Europaplatzlw_15.csv,1268.2,300.9,367.3,3,Eden Palast_Europaplatzlw_18.csv,1268.2,300.9,367.3,3,Eden Palast_Europaplatzlw_21.csv,1289.8,262.5,367.3,3.0,447.6,1616.3,Aachen,POINT (6.1103257823139305 50.77491745332473),1794.70410304525,1817.73516524181,
440,440,40,0.0,Apollo Kino,Apollo Kino_Hickelwegsw-ADEN_15.csv,1263.0,62.8,180.2,1,Apollo Kino_Hickelwegsw-ADEN_18.csv,1263.0,62.8,180.2,1,Apollo Kino_Hickelwegsw-ADEN_21.csv,1146.2,62.8,123.4,1.0,777.0,3160.2,Aachen,POINT (6.128591884140353 50.76566235494805),1442.66485758719,3880.06692308293,
441,441,41,1.0,Capitol,Capitol_Hickelwegsw-ADEN_15.csv,1510.5,331.0,99.5,3,Capitol_Hickelwegsw-ADEN_18.csv,1510.5,331.0,99.5,3,Capitol_Hickelwegsw-ADEN_21.csv,1055.8,62.8,213.0,1.0,668.2,2486.6,Aachen,POINT (6.128591884140353 50.76566235494805),1442.66485758719,3228.15780001261,
442,442,42,2.0,,None_Hickelwegsw-ADEN_15.csv,1399.3,62.8,136.5,1,None_Hickelwegsw-ADEN_18.csv,1399.3,62.8,136.5,1,None_Hickelwegsw-ADEN_21.csv,1294.4,62.8,151.6,2.0,599.2,2502.9,Aachen,POINT (6.128591884140353 50.76566235494805),1442.66485758719,3189.27714943725,
443,443,43,3.0,Cineplex Aachen,Cineplex Aachen_Hickelwegsw-ADEN_15.csv,1402.8,212.8,170.0,0,Cineplex Aachen_Hickelwegsw-ADEN_18.csv,1402.8,212.8,170.0,0,Cineplex Aachen_Hickelwegsw-ADEN_21.csv,1426.3,62.8,283.5,3.0,528.4,2404.0,Aachen,POINT (6.128591884140353 50.76566235494805),1442.66485758719,3001.29081282923,
444,444,44,4.0,Eden Palast,Eden Palast_Hickelwegsw-ADEN_15.csv,1354.1,212.8,121.3,0,Eden Palast_Hickelwegsw-ADEN_18.csv,1354.1,212.8,121.3,0,Eden Palast_Hickelwegsw-ADEN_21.csv,1510.1,62.8,367.3,3.0,620.1,2590.9,Aachen,POINT (6.128591884140353 50.76566235494805),1442.66485758719,3107.99150269328,
445,445,45,0.0,Apollo Kino,Apollo Kino_Ungarnplatz(CarolusThermen)sw_15.csv,665.4,289.6,75.8,0,Apollo Kino_Ungarnplatz(CarolusThermen)sw_18.csv,665.4,289.6,75.8,0,Apollo Kino_Ungarnplatz(CarolusThermen)sw_21.csv,605.4,289.6,75.8,0.0,306.0,1209.3,Aachen,POINT (6.098247902137507 50.77761593667739),2285.83794764086,1403.02149347947,
446,446,46,1.0,Capitol,Capitol_Ungarnplatz(CarolusThermen)sw_15.csv,569.1,289.6,99.5,0,Capitol_Ungarnplatz(CarolusThermen)sw_18.csv,569.1,289.6,99.5,0,Capitol_Ungarnplatz(CarolusThermen)sw_21.csv,509.1,289.6,99.5,0.0,229.6,705.8,Aachen,POINT (6.098247902137507 50.77761593667739),2285.83794764086,763.981328789956,
447,447,47,2.0,,None_Ungarnplatz(CarolusThermen)sw_15.csv,801.2,289.6,151.6,0,None_Ungarnplatz(CarolusThermen)sw_18.csv,801.2,289.6,151.6,0,None_Ungarnplatz(CarolusThermen)sw_21.csv,861.2,289.6,151.6,0.0,440.1,870.1,Aachen,POINT (6.098247902137507 50.77761593667739),2285.83794764086,1063.81484054179,
448,448,48,3.0,Cineplex Aachen,Cineplex Aachen_Ungarnplatz(CarolusThermen)sw_15.csv,826.3,289.6,176.7,0,Cineplex Aachen_Ungarnplatz(CarolusThermen)sw_18.csv,826.3,289.6,176.7,0,Cineplex Aachen_Ungarnplatz(CarolusThermen)sw_21.csv,886.3,289.6,176.7,0.0,369.4,913.4,Aachen,POINT (6.098247902137507 50.77761593667739),2285.83794764086,1047.62006391169,
449,449,49,4.0,Eden Palast,Eden Palast_Ungarnplatz(CarolusThermen)sw_15.csv,770.9,289.6,121.3,1,Eden Palast_Ungarnplatz(CarolusThermen)sw_18.csv,770.9,289.6,121.3,1,Eden Palast_Ungarnplatz(CarolusThermen)sw_21.csv,789.5,308.2,121.3,0.0,461.1,1100.3,Aachen,POINT (6.098247902137507 50.77761593667739),2285.83794764086,1175.32750070517,
450,450,0,0.0,Apollo Kino,Apollo Kino_Schlossstraßelw_15.csv,1241.6,625.8,75.8,1,Apollo Kino_Schlossstraßelw_18.csv,1241.6,625.8,75.8,1,Apollo Kino_Schlossstraßelw_21.csv,1239.0,263.2,75.8,0.0,543.6,1992.6,Aachen,POINT (6.107315537776221 50.76830923348084),1094.08786381294,2428.58404541677,
451,451,1,1.0,Capitol,Capitol_Schlossstraßelw_15.csv,1142.7,263.2,99.5,0,Capitol_Schlossstraßelw_18.csv,1142.7,263.2,99.5,0,Capitol_Schlossstraßelw_21.csv,962.7,263.2,99.5,0.0,434.8,1550.8,Aachen,POINT (6.107315537776221 50.76830923348084),1094.08786381294,1794.5113769127,
452,452,2,2.0,,None_Schlossstraßelw_15.csv,1470.7,747.2,183.5,2,None_Schlossstraßelw_18.csv,1470.7,747.2,183.5,2,None_Schlossstraßelw_21.csv,1530.7,747.2,183.5,0.0,365.8,1335.2,Aachen,POINT (6.107315537776221 50.76830923348084),1094.08786381294,1666.56354900934,
453,453,3,3.0,Cineplex Aachen,Cineplex Aachen_Schlossstraßelw_15.csv,913.2,263.2,170.0,0,Cineplex Aachen_Schlossstraßelw_18.csv,913.2,263.2,170.0,0,Cineplex Aachen_Schlossstraßelw_21.csv,793.2,263.2,170.0,0.0,295.0,1236.3,Aachen,POINT (6.107315537776221 50.76830923348084),1094.08786381294,1472.27125607048,
454,454,4,4.0,Eden Palast,Eden Palast_Schlossstraßelw_15.csv,1347.1,625.8,121.3,3,Eden Palast_Schlossstraßelw_18.csv,864.5,263.2,121.3,0,Eden Palast_Schlossstraßelw_21.csv,744.5,263.2,121.3,0.0,386.7,1423.3,Aachen,POINT (6.107315537776221 50.76830923348084),1094.08786381294,1578.21921706519,
455,455,5,0.0,Apollo Kino,Apollo Kino_Josefskirche(Justizzentrum)lw-5er_15.csv,1720.4,504.6,75.8,0,Apollo Kino_Josefskirche(Justizzentrum)lw-5er_18.csv,1720.4,504.6,75.8,0,Apollo Kino_Josefskirche(Justizzentrum)lw-5er_21.csv,1660.4,504.6,75.8,0.0,535.2,2017.6,Aachen,POINT (6.107870705644964 50.768127894101454),1065.14222633128,2472.29429677285,
456,456,6,1.0,Capitol,Capitol_Josefskirche(Justizzentrum)lw-5er_15.csv,1564.1,504.6,99.5,0,Capitol_Josefskirche(Justizzentrum)lw-5er_18.csv,1564.1,504.6,99.5,0,Capitol_Josefskirche(Justizzentrum)lw-5er_21.csv,1384.1,504.6,99.5,0.0,426.4,1575.8,Aachen,POINT (6.107870705644964 50.768127894101454),1065.14222633128,1837.69971459721,
457,457,7,2.0,,None_Josefskirche(Justizzentrum)lw-5er_15.csv,1337.3,504.6,172.7,0,None_Josefskirche(Justizzentrum)lw-5er_18.csv,1337.3,504.6,172.7,0,None_Josefskirche(Justizzentrum)lw-5er_21.csv,1217.3,504.6,172.7,0.0,357.4,1360.3,Aachen,POINT (6.107870705644964 50.768127894101454),1065.14222633128,1710.14911747901,
458,458,8,3.0,Cineplex Aachen,Cineplex Aachen_Josefskirche(Justizzentrum)lw-5er_15.csv,1334.6,504.6,170.0,0,Cineplex Aachen_Josefskirche(Justizzentrum)lw-5er_18.csv,1334.6,504.6,170.0,0,Cineplex Aachen_Josefskirche(Justizzentrum)lw-5er_21.csv,1214.6,504.6,170.0,0.0,286.7,1261.4,Aachen,POINT (6.107870705644964 50.768127894101454),1065.14222633128,1515.13776832943,
459,459,9,4.0,Eden Palast,Eden Palast_Josefskirche(Justizzentrum)lw-5er_15.csv,2212.1,764.8,367.3,4,Eden Palast_Josefskirche(Justizzentrum)lw-5er_18.csv,2212.1,764.8,367.3,4,Eden Palast_Josefskirche(Justizzentrum)lw-5er_21.csv,1165.9,504.6,121.3,0.0,378.3,1448.3,Aachen,POINT (6.107870705644964 50.768127894101454),1065.14222633128,1620.502435768,
460,460,10,0.0,Apollo Kino,Apollo Kino_BahnhofRotheErdeH1(sw)_15.csv,1002.3,162.1,180.2,1,Apollo Kino_BahnhofRotheErdeH1(sw)_18.csv,1002.3,162.1,180.2,1,Apollo Kino_BahnhofRotheErdeH1(sw)_21.csv,1002.3,162.1,180.2,1.0,532.6,2275.6,Aachen,POINT (6.113781043354965 50.77125529542005),1397.56452450848,2671.28145412297,
461,461,11,1.0,Capitol,Capitol_BahnhofRotheErdeH1(sw)_15.csv,915.1,162.1,213.0,2,Capitol_BahnhofRotheErdeH1(sw)_18.csv,915.1,162.1,213.0,2,Capitol_BahnhofRotheErdeH1(sw)_21.csv,854.0,214.5,99.5,1.0,423.8,1668.2,Aachen,POINT (6.113781043354965 50.77125529542005),1397.56452450848,2018.47653799144,
462,462,12,2.0,,None_BahnhofRotheErdeH1(sw)_15.csv,785.0,72.3,172.7,0,None_BahnhofRotheErdeH1(sw)_18.csv,785.0,72.3,172.7,0,None_BahnhofRotheErdeH1(sw)_21.csv,725.0,72.3,172.7,0.0,354.8,1618.2,Aachen,POINT (6.113781043354965 50.77125529542005),1397.56452450848,2045.02770185377,
463,463,13,3.0,Cineplex Aachen,Cineplex Aachen_BahnhofRotheErdeH1(sw)_15.csv,789.0,72.3,176.7,0,Cineplex Aachen_BahnhofRotheErdeH1(sw)_18.csv,789.0,72.3,176.7,0,Cineplex Aachen_BahnhofRotheErdeH1(sw)_21.csv,708.3,72.3,276.0,0.0,284.0,1519.3,Aachen,POINT (6.113781043354965 50.77125529542005),1397.56452450848,1886.71464949128,
464,464,14,4.0,Eden Palast,Eden Palast_BahnhofRotheErdeH1(sw)_15.csv,995.8,214.5,121.3,0,Eden Palast_BahnhofRotheErdeH1(sw)_18.csv,995.8,214.5,121.3,0,Eden Palast_BahnhofRotheErdeH1(sw)_21.csv,599.2,72.3,166.9,0.0,375.7,1706.3,Aachen,POINT (6.113781043354965 50.77125529542005),1397.56452450848,2007.21903675333,
465,465,15,0.0,Apollo Kino,Apollo Kino_Rosenquellelw_15.csv,989.0,433.2,75.8,2,Apollo Kino_Rosenquellelw_18.csv,989.0,433.2,75.8,2,Apollo Kino_Rosenquellelw_21.csv,929.0,433.2,75.8,0.0,419.0,1512.5,Aachen,POINT (6.099629780249065 50.769844100194554),1477.38780739685,1892.45236368181,
466,466,16,1.0,Capitol,Capitol_Rosenquellelw_15.csv,892.7,433.2,99.5,1,Capitol_Rosenquellelw_18.csv,892.7,433.2,99.5,1,Capitol_Rosenquellelw_21.csv,902.1,502.6,99.5,0.0,310.2,1070.7,Aachen,POINT (6.099629780249065 50.769844100194554),1477.38780739685,1281.70504091447,
467,467,17,2.0,,None_Rosenquellelw_15.csv,801.3,86.2,295.1,0,None_Rosenquellelw_18.csv,801.3,86.2,295.1,0,None_Rosenquellelw_21.csv,681.3,86.2,295.1,0.0,265.3,855.2,Aachen,POINT (6.099629780249065 50.769844100194554),1477.38780739685,1098.25671297548,
468,468,18,3.0,Cineplex Aachen,Cineplex Aachen_Rosenquellelw_15.csv,1099.2,442.5,176.7,0,Cineplex Aachen_Rosenquellelw_18.csv,1099.2,442.5,176.7,0,Cineplex Aachen_Rosenquellelw_21.csv,979.2,442.5,176.7,0.0,194.6,756.3,Aachen,POINT (6.099629780249065 50.769844100194554),1477.38780739685,905.791057540252,
469,469,19,4.0,Eden Palast,Eden Palast_Rosenquellelw_15.csv,1094.5,433.2,121.3,2,Eden Palast_Rosenquellelw_18.csv,1094.5,433.2,121.3,2,Eden Palast_Rosenquellelw_21.csv,1166.1,442.5,363.6,0.0,286.2,943.2,Aachen,POINT (6.099629780249065 50.769844100194554),1477.38780739685,1015.90972905139,
470,470,20,0.0,Apollo Kino,Apollo Kino_Annastraße(Hans-Stercken-Platz)lw_15.csv,505.9,121.3,324.6,0,Apollo Kino_Annastraße(Hans-Stercken-Platz)lw_18.csv,505.9,121.3,324.6,0,Apollo Kino_Annastraße(Hans-Stercken-Platz)lw_21.csv,532.2,114.9,237.3,0.0,450.9,705.5,Aachen,POINT (6.076714406339758 50.774066366280124),2970.36386832144,752.91563370676,
471,471,21,1.0,Capitol,Capitol_Annastraße(Hans-Stercken-Platz)lw_15.csv,525.4,114.9,110.5,0,Capitol_Annastraße(Hans-Stercken-Platz)lw_18.csv,922.3,287.0,215.3,0,Capitol_Annastraße(Hans-Stercken-Platz)lw_21.csv,525.4,114.9,110.5,0.0,330.1,713.2,Aachen,POINT (6.076714406339758 50.774066366280124),2970.36386832144,901.173939410429,
472,472,22,2.0,,None_Annastraße(Hans-Stercken-Platz)lw_15.csv,579.7,287.0,172.7,0,None_Annastraße(Hans-Stercken-Platz)lw_18.csv,579.7,287.0,172.7,0,None_Annastraße(Hans-Stercken-Platz)lw_21.csv,579.7,287.0,172.7,0.0,225.7,612.8,Aachen,POINT (6.076714406339758 50.774066366280124),2970.36386832144,590.028773675626,
473,473,23,3.0,Cineplex Aachen,Cineplex Aachen_Annastraße(Hans-Stercken-Platz)lw_15.csv,577.0,287.0,170.0,0,Cineplex Aachen_Annastraße(Hans-Stercken-Platz)lw_18.csv,577.0,287.0,170.0,0,Cineplex Aachen_Annastraße(Hans-Stercken-Platz)lw_21.csv,577.0,287.0,170.0,0.0,235.2,698.5,Aachen,POINT (6.076714406339758 50.774066366280124),2970.36386832144,784.908606980652,
474,474,24,4.0,Eden Palast,Eden Palast_Annastraße(Hans-Stercken-Platz)lw_15.csv,932.6,558.7,253.9,0,Eden Palast_Annastraße(Hans-Stercken-Platz)lw_18.csv,932.6,558.7,253.9,0,Eden Palast_Annastraße(Hans-Stercken-Platz)lw_21.csv,860.4,335.8,224.6,0.0,198.8,666.8,Aachen,POINT (6.076714406339758 50.774066366280124),2970.36386832144,700.532426665261,
475,475,25,0.0,Apollo Kino,Apollo Kino_Süsterausw_15.csv,509.2,3.4,145.8,0,Apollo Kino_Süsterausw_18.csv,509.2,3.4,145.8,0,Apollo Kino_Süsterausw_21.csv,449.2,3.4,145.8,0.0,410.4,1319.9,Aachen,POINT (6.05801284634572 50.78424790415137),4703.57654991953,1529.4624503877,
476,476,26,1.0,Capitol,Capitol_Süsterausw_15.csv,822.9,3.4,99.5,2,Capitol_Süsterausw_18.csv,822.9,3.4,99.5,2,Capitol_Süsterausw_21.csv,1036.6,337.1,99.5,0.0,429.8,1743.2,Aachen,POINT (6.05801284634572 50.78424790415137),4703.57654991953,2178.17095987854,
477,477,27,2.0,,None_Süsterausw_15.csv,1076.1,3.4,172.7,0,None_Süsterausw_18.csv,1076.1,3.4,172.7,0,None_Süsterausw_21.csv,836.1,3.4,172.7,1.0,533.3,1889.3,Aachen,POINT (6.05801284634572 50.78424790415137),4703.57654991953,2267.71852453439,
478,478,28,3.0,Cineplex Aachen,Cineplex Aachen_Süsterausw_15.csv,1073.4,3.4,170.0,0,Cineplex Aachen_Süsterausw_18.csv,1073.4,3.4,170.0,0,Cineplex Aachen_Süsterausw_21.csv,833.4,3.4,170.0,1.0,542.7,2095.1,Aachen,POINT (6.05801284634572 50.78424790415137),4703.57654991953,2494.70841647027,
479,479,29,4.0,Eden Palast,Eden Palast_Süsterausw_15.csv,1308.0,3.4,224.6,3,Eden Palast_Süsterausw_18.csv,1308.0,3.4,224.6,3,Eden Palast_Süsterausw_21.csv,784.7,3.4,121.3,1.0,506.3,2068.0,Aachen,POINT (6.05801284634572 50.78424790415137),4703.57654991953,2430.30935624147,
480,480,30,0.0,Apollo Kino,Apollo Kino_BrandSchwimmhallelw_15.csv,2072.0,16.2,75.8,2,Apollo Kino_BrandSchwimmhallelw_18.csv,1952.0,16.2,75.8,1,Apollo Kino_BrandSchwimmhallelw_21.csv,1892.0,16.2,75.8,4.0,1275.2,5853.2,Aachen,POINT (6.158068059521909 50.74142147512963),3828.50256162673,7088.41401925183,
481,481,31,1.0,Capitol,Capitol_BrandSchwimmhallelw_15.csv,2375.9,296.4,99.5,1,Capitol_BrandSchwimmhallelw_18.csv,2335.7,16.2,99.5,1,Capitol_BrandSchwimmhallelw_21.csv,1675.7,16.2,99.5,3.0,1166.4,5411.4,Aachen,POINT (6.158068059521909 50.74142147512963),3828.50256162673,6460.97249565945,
482,482,32,2.0,,None_BrandSchwimmhallelw_15.csv,2228.9,16.2,172.7,1,None_BrandSchwimmhallelw_18.csv,2108.9,16.2,172.7,0,None_BrandSchwimmhallelw_21.csv,1988.9,16.2,172.7,2.0,1071.3,5195.9,Aachen,POINT (6.158068059521909 50.74142147512963),3828.50256162673,6250.17967861851,
483,483,33,3.0,Cineplex Aachen,Cineplex Aachen_BrandSchwimmhallelw_15.csv,2226.2,16.2,170.0,1,Cineplex Aachen_BrandSchwimmhallelw_18.csv,2106.2,16.2,170.0,0,Cineplex Aachen_BrandSchwimmhallelw_21.csv,1986.2,16.2,170.0,2.0,1000.6,5056.8,Aachen,POINT (6.158068059521909 50.74142147512963),3828.50256162673,6023.21431558488,
484,484,34,4.0,Eden Palast,Eden Palast_BrandSchwimmhallelw_15.csv,2297.5,16.2,121.3,2,Eden Palast_BrandSchwimmhallelw_18.csv,2177.5,16.2,121.3,0,Eden Palast_BrandSchwimmhallelw_21.csv,2057.5,16.2,121.3,3.0,1052.7,5007.6,Aachen,POINT (6.158068059521909 50.74142147512963),3828.50256162673,6093.72584854392,
485,485,35,0.0,Apollo Kino,Apollo Kino_AachenKaiserplatzH3-WIBR(Li.47)_15.csv,1145.8,624.3,161.5,0,Apollo Kino_AachenKaiserplatzH3-WIBR(Li.47)_18.csv,1145.8,624.3,161.5,1,Apollo Kino_AachenKaiserplatzH3-WIBR(Li.47)_21.csv,1044.9,681.5,123.4,0.0,437.8,1572.3,Aachen,POINT (6.099969936019535 50.77241143288608),1711.01781539875,1744.85734443947,
486,486,36,1.0,Capitol,Capitol_AachenKaiserplatzH3-WIBR(Li.47)_15.csv,934.8,624.3,130.5,0,Capitol_AachenKaiserplatzH3-WIBR(Li.47)_18.csv,934.8,624.3,130.5,0,Capitol_AachenKaiserplatzH3-WIBR(Li.47)_21.csv,1014.5,681.5,213.0,0.0,329.0,951.6,Aachen,POINT (6.099969936019535 50.77241143288608),1711.01781539875,1105.07540583344,
487,487,37,2.0,,None_AachenKaiserplatzH3-WIBR(Li.47)_15.csv,1219.1,735.6,183.5,1,None_AachenKaiserplatzH3-WIBR(Li.47)_18.csv,1219.1,735.6,183.5,0,None_AachenKaiserplatzH3-WIBR(Li.47)_21.csv,1285.0,681.5,183.5,0.0,339.0,914.9,Aachen,POINT (6.099969936019535 50.77241143288608),1711.01781539875,1063.04924265394,
488,488,38,3.0,Cineplex Aachen,Cineplex Aachen_AachenKaiserplatzH3-WIBR(Li.47)_15.csv,1377.0,735.6,341.4,1,Cineplex Aachen_AachenKaiserplatzH3-WIBR(Li.47)_18.csv,1377.0,735.6,341.4,0,Cineplex Aachen_AachenKaiserplatzH3-WIBR(Li.47)_21.csv,1442.9,681.5,341.4,0.0,268.3,816.0,Aachen,POINT (6.099969936019535 50.77241143288608),1711.01781539875,918.616591619156,
489,489,39,4.0,Eden Palast,Eden Palast_AachenKaiserplatzH3-WIBR(Li.47)_15.csv,1402.9,735.6,367.3,0,Eden Palast_AachenKaiserplatzH3-WIBR(Li.47)_18.csv,1402.9,735.6,367.3,0,Eden Palast_AachenKaiserplatzH3-WIBR(Li.47)_21.csv,1120.5,485.0,275.5,0.0,359.9,1003.0,Aachen,POINT (6.099969936019535 50.77241143288608),1711.01781539875,1045.40327334908,
490,490,40,0.0,Apollo Kino,Apollo Kino_TriererPlatzsw_15.csv,1460.2,124.4,75.8,1,Apollo Kino_TriererPlatzsw_18.csv,1460.2,124.4,75.8,2,Apollo Kino_TriererPlatzsw_21.csv,1520.2,124.4,75.8,3.0,996.9,4383.3,Aachen,POINT (6.144519810358961 50.756630282250036),2360.34770416441,5344.10696759908,
491,491,41,1.0,Capitol,Capitol_TriererPlatzsw_15.csv,1786.5,187.0,99.5,2,Capitol_TriererPlatzsw_18.csv,1786.5,187.0,99.5,1,Capitol_TriererPlatzsw_21.csv,1303.9,124.4,99.5,2.0,888.1,3709.7,Aachen,POINT (6.144519810358961 50.756630282250036),2360.34770416441,4697.30299889344,
492,492,42,2.0,,None_TriererPlatzsw_15.csv,1617.1,124.4,172.7,0,None_TriererPlatzsw_18.csv,1617.1,124.4,172.7,1,None_TriererPlatzsw_21.csv,1617.1,124.4,172.7,2.0,819.1,3726.0,Aachen,POINT (6.144519810358961 50.756630282250036),2360.34770416441,4586.43218827722,
493,493,43,3.0,Cineplex Aachen,Cineplex Aachen_TriererPlatzsw_15.csv,1614.4,124.4,170.0,0,Cineplex Aachen_TriererPlatzsw_18.csv,1614.4,124.4,170.0,1,Cineplex Aachen_TriererPlatzsw_21.csv,1614.4,124.4,170.0,2.0,748.4,3627.1,Aachen,POINT (6.144519810358961 50.756630282250036),2360.34770416441,4377.69017865507,
494,494,44,4.0,Eden Palast,Eden Palast_TriererPlatzsw_15.csv,1685.7,124.4,121.3,1,Eden Palast_TriererPlatzsw_18.csv,1685.7,124.4,121.3,2,Eden Palast_TriererPlatzsw_21.csv,1685.7,124.4,121.3,3.0,840.0,3814.0,Aachen,POINT (6.144519810358961 50.756630282250036),2360.34770416441,4469.38672401143,
495,495,45,0.0,Apollo Kino,Apollo Kino_Otto-Blumenthal-Straßesw_15.csv,621.3,245.5,75.8,0,Apollo Kino_Otto-Blumenthal-Straßesw_18.csv,621.3,245.5,75.8,0,Apollo Kino_Otto-Blumenthal-Straßesw_21.csv,751.3,245.5,145.8,0.0,512.4,1716.5,Aachen,POINT (6.053220758355105 50.78318462244264),4911.40506764187,1836.38199781892,
496,496,46,1.0,Capitol,Capitol_Otto-Blumenthal-Straßesw_15.csv,1005.0,245.5,99.5,0,Capitol_Otto-Blumenthal-Straßesw_18.csv,1005.0,245.5,99.5,0,Capitol_Otto-Blumenthal-Straßesw_21.csv,945.0,245.5,99.5,0.0,531.8,2139.7,Aachen,POINT (6.053220758355105 50.78318462244264),4911.40506764187,2474.86349117796,
497,497,47,2.0,,None_Otto-Blumenthal-Straßesw_15.csv,1386.8,254.1,172.7,0,None_Otto-Blumenthal-Straßesw_18.csv,1386.8,254.1,172.7,0,None_Otto-Blumenthal-Straßesw_21.csv,1146.8,254.1,172.7,1.0,635.3,2285.9,Aachen,POINT (6.053220758355105 50.78318462244264),4911.40506764187,2502.43034046883,
498,498,48,3.0,Cineplex Aachen,Cineplex Aachen_Otto-Blumenthal-Straßesw_15.csv,1384.1,254.1,170.0,0,Cineplex Aachen_Otto-Blumenthal-Straßesw_18.csv,1384.1,254.1,170.0,0,Cineplex Aachen_Otto-Blumenthal-Straßesw_21.csv,1144.1,254.1,170.0,1.0,644.7,2308.7,Aachen,POINT (6.053220758355105 50.78318462244264),4911.40506764187,2720.13333056853,
499,499,49,4.0,Eden Palast,Eden Palast_Otto-Blumenthal-Straßesw_15.csv,1610.1,245.5,224.6,0,Eden Palast_Otto-Blumenthal-Straßesw_18.csv,1610.1,245.5,224.6,0,Eden Palast_Otto-Blumenthal-Straßesw_21.csv,1095.4,254.1,121.3,1.0,608.3,2277.0,Aachen,POINT (6.053220758355105 50.78318462244264),4911.40506764187,2643.39520850561,
500,0,0,,Apollo Kino,"Apollo Kino_Roetgen,AmMünsterwald(Netliner-Spot)_15.csv",2619.2,143.4,75.8,6,"Apollo Kino_Roetgen,AmMünsterwald(Netliner-Spot)_18.csv",2619.2,143.4,75.8,7,"Apollo Kino_Roetgen,AmMünsterwald(Netliner-Spot)_21.csv",2919.2,143.4,75.8,3.0,1818.7,13260.0,Aachen,POINT (6.1854740346186565 50.648472804702045),13347.2944946299,16521.5805535704,
501,1,1,,Capitol,"Capitol_Roetgen,AmMünsterwald(Netliner-Spot)_15.csv",2462.9,143.4,99.5,6,"Capitol_Roetgen,AmMünsterwald(Netliner-Spot)_18.csv",2504.2,143.4,80.8,6,"Capitol_Roetgen,AmMünsterwald(Netliner-Spot)_21.csv",2702.9,143.4,99.5,2.0,1827.3,13151.5,Aachen,POINT (6.1854740346186565 50.648472804702045),13347.2944946299,16028.0443868293,
502,2,2,,,"None_Roetgen,AmMünsterwald(Netliner-Spot)_15.csv",2755.0,143.4,151.6,5,"None_Roetgen,AmMünsterwald(Netliner-Spot)_18.csv",2236.1,143.4,172.7,5,"None_Roetgen,AmMünsterwald(Netliner-Spot)_21.csv",3016.1,143.4,172.7,1.0,1781.3,12504.9,Aachen,POINT (6.1854740346186565 50.648472804702045),13347.2944946299,15579.6919582913,
503,3,3,,Cineplex Aachen,"Cineplex Aachen_Roetgen,AmMünsterwald(Netliner-Spot)_15.csv",2780.1,143.4,176.7,5,"Cineplex Aachen_Roetgen,AmMünsterwald(Netliner-Spot)_18.csv",2053.4,143.4,170.0,5,"Cineplex Aachen_Roetgen,AmMünsterwald(Netliner-Spot)_21.csv",3013.4,143.4,170.0,1.0,1673.1,12442.2,Aachen,POINT (6.1854740346186565 50.648472804702045),13347.2944946299,15346.2335145099,
504,4,4,,Eden Palast,"Eden Palast_Roetgen,AmMünsterwald(Netliner-Spot)_15.csv",2724.7,143.4,121.3,6,"Eden Palast_Roetgen,AmMünsterwald(Netliner-Spot)_18.csv",2004.7,143.4,121.3,5,"Eden Palast_Roetgen,AmMünsterwald(Netliner-Spot)_21.csv",3084.7,143.4,121.3,2.0,1664.2,12327.6,Aachen,POINT (6.1854740346186565 50.648472804702045),13347.2944946299,15352.0417013491,
