,Unnamed: 0.1,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
29,29,29,4.0,Luchs,Luchs_Adolfstraße_15.csv,701.4,332.6,68.8,0.0,Luchs_Adolfstraße_18.csv,536.6,227.8,68.8,0.0,Luchs_Adolfstraße_21.csv,536.6,227.8,68.8,0.0,441.3,1504.4,Halle (Saale),POINT (11.970888753859356 51.4918734922076),1297.0816254672825,1721.005058039865,
30,30,30,0.0,Puschkino,Puschkino_SeebenerStraße_15.csv,701.9,260.6,141.3,0.0,Puschkino_SeebenerStraße_18.csv,701.9,260.6,141.3,0.0,Puschkino_SeebenerStraße_21.csv,701.9,260.6,141.3,0.0,346.8,1350.2,Halle (Saale),POINT (11.957517918744701 51.5041776115696),2760.189240953125,1546.9239802947827,
31,31,31,1.0,CinemaxX,CinemaxX_SeebenerStraße_15.csv,1236.5,260.6,195.9,1.0,CinemaxX_SeebenerStraße_18.csv,1296.5,260.6,195.9,1.0,CinemaxX_SeebenerStraße_21.csv,1536.5,260.6,195.9,2.0,571.0,2626.9,Halle (Saale),POINT (11.957517918744701 51.5041776115696),2760.189240953125,3096.662199589557,
32,32,32,2.0,Bel Etage,Bel Etage_SeebenerStraße_15.csv,1497.8,260.6,337.2,1.0,Bel Etage_SeebenerStraße_18.csv,1557.8,260.6,337.2,1.0,Bel Etage_SeebenerStraße_21.csv,1737.8,260.6,337.2,2.0,680.8,3044.2,Halle (Saale),POINT (11.957517918744701 51.5041776115696),2760.189240953125,3665.082895129553,
33,33,33,3.0,Prisma Cinema Halle-Neustadt,Prisma Cinema Halle-Neustadt_SeebenerStraße_15.csv,8029.4,6867.5,141.9,0.0,Prisma Cinema Halle-Neustadt_SeebenerStraße_18.csv,2952.4,233.1,79.3,3.0,Prisma Cinema Halle-Neustadt_SeebenerStraße_21.csv,2079.9,260.6,79.3,1.0,743.9,3536.7,Halle (Saale),POINT (11.957517918744701 51.5041776115696),2760.189240953125,3800.54180649236,
34,34,34,4.0,Luchs,Luchs_SeebenerStraße_15.csv,449.4,260.6,68.8,0.0,Luchs_SeebenerStraße_18.csv,449.4,260.6,68.8,0.0,Luchs_SeebenerStraße_21.csv,449.4,260.6,68.8,0.0,67.7,297.9,Halle (Saale),POINT (11.957517918744701 51.5041776115696),2760.189240953125,308.9953528682627,
35,35,35,0.0,Puschkino,Puschkino_Melanchthonstraße_15.csv,989.2,307.9,141.3,0.0,Puschkino_Melanchthonstraße_18.csv,989.2,307.9,141.3,0.0,Puschkino_Melanchthonstraße_21.csv,1169.2,307.9,141.3,2.0,668.1,2334.5,Halle (Saale),POINT (11.974330083868953 51.46722016717327),1514.7452806080282,2773.0814609415665,
36,36,36,1.0,CinemaxX,CinemaxX_Melanchthonstraße_15.csv,1583.8,307.9,195.9,1.0,CinemaxX_Melanchthonstraße_18.csv,863.8,307.9,195.9,0.0,CinemaxX_Melanchthonstraße_21.csv,1523.8,307.9,195.9,2.0,468.5,1396.3,Halle (Saale),POINT (11.974330083868953 51.46722016717327),1514.7452806080282,1516.2223655453172,
37,37,37,2.0,Bel Etage,Bel Etage_Melanchthonstraße_15.csv,1845.1,307.9,337.2,1.0,Bel Etage_Melanchthonstraße_18.csv,1065.1,307.9,337.2,0.0,Bel Etage_Melanchthonstraße_21.csv,1605.1,307.9,337.2,1.0,356.9,992.0,Halle (Saale),POINT (11.974330083868953 51.46722016717327),1514.7452806080282,1073.5485754836382,
38,38,38,3.0,Prisma Cinema Halle-Neustadt,Prisma Cinema Halle-Neustadt_Melanchthonstraße_15.csv,1707.2,307.9,79.3,1.0,Prisma Cinema Halle-Neustadt_Melanchthonstraße_18.csv,1947.2,307.9,79.3,2.0,no routes possible to this cinema,,,,,782.2,3728.2,Halle (Saale),POINT (11.974330083868953 51.46722016717327),1514.7452806080282,4002.747984688038,
39,39,39,4.0,Luchs,Luchs_Melanchthonstraße_15.csv,1396.7,307.9,68.8,0.0,Luchs_Melanchthonstraße_18.csv,1396.7,307.9,68.8,0.0,Luchs_Melanchthonstraße_21.csv,1456.7,307.9,68.8,2.0,870.9,3668.0,Halle (Saale),POINT (11.974330083868953 51.46722016717327),1514.7452806080282,4417.128120715022,
40,40,40,0.0,Puschkino,Puschkino_Ankerstraße_15.csv,308.4,107.1,141.3,0.0,Puschkino_Ankerstraße_18.csv,308.4,107.1,141.3,0.0,Puschkino_Ankerstraße_21.csv,308.4,107.1,141.3,0.0,147.9,389.8,Halle (Saale),POINT (11.967499729434381 51.48851690155432),914.194363450007,363.9843862533704,
41,41,41,1.0,CinemaxX,CinemaxX_Ankerstraße_15.csv,723.0,107.1,195.9,0.0,CinemaxX_Ankerstraße_18.csv,723.0,107.1,195.9,0.0,CinemaxX_Ankerstraße_21.csv,843.0,107.1,195.9,2.0,354.6,1105.2,Halle (Saale),POINT (11.967499729434381 51.48851690155432),914.194363450007,1281.368665989226,
42,42,42,2.0,Bel Etage,Bel Etage_Ankerstraße_15.csv,924.3,107.1,337.2,0.0,Bel Etage_Ankerstraße_18.csv,924.3,107.1,337.2,0.0,Bel Etage_Ankerstraße_21.csv,1044.3,107.1,337.2,2.0,426.1,1504.5,Halle (Saale),POINT (11.967499729434381 51.48851690155432),914.194363450007,1817.881441933817,
43,43,43,3.0,Prisma Cinema Halle-Neustadt,Prisma Cinema Halle-Neustadt_Ankerstraße_15.csv,1310.5,571.2,79.3,0.0,Prisma Cinema Halle-Neustadt_Ankerstraße_18.csv,1310.5,571.2,79.3,0.0,Prisma Cinema Halle-Neustadt_Ankerstraße_21.csv,1376.9,577.6,79.3,0.0,700.9,3000.6,Halle (Saale),POINT (11.967499729434381 51.48851690155432),914.194363450007,3452.2437368660258,
44,44,44,4.0,Luchs,Luchs_Ankerstraße_15.csv,535.9,107.1,68.8,0.0,Luchs_Ankerstraße_18.csv,535.9,107.1,68.8,0.0,Luchs_Ankerstraße_21.csv,475.9,107.1,68.8,0.0,498.1,1639.4,Halle (Saale),POINT (11.967499729434381 51.48851690155432),914.194363450007,2001.0326326051988,
45,45,45,0.0,Puschkino,Puschkino_Moritzburgring_15.csv,872.3,671.0,141.3,0.0,Puschkino_Moritzburgring_18.csv,872.3,671.0,141.3,0.0,Puschkino_Moritzburgring_21.csv,872.3,671.0,141.3,0.0,507.5,1016.0,Halle (Saale),POINT (11.969989347919947 51.481387860696394),162.05625640857215,1168.8016829698647,
46,46,46,1.0,CinemaxX,CinemaxX_Moritzburgring_15.csv,1286.9,671.0,195.9,0.0,CinemaxX_Moritzburgring_18.csv,1286.9,671.0,195.9,0.0,CinemaxX_Moritzburgring_21.csv,1406.9,671.0,195.9,2.0,496.0,717.5,Halle (Saale),POINT (11.969989347919947 51.481387860696394),162.05625640857215,735.2186296066926,
47,47,47,2.0,Bel Etage,Bel Etage_Moritzburgring_15.csv,1488.2,671.0,337.2,0.0,Bel Etage_Moritzburgring_18.csv,1488.2,671.0,337.2,0.0,Bel Etage_Moritzburgring_21.csv,1608.2,671.0,337.2,2.0,409.7,1045.9,Halle (Saale),POINT (11.969989347919947 51.481387860696394),162.05625640857215,1121.719045453597,
48,48,48,3.0,Prisma Cinema Halle-Neustadt,Prisma Cinema Halle-Neustadt_Moritzburgring_15.csv,1009.6,270.3,79.3,0.0,Prisma Cinema Halle-Neustadt_Moritzburgring_18.csv,1009.6,270.3,79.3,0.0,Prisma Cinema Halle-Neustadt_Moritzburgring_21.csv,983.5,184.2,79.3,0.0,592.1,2723.1,Halle (Saale),POINT (11.969989347919947 51.481387860696394),162.05625640857215,3476.854790058165,
49,49,49,4.0,Luchs,Luchs_Moritzburgring_15.csv,1099.8,671.0,68.8,0.0,Luchs_Moritzburgring_18.csv,1099.8,671.0,68.8,0.0,Luchs_Moritzburgring_21.csv,1039.8,671.0,68.8,0.0,653.8,2284.3,Halle (Saale),POINT (11.969989347919947 51.481387860696394),162.05625640857215,2812.8314586006945,
50,50,0,0.0,Puschkino,Puschkino_StraßburgerWeg_15.csv,1579.6,538.3,141.3,0.0,Puschkino_StraßburgerWeg_18.csv,1579.6,538.3,141.3,0.0,Puschkino_StraßburgerWeg_21.csv,2216.0,934.7,141.3,0.0,776.7,2545.1,Halle (Saale),POINT (11.925986123212576 51.49565789750089),3405.086486235825,2923.646024232364,
51,51,1,1.0,CinemaxX,CinemaxX_StraßburgerWeg_15.csv,1814.2,538.3,195.9,0.0,CinemaxX_StraßburgerWeg_18.csv,1814.2,538.3,195.9,0.0,CinemaxX_StraßburgerWeg_21.csv,1994.2,538.3,195.9,0.0,896.8,3657.2,Halle (Saale),POINT (11.925986123212576 51.49565789750089),3405.086486235825,4149.899056303166,
52,52,2,2.0,Bel Etage,Bel Etage_StraßburgerWeg_15.csv,2075.5,538.3,337.2,0.0,Bel Etage_StraßburgerWeg_18.csv,2075.5,538.3,337.2,0.0,Bel Etage_StraßburgerWeg_21.csv,2195.5,538.3,337.2,0.0,808.7,3848.8,Halle (Saale),POINT (11.925986123212576 51.49565789750089),3405.086486235825,4553.774272228859,
53,53,3,3.0,Prisma Cinema Halle-Neustadt,Prisma Cinema Halle-Neustadt_StraßburgerWeg_15.csv,1013.3,788.5,104.8,0.0,Prisma Cinema Halle-Neustadt_StraßburgerWeg_18.csv,1013.3,788.5,104.8,0.0,no routes possible to this cinema,,,,,496.1,1574.4,Halle (Saale),POINT (11.925986123212576 51.49565789750089),3405.086486235825,1868.251179384872,
54,54,4,4.0,Luchs,Luchs_StraßburgerWeg_15.csv,2827.1,538.3,68.8,2.0,Luchs_StraßburgerWeg_18.csv,2827.1,538.3,68.8,2.0,Luchs_StraßburgerWeg_21.csv,4005.5,538.3,527.2,2.0,560.1,2318.2,Halle (Saale),POINT (11.925986123212576 51.49565789750089),3405.086486235825,2681.7332365353686,
55,55,5,0.0,Puschkino,Puschkino_Heideringpassage_15.csv,2617.5,76.2,141.3,2.0,Puschkino_Heideringpassage_18.csv,2617.5,76.2,141.3,2.0,Puschkino_Heideringpassage_21.csv,4222.8,76.2,246.6,4.0,768.1,4188.4,Halle (Saale),POINT (11.904141415799534 51.51084462588773),5608.604834044441,4891.789426968585,
