,Unnamed: 0.1,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
28,28,28,0.0,Filmtheater Hasetor,Filmtheater Hasetor_KreishausZoo_15.csv,1299.2,273.2,6.0,0.0,Filmtheater Hasetor_KreishausZoo_18.csv,1435.4,529.4,6.0,1.0,Filmtheater Hasetor_KreishausZoo_21.csv,1239.2,273.2,6.0,1.0,578.2,2743.6,Osnabrück,POINT (8.06228896429074 52.25013557338104),3293.743496363888,3647.375333368749,
29,29,29,1.0,Hall of Fame,Hall of Fame_KreishausZoo_15.csv,1365.4,529.4,56.0,1.0,Hall of Fame_KreishausZoo_18.csv,1205.3,309.3,56.0,3.0,Hall of Fame_KreishausZoo_21.csv,1075.7,719.7,56.0,0.0,393.8,2018.5,Osnabrück,POINT (8.06228896429074 52.25013557338104),3293.743496363888,2469.459671416784,
30,30,30,2.0,3-Seiten-Kino,3-Seiten-Kino_KreishausZoo_15.csv,703.0,309.3,333.7,0.0,3-Seiten-Kino_KreishausZoo_18.csv,703.0,309.3,333.7,0.0,3-Seiten-Kino_KreishausZoo_21.csv,703.0,309.3,333.7,0.0,262.0,570.8,Osnabrück,POINT (8.06228896429074 52.25013557338104),3293.743496363888,529.3559284203535,
31,31,31,3.0,Cinema Arthouse,Cinema Arthouse_KreishausZoo_15.csv,1345.3,273.2,232.1,0.0,Cinema Arthouse_KreishausZoo_18.csv,1752.9,529.4,203.5,1.0,Cinema Arthouse_KreishausZoo_21.csv,1285.3,273.2,232.1,0.0,522.5,2445.1,Osnabrück,POINT (8.06228896429074 52.25013557338104),3293.743496363888,3152.2794693457604,
32,32,32,0.0,Filmtheater Hasetor,"Filmtheater Hasetor_Osnabrück,BischofLiljeAltenzentrum_15.csv",1819.2,973.2,6.0,1.0,"Filmtheater Hasetor_Osnabrück,BischofLiljeAltenzentrum_18.csv",1819.2,973.2,6.0,1.0,"Filmtheater Hasetor_Osnabrück,BischofLiljeAltenzentrum_21.csv",1819.2,973.2,6.0,2.0,568.2,2641.2,Osnabrück,POINT (8.037237374769843 52.25427665556391),2766.7659805038693,2995.7231591560417,
33,33,33,1.0,Hall of Fame,"Hall of Fame_Osnabrück,BischofLiljeAltenzentrum_15.csv",1447.4,239.5,67.9,2.0,"Hall of Fame_Osnabrück,BischofLiljeAltenzentrum_18.csv",1559.2,239.5,119.7,1.0,"Hall of Fame_Osnabrück,BischofLiljeAltenzentrum_21.csv",1506.4,486.7,119.7,1.0,387.5,2131.6,Osnabrück,POINT (8.037237374769843 52.25427665556391),2766.7659805038693,2477.209888606564,
34,34,34,2.0,3-Seiten-Kino,"3-Seiten-Kino_Osnabrück,BischofLiljeAltenzentrum_15.csv",3338.7,1445.0,333.7,4.0,"3-Seiten-Kino_Osnabrück,BischofLiljeAltenzentrum_18.csv",3338.7,1445.0,333.7,4.0,"3-Seiten-Kino_Osnabrück,BischofLiljeAltenzentrum_21.csv",2446.9,973.2,333.7,0.0,673.5,2164.6,Osnabrück,POINT (8.037237374769843 52.25427665556391),2766.7659805038693,2296.315382309212,
35,35,35,3.0,Cinema Arthouse,"Cinema Arthouse_Osnabrück,BischofLiljeAltenzentrum_15.csv",1492.1,239.5,472.6,0.0,"Cinema Arthouse_Osnabrück,BischofLiljeAltenzentrum_18.csv",1492.1,239.5,472.6,0.0,"Cinema Arthouse_Osnabrück,BischofLiljeAltenzentrum_21.csv",1372.1,239.5,472.6,1.0,516.2,2451.3,Osnabrück,POINT (8.037237374769843 52.25427665556391),2766.7659805038693,2734.3499908305803,
36,36,36,0.0,Filmtheater Hasetor,"Filmtheater Hasetor_Natbergen,LüstringerStraße,Mast2_15.csv",1857.4,291.4,6.0,0.0,"Filmtheater Hasetor_Natbergen,LüstringerStraße,Mast2_18.csv",1857.4,291.4,6.0,0.0,"Filmtheater Hasetor_Natbergen,LüstringerStraße,Mast2_21.csv",2097.4,291.4,6.0,0.0,1148.4,5906.8,Osnabrück,POINT (8.149075463618473 52.27823395748375),6926.808590357409,7187.582256770576,
37,37,37,1.0,Hall of Fame,"Hall of Fame_Natbergen,LüstringerStraße,Mast2_15.csv",2687.4,291.4,56.0,2.0,"Hall of Fame_Natbergen,LüstringerStraße,Mast2_18.csv",2687.4,291.4,56.0,3.0,"Hall of Fame_Natbergen,LüstringerStraße,Mast2_21.csv",2747.4,291.4,56.0,1.0,1132.7,5384.8,Osnabrück,POINT (8.149075463618473 52.27823395748375),6926.808590357409,6201.321385528354,
38,38,38,2.0,3-Seiten-Kino,"3-Seiten-Kino_Natbergen,LüstringerStraße,Mast2_15.csv",3445.1,291.4,333.7,2.0,"3-Seiten-Kino_Natbergen,LüstringerStraße,Mast2_18.csv",4641.4,1487.7,333.7,2.0,"3-Seiten-Kino_Natbergen,LüstringerStraße,Mast2_21.csv",3625.1,291.4,333.7,3.0,1100.8,5595.6,Osnabrück,POINT (8.149075463618473 52.27823395748375),6926.808590357409,6269.211699964085,
39,39,39,3.0,Cinema Arthouse,"Cinema Arthouse_Natbergen,LüstringerStraße,Mast2_15.csv",1543.5,291.4,232.1,0.0,"Cinema Arthouse_Natbergen,LüstringerStraße,Mast2_18.csv",1543.5,291.4,232.1,0.0,"Cinema Arthouse_Natbergen,LüstringerStraße,Mast2_21.csv",1543.5,291.4,232.1,0.0,1071.9,5647.4,Osnabrück,POINT (8.149075463618473 52.27823395748375),6926.808590357409,6737.544140387367,
40,40,0,0.0,Filmtheater Hasetor,Filmtheater Hasetor_AmLünsebrink_15.csv,1742.2,536.2,6.0,1.0,Filmtheater Hasetor_AmLünsebrink_18.csv,2102.2,536.2,6.0,1.0,no routes possible to this cinema,,,,,963.4,3737.7,Osnabrück,POINT (7.989944030706337 52.25929580484371),4465.166166801097,4392.205443895168,
41,41,1,1.0,Hall of Fame,Hall of Fame_AmLünsebrink_15.csv,1612.2,536.2,56.0,1.0,Hall of Fame_AmLünsebrink_18.csv,1972.2,536.2,56.0,1.0,Hall of Fame_AmLünsebrink_21.csv,1972.2,536.2,56.0,1.0,987.7,4057.3,Osnabrück,POINT (7.989944030706337 52.25929580484371),4465.166166801097,4909.127480684512,
42,42,2,2.0,3-Seiten-Kino,no routes possible to this cinema,,,,,3-Seiten-Kino_AmLünsebrink_18.csv,4113.5,839.8,333.7,2.0,no routes possible to this cinema,,,,,995.2,5322.3,Osnabrück,POINT (7.989944030706337 52.25929580484371),4465.166166801097,5570.221253334683,
43,43,3,3.0,Cinema Arthouse,Cinema Arthouse_AmLünsebrink_15.csv,1699.7,536.2,203.5,0.0,Cinema Arthouse_AmLünsebrink_18.csv,1699.7,536.2,203.5,0.0,Cinema Arthouse_AmLünsebrink_21.csv,1761.6,538.1,203.5,1.0,1002.3,3954.8,Osnabrück,POINT (7.989944030706337 52.25929580484371),4465.166166801097,4592.089026792516,
44,44,4,0.0,Filmtheater Hasetor,Filmtheater Hasetor_Bramstraße_15.csv,733.8,247.8,6.0,0.0,Filmtheater Hasetor_Bramstraße_18.csv,733.8,247.8,6.0,0.0,Filmtheater Hasetor_Bramstraße_21.csv,977.7,431.7,6.0,0.0,518.6,2595.3,Osnabrück,POINT (8.039915119487086 52.30915380551389),3467.769706337731,3153.5371803751686,
45,45,5,1.0,Hall of Fame,Hall of Fame_Bramstraße_15.csv,1623.8,247.8,56.0,1.0,Hall of Fame_Bramstraße_18.csv,1623.8,247.8,56.0,0.0,Hall of Fame_Bramstraße_21.csv,1834.3,698.3,56.0,0.0,693.0,3611.7,Osnabrück,POINT (8.039915119487086 52.30915380551389),3467.769706337731,4303.000930669398,
46,46,6,2.0,3-Seiten-Kino,3-Seiten-Kino_Bramstraße_15.csv,2445.4,431.7,333.7,0.0,3-Seiten-Kino_Bramstraße_18.csv,2261.5,247.8,333.7,2.0,3-Seiten-Kino_Bramstraße_21.csv,2565.4,431.7,333.7,0.0,1298.1,5696.5,Osnabrück,POINT (8.039915119487086 52.30915380551389),3467.769706337731,6938.331127615813,
47,47,7,3.0,Cinema Arthouse,Cinema Arthouse_Bramstraße_15.csv,1739.9,247.8,232.1,1.0,Cinema Arthouse_Bramstraße_18.csv,1651.3,247.8,203.5,1.0,Cinema Arthouse_Bramstraße_21.csv,1706.2,602.7,203.5,0.0,592.6,2981.1,Osnabrück,POINT (8.039915119487086 52.30915380551389),3467.769706337731,3590.996010831544,
48,48,8,0.0,Filmtheater Hasetor,Filmtheater Hasetor_AmMühlenkamp_15.csv,1532.5,206.5,6.0,1.0,Filmtheater Hasetor_AmMühlenkamp_18.csv,1737.4,471.4,6.0,0.0,Filmtheater Hasetor_AmMühlenkamp_21.csv,1857.4,471.4,6.0,0.0,745.5,4413.4,Osnabrück,POINT (8.104409220832283 52.251556816041614),4891.68704623351,5268.532278336318,
49,49,9,1.0,Hall of Fame,Hall of Fame_AmMühlenkamp_15.csv,862.5,206.5,56.0,0.0,Hall of Fame_AmMühlenkamp_18.csv,862.5,206.5,56.0,0.0,Hall of Fame_AmMühlenkamp_21.csv,982.5,206.5,56.0,0.0,561.0,3406.7,Osnabrück,POINT (8.104409220832283 52.251556816041614),4891.68704623351,3874.5257466787466,
50,50,10,2.0,3-Seiten-Kino,3-Seiten-Kino_AmMühlenkamp_15.csv,1015.7,442.0,333.7,0.0,3-Seiten-Kino_AmMühlenkamp_18.csv,1015.7,442.0,333.7,0.0,3-Seiten-Kino_AmMühlenkamp_21.csv,900.2,206.5,333.7,0.0,495.2,2228.7,Osnabrück,POINT (8.104409220832283 52.251556816041614),4891.68704623351,2360.384401330645,
51,51,11,3.0,Cinema Arthouse,Cinema Arthouse_AmMühlenkamp_15.csv,1670.0,206.5,203.5,1.0,Cinema Arthouse_AmMühlenkamp_18.csv,1130.0,206.5,203.5,0.0,Cinema Arthouse_AmMühlenkamp_21.csv,1370.0,206.5,203.5,0.0,689.7,3986.7,Osnabrück,POINT (8.104409220832283 52.251556816041614),4891.68704623351,4685.55091023121,
52,52,12,0.0,Filmtheater Hasetor,Filmtheater Hasetor_Langenkamp_15.csv,1256.0,350.0,6.0,0.0,Filmtheater Hasetor_Langenkamp_18.csv,1256.0,350.0,6.0,0.0,Filmtheater Hasetor_Langenkamp_21.csv,1436.0,350.0,6.0,0.0,603.9,2976.0,Osnabrück,POINT (8.076979949999998 52.25485455),3294.492419046465,3676.787077755138,
53,53,13,1.0,Hall of Fame,Hall of Fame_Langenkamp_15.csv,1597.8,237.5,100.3,2.0,Hall of Fame_Langenkamp_18.csv,1597.8,237.5,100.3,2.0,Hall of Fame_Langenkamp_21.csv,821.1,345.1,56.0,0.0,419.5,2009.5,Osnabrück,POINT (8.076979949999998 52.25485455),3294.492419046465,2299.5511302341697,
54,54,14,2.0,3-Seiten-Kino,3-Seiten-Kino_Langenkamp_15.csv,631.2,237.5,333.7,0.0,3-Seiten-Kino_Langenkamp_18.csv,631.2,237.5,333.7,0.0,3-Seiten-Kino_Langenkamp_21.csv,631.2,237.5,333.7,0.0,447.7,1038.9,Osnabrück,POINT (8.076979949999998 52.25485455),3294.492419046465,757.4851327329015,
55,55,15,3.0,Cinema Arthouse,Cinema Arthouse_Langenkamp_15.csv,1302.1,350.0,232.1,0.0,Cinema Arthouse_Langenkamp_18.csv,1302.1,350.0,232.1,0.0,Cinema Arthouse_Langenkamp_21.csv,1069.6,237.5,232.1,0.0,548.2,2589.5,Osnabrück,POINT (8.076979949999998 52.25485455),3294.492419046465,3107.62361509164,
56,56,16,0.0,Filmtheater Hasetor,Filmtheater Hasetor_Eichenallee_15.csv,1501.5,175.5,6.0,0.0,Filmtheater Hasetor_Eichenallee_18.csv,1501.5,175.5,6.0,0.0,Filmtheater Hasetor_Eichenallee_21.csv,1621.5,175.5,6.0,0.0,771.2,4673.0,Osnabrück,POINT (8.109663714995849 52.2559562778661),4915.5998129511845,5281.50784640461,
57,57,17,1.0,Hall of Fame,Hall of Fame_Eichenallee_15.csv,1327.0,671.0,56.0,0.0,Hall of Fame_Eichenallee_18.csv,1327.0,671.0,56.0,0.0,Hall of Fame_Eichenallee_21.csv,1447.0,671.0,56.0,0.0,586.8,3633.8,Osnabrück,POINT (8.109663714995849 52.2559562778661),4915.5998129511845,3919.85120481687,
58,58,18,2.0,3-Seiten-Kino,3-Seiten-Kino_Eichenallee_15.csv,989.2,175.5,333.7,0.0,3-Seiten-Kino_Eichenallee_18.csv,989.2,175.5,333.7,0.0,3-Seiten-Kino_Eichenallee_21.csv,929.2,175.5,333.7,0.0,576.9,2702.1,Osnabrück,POINT (8.109663714995849 52.2559562778661),4915.5998129511845,2800.2570802695664,
59,59,19,3.0,Cinema Arthouse,Cinema Arthouse_Eichenallee_15.csv,1547.6,175.5,232.1,0.0,Cinema Arthouse_Eichenallee_18.csv,1547.6,175.5,232.1,0.0,Cinema Arthouse_Eichenallee_21.csv,1427.6,175.5,232.1,0.0,715.5,4213.8,Osnabrück,POINT (8.109663714995849 52.2559562778661),4915.5998129511845,4705.588267709212,
60,60,20,0.0,Filmtheater Hasetor,Filmtheater Hasetor_KreishausZoo_15.csv,1285.5,259.5,6.0,0.0,Filmtheater Hasetor_KreishausZoo_18.csv,1449.1,543.1,6.0,1.0,Filmtheater Hasetor_KreishausZoo_21.csv,1225.5,259.5,6.0,1.0,579.9,2757.3,Osnabrück,POINT (8.06225617326061 52.24996534441122),3311.1005223221578,3664.380619454789,
61,61,21,1.0,Hall of Fame,Hall of Fame_KreishausZoo_15.csv,1379.1,543.1,56.0,1.0,Hall of Fame_KreishausZoo_18.csv,1191.6,295.6,56.0,3.0,Hall of Fame_KreishausZoo_21.csv,1089.4,733.4,56.0,0.0,395.5,2032.2,Osnabrück,POINT (8.06225617326061 52.24996534441122),3311.1005223221578,2488.084901413424,
62,62,22,2.0,3-Seiten-Kino,3-Seiten-Kino_KreishausZoo_15.csv,689.3,295.6,333.7,0.0,3-Seiten-Kino_KreishausZoo_18.csv,689.3,295.6,333.7,0.0,3-Seiten-Kino_KreishausZoo_21.csv,689.3,295.6,333.7,0.0,263.7,557.0,Osnabrück,POINT (8.06225617326061 52.24996534441122),3311.1005223221578,529.6614390448642,
63,63,23,3.0,Cinema Arthouse,Cinema Arthouse_KreishausZoo_15.csv,1331.6,259.5,232.1,0.0,Cinema Arthouse_KreishausZoo_18.csv,1766.6,543.1,203.5,1.0,Cinema Arthouse_KreishausZoo_21.csv,1271.6,259.5,232.1,0.0,524.2,2458.8,Osnabrück,POINT (8.06225617326061 52.24996534441122),3311.1005223221578,3169.9979780693507,
64,64,24,0.0,Filmtheater Hasetor,Filmtheater Hasetor_WeberstraßeSchinkelbad_15.csv,1159.4,373.4,6.0,1.0,Filmtheater Hasetor_WeberstraßeSchinkelbad_18.csv,1159.4,373.4,6.0,0.0,Filmtheater Hasetor_WeberstraßeSchinkelbad_21.csv,1159.4,373.4,6.0,0.0,352.4,2375.8,Osnabrück,POINT (8.081126979508829 52.27593659705309),2306.373598270835,2604.998077597983,
65,65,25,1.0,Hall of Fame,Hall of Fame_WeberstraßeSchinkelbad_15.csv,1809.4,373.4,56.0,1.0,Hall of Fame_WeberstraßeSchinkelbad_18.csv,1516.5,440.5,56.0,2.0,Hall of Fame_WeberstraßeSchinkelbad_21.csv,1689.4,373.4,56.0,1.0,336.7,1581.4,Osnabrück,POINT (8.081126979508829 52.27593659705309),2306.373598270835,1583.6971627832909,
66,66,26,2.0,3-Seiten-Kino,3-Seiten-Kino_WeberstraßeSchinkelbad_15.csv,1967.1,373.4,333.7,1.0,3-Seiten-Kino_WeberstraßeSchinkelbad_18.csv,1967.1,373.4,333.7,1.0,3-Seiten-Kino_WeberstraßeSchinkelbad_21.csv,2027.1,373.4,333.7,1.0,723.7,2808.2,Osnabrück,POINT (8.081126979508829 52.27593659705309),2306.373598270835,3030.0916014507866,
