,Unnamed: 0.1,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
44,44,4,0.0,Die Kamera,"Die Kamera_Schlierbach,Wolfsbrunnensteig_15.csv",939.9,372.8,27.1,0.0,"Die Kamera_Schlierbach,Wolfsbrunnensteig_18.csv",939.9,372.8,27.1,0,"Die Kamera_Schlierbach,Wolfsbrunnensteig_21.csv",879.9,372.8,27.1,0.0,924.4,3383.6,Heidelberg,POINT (8.738858608025605 49.415160523169746),3408.5514388416723,3379.589387057864,
45,45,5,1.0,Gloria & Gloriette,"Gloria & Gloriette_Schlierbach,Wolfsbrunnensteig_15.csv",861.6,372.8,128.8,0.0,"Gloria & Gloriette_Schlierbach,Wolfsbrunnensteig_18.csv",861.6,372.8,128.8,0,"Gloria & Gloriette_Schlierbach,Wolfsbrunnensteig_21.csv",801.6,372.8,128.8,0.0,796.0,2239.9,Heidelberg,POINT (8.738858608025605 49.415160523169746),3408.5514388416723,2320.558071297187,
46,46,6,2.0,Karlstorkino,"Karlstorkino_Schlierbach,Wolfsbrunnensteig_15.csv",2115.9,372.8,123.1,1.0,"Karlstorkino_Schlierbach,Wolfsbrunnensteig_18.csv",2115.9,372.8,123.1,1,"Karlstorkino_Schlierbach,Wolfsbrunnensteig_21.csv",2835.9,372.8,123.1,2.0,1550.3,4958.1,Heidelberg,POINT (8.738858608025605 49.415160523169746),3408.5514388416723,5245.959654018919,
47,47,7,3.0,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Schlierbach,Wolfsbrunnensteig_15.csv",1925.3,372.8,352.5,1.0,"Luxor Filmpalast Heidelberg_Schlierbach,Wolfsbrunnensteig_18.csv",1925.3,372.8,352.5,1,"Luxor Filmpalast Heidelberg_Schlierbach,Wolfsbrunnensteig_21.csv",1985.3,372.8,352.5,0.0,1186.7,4574.1,Heidelberg,POINT (8.738858608025605 49.415160523169746),3408.5514388416723,5345.213748220165,
48,48,8,0.0,Die Kamera,"Die Kamera_Neuenheim,Kußmaulstraße_15.csv",644.2,377.1,27.1,0.0,"Die Kamera_Neuenheim,Kußmaulstraße_18.csv",644.2,377.1,27.1,0,"Die Kamera_Neuenheim,Kußmaulstraße_21.csv",654.0,566.9,27.1,0.0,212.0,845.4,Heidelberg,POINT (8.6828708 49.42068340000001),1882.700755525639,896.5919608356877,
49,49,9,1.0,Gloria & Gloriette,"Gloria & Gloriette_Neuenheim,Kußmaulstraße_15.csv",1405.9,377.1,128.8,1.0,"Gloria & Gloriette_Neuenheim,Kußmaulstraße_18.csv",1405.9,377.1,128.8,1,"Gloria & Gloriette_Neuenheim,Kußmaulstraße_21.csv",1345.9,377.1,128.8,0.0,728.1,2000.8,Heidelberg,POINT (8.6828708 49.42068340000001),1882.700755525639,2036.0856364102835,
50,50,10,2.0,Karlstorkino,"Karlstorkino_Neuenheim,Kußmaulstraße_15.csv",1280.2,377.1,123.1,1.0,"Karlstorkino_Neuenheim,Kußmaulstraße_18.csv",1280.2,377.1,123.1,1,"Karlstorkino_Neuenheim,Kußmaulstraße_21.csv",1400.2,377.1,123.1,1.0,879.9,3258.9,Heidelberg,POINT (8.6828708 49.42068340000001),1882.700755525639,3761.703937087303,
51,51,11,3.0,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Neuenheim,Kußmaulstraße_15.csv",1209.6,377.1,352.5,1.0,"Luxor Filmpalast Heidelberg_Neuenheim,Kußmaulstraße_18.csv",1149.6,377.1,352.5,1,"Luxor Filmpalast Heidelberg_Neuenheim,Kußmaulstraße_21.csv",1149.6,377.1,352.5,1.0,478.3,1941.5,Heidelberg,POINT (8.6828708 49.42068340000001),1882.700755525639,2039.342533752311,
52,52,12,0.0,Die Kamera,"Die Kamera_Handschuhsheim,H.-Thoma-Pl._15.csv",738.0,530.9,27.1,0.0,"Die Kamera_Handschuhsheim,H.-Thoma-Pl._18.csv",738.0,530.9,27.1,0,"Die Kamera_Handschuhsheim,H.-Thoma-Pl._21.csv",738.0,530.9,27.1,0.0,388.1,1377.6,Heidelberg,POINT (8.690803315148495 49.430721747281325),2818.422538987737,1701.957831130096,
53,53,13,1.0,Gloria & Gloriette,"Gloria & Gloriette_Handschuhsheim,H.-Thoma-Pl._15.csv",1779.6,690.8,128.8,1.0,"Gloria & Gloriette_Handschuhsheim,H.-Thoma-Pl._18.csv",1779.6,690.8,128.8,1,"Gloria & Gloriette_Handschuhsheim,H.-Thoma-Pl._21.csv",1619.7,530.9,128.8,1.0,904.1,2584.7,Heidelberg,POINT (8.690803315148495 49.430721747281325),2818.422538987737,2432.315165021645,
54,54,14,2.0,Karlstorkino,"Karlstorkino_Handschuhsheim,H.-Thoma-Pl._15.csv",1674.0,530.9,123.1,1.0,"Karlstorkino_Handschuhsheim,H.-Thoma-Pl._18.csv",1674.0,530.9,123.1,1,"Karlstorkino_Handschuhsheim,H.-Thoma-Pl._21.csv",1794.0,530.9,123.1,1.0,1087.4,4064.3,Heidelberg,POINT (8.690803315148495 49.430721747281325),2818.422538987737,4926.926303961997,
55,55,15,3.0,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Handschuhsheim,H.-Thoma-Pl._15.csv",1543.4,530.9,352.5,1.0,"Luxor Filmpalast Heidelberg_Handschuhsheim,H.-Thoma-Pl._18.csv",1543.4,530.9,352.5,1,"Luxor Filmpalast Heidelberg_Handschuhsheim,H.-Thoma-Pl._21.csv",1543.4,530.9,352.5,1.0,685.8,2962.0,Heidelberg,POINT (8.690803315148495 49.430721747281325),2818.422538987737,3287.147474955115,
56,56,16,0.0,Die Kamera,"Die Kamera_Neuenheim,AlteBrückeNord_15.csv",402.3,135.2,27.1,0.0,"Die Kamera_Neuenheim,AlteBrückeNord_18.csv",402.3,135.2,27.1,0,"Die Kamera_Neuenheim,AlteBrückeNord_21.csv",402.3,135.2,27.1,0.0,296.9,1382.2,Heidelberg,POINT (8.707173195498811 49.40832765805713),987.8940106671844,1339.7216741068698,
57,57,17,1.0,Gloria & Gloriette,"Gloria & Gloriette_Neuenheim,AlteBrückeNord_15.csv",324.0,135.2,128.8,0.0,"Gloria & Gloriette_Neuenheim,AlteBrückeNord_18.csv",324.0,135.2,128.8,0,"Gloria & Gloriette_Neuenheim,AlteBrückeNord_21.csv",324.0,135.2,128.8,0.0,236.0,368.4,Heidelberg,POINT (8.707173195498811 49.40832765805713),987.8940106671844,372.6676369419704,
58,58,18,2.0,Karlstorkino,"Karlstorkino_Neuenheim,AlteBrückeNord_15.csv",1838.6,575.5,123.1,1.0,"Karlstorkino_Neuenheim,AlteBrückeNord_18.csv",1838.6,575.5,123.1,1,"Karlstorkino_Neuenheim,AlteBrückeNord_21.csv",2018.6,575.5,123.1,1.0,873.5,2761.4,Heidelberg,POINT (8.707173195498811 49.40832765805713),987.8940106671844,3049.6134245034086,
