,Unnamed: 0.1,field_1,Unnamed: 0,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,example_for,start_location,distance_start_centroid,distance_start_cinema,geometry
28,28,8,0.0,Gloria Kinocenter Ankum,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,308.4,2707.6,Ankum,POINT (7.894250335839407 52.5194817459296),2225.543978150952,3004.294730266799,
29,29,9,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,Bahnhof,Mast2_15.csv",549.5,303.3,126.2,0.0,"Gloria Kinocenter Ankum_Ankum,Bahnhof,Mast2_18.csv",549.5,303.3,126.2,0.0,"Gloria Kinocenter Ankum_Ankum,Bahnhof,Mast2_21.csv",549.5,303.3,126.2,0.0,124.4,194.4,Ankum,POINT (7.868948824378596 52.54377490651965),1005.2640919646516,242.84580083473844,
30,30,0,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Merzen,Forsthaus,Mast1_15.csv",3006.5,2657.6,108.9,0.0,"Gloria Kinocenter Ankum_Merzen,Forsthaus,Mast1_18.csv",3006.5,2657.6,108.9,0.0,"Gloria Kinocenter Ankum_Merzen,Forsthaus,Mast1_21.csv",3006.5,2657.6,108.9,0.0,506.2,3429.7,Ankum,POINT (7.830369505960643 52.513501015887556),3841.387835945983,4070.874187459996,
31,31,1,0.0,Gloria Kinocenter Ankum,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,435.0,3546.9,Ankum,POINT (7.892235450000001 52.5814307),5271.240858200673,4707.240082560667,
32,32,2,0.0,Gloria Kinocenter Ankum,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,330.0,3631.3,Ankum,POINT (7.917151000116626 52.515389304574015),3660.625454126387,4387.15804080452,
33,33,3,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,B214See,Mast2_15.csv",592.6,363.7,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,B214See,Mast2_18.csv",592.6,363.7,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,B214See,Mast2_21.csv",669.9,363.7,126.2,0.0,136.3,765.8,Ankum,POINT (7.8800975499999995 52.5450796),1154.8897776527745,857.3899027692951,
34,34,4,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,Sonnenhügel,Mast2_15.csv",597.2,351.0,126.2,0.0,"Gloria Kinocenter Ankum_Ankum,Sonnenhügel,Mast2_18.csv",597.2,351.0,126.2,0.0,"Gloria Kinocenter Ankum_Ankum,Sonnenhügel,Mast2_21.csv",597.2,351.0,126.2,0.0,80.7,242.1,Ankum,POINT (7.865258984479657 52.54104031704764),879.686635059403,249.4219554039148,
35,35,5,0.0,Gloria Kinocenter Ankum,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,476.8,3797.5,Ankum,POINT (7.895740483443185 52.58381705560243),5587.073876822204,5039.045418362974,
36,36,6,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast2_15.csv",962.5,793.6,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast2_18.csv",962.5,793.6,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,Krankenhaus,Mast2_21.csv",1060.9,523.7,357.2,0.0,255.2,1238.5,Ankum,POINT (7.884568795393524 52.54873405446002),1647.3342689022584,1330.9123130621542,
37,37,7,0.0,Gloria Kinocenter Ankum,"Gloria Kinocenter Ankum_Ankum,A.-Schmidt-Weg,Mast1_15.csv",1478.2,1309.3,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,A.-Schmidt-Weg,Mast1_18.csv",1478.2,1309.3,108.9,0.0,"Gloria Kinocenter Ankum_Ankum,A.-Schmidt-Weg,Mast1_21.csv",1415.5,878.3,357.2,0.0,289.5,1341.3,Ankum,POINT (7.879540049999999 52.55066265000001),1742.8861941579275,1243.4285278151513,
