,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,population,level,level_dummy,cinemas,population aggr,population density,built-up area,transit departures,transit stops,osm_cinemas,average changes,area average changes,15_chosen_route,18_chosen_route,21_chosen_route,average_chosen_route,15_visit_time,15_likely_women,15_possible_women,18_visit_time,18_likely_women,18_possible_women,21_visit_time,21_likely_women,21_possible_women,average_visit_time,average_likely_women,average_possible_women,15_likely_men,15_possible_men,18_likely_men,18_possible_men,21_likely_men,21_possible_men,average_likely_men,average_possible_men,15_likely_children 10-17,15_possible_children 10-17,18_likely_children 10-17,18_possible_children 10-17,21_likely_children 10-17,21_possible_children 10-17,average_likely_children 10-17,average_possible_children 10-17,15_likely_45-64,15_possible_45-64,18_likely_45-64,18_possible_45-64,21_likely_45-64,21_possible_45-64,average_likely_45-64,average_possible_45-64,15_likely_65 and over,15_possible_65 and over,18_likely_65 and over,18_possible_65 and over,21_likely_65 and over,21_possible_65 and over,average_likely_65 and over,average_possible_65 and over
93,Gloria & Gloriette,"Gloria & Gloriette_Neuenheim,Bunsengymnasium_15.csv",1546.6,517.8,128.8,1.0,"Gloria & Gloriette_Neuenheim,Bunsengymnasium_18.csv",1546.6,517.8,128.8,1,"Gloria & Gloriette_Neuenheim,Bunsengymnasium_21.csv",1486.6,517.8,128.8,0.0,737.2,2073.4,Heidelberg,POINT (8.683114859253369 49.42181531892738),1989.2267695040368,2085.8840320758404,,4579.799999999999,1.3486900504822452,1.3486900504822452,1.4031239284783,1.36683467648093,3842.6,transit,1546.6,car,900.0,41.80783654467864,transit,1546.6,car,900.0,41.80783654467864,transit,1486.6,car,840.0,43.49522400107628,2640.0,127.11089709043355,3715.0,top,3,5,162273,1491.07,30.58,47709,238,4,2.0,1.8141809290953543,1546.6,1546.6,1486.6,1526.5999999999997,8493.2,no,yes,8493.2,no,yes,8373.2,no,yes,8453.199999999999,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
94,Karlstorkino,"Karlstorkino_Neuenheim,Bunsengymnasium_15.csv",1420.9,517.8,123.1,1.0,"Karlstorkino_Neuenheim,Bunsengymnasium_18.csv",1420.9,517.8,123.1,1,"Karlstorkino_Neuenheim,Bunsengymnasium_21.csv",1540.9,517.8,123.1,1.0,929.3,3406.1,Heidelberg,POINT (8.683114859253369 49.42181531892738),1989.2267695040368,3888.125366700901,,4382.700000000001,2.736382128721867,2.736382128721867,2.523282086248881,2.665348781230872,3453.4000000000005,transit,1420.9,car,780.0000000000001,45.10521500457457,transit,1420.9,car,780.0000000000001,45.10521500457457,transit,1540.9,car,900.0000000000001,41.592575767408654,2460.0000000000005,131.8030057765578,829.0,top,3,5,162273,1491.07,30.58,47709,238,4,3.0,1.8141809290953543,1420.9,1420.9,1540.9,1460.9000000000003,8241.8,no,yes,8241.8,no,yes,8481.8,no,yes,8321.800000000001,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
95,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Neuenheim,Bunsengymnasium_15.csv",1350.3,517.8,352.5,1.0,"Luxor Filmpalast Heidelberg_Neuenheim,Bunsengymnasium_18.csv",1290.3,517.8,352.5,1,"Luxor Filmpalast Heidelberg_Neuenheim,Bunsengymnasium_21.csv",1290.3,517.8,352.5,1.0,527.7,2088.6,Heidelberg,POINT (8.683114859253369 49.42181531892738),1989.2267695040368,2153.012897132736,,3930.9,1.5944700415705664,1.6686141960263008,1.6686141960263008,1.6438994778743896,3403.2,transit,1350.3,car,480.0,64.45234392357254,transit,1290.3,car,420.0,67.44943036503139,transit,1290.3,car,420.0,67.44943036503139,1320.0,199.3512046536353,1355.0,top,3,5,162273,1491.07,30.58,47709,238,4,3.0,1.8141809290953543,1350.3,1290.3,1290.3,1310.3,8100.6,no,yes,7980.6,no,yes,7980.6,no,yes,8020.6,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
96,Die Kamera,"Die Kamera_Pfaffengrund,UntereRödt_15.csv",1966.4,831.4,475.0,0.0,"Die Kamera_Pfaffengrund,UntereRödt_18.csv",1966.4,831.4,475.0,0,"Die Kamera_Pfaffengrund,UntereRödt_21.csv",3984.6,477.5,27.1,3.0,719.5,3453.3,Heidelberg,POINT (8.639649971668016 49.40130665503644),3990.252329736943,4127.850191991591,,7917.4,2.0991915134212724,2.0991915134212724,1.0359509591907825,1.7447779953444424,7197.9,transit,1966.4,car,660.0,66.43612693246541,transit,1966.4,car,660.0,66.43612693246541,foot,3453.3,car,3480.0,12.663755458515285,4800.0,145.5360093234461,3715.0,top,3,5,162273,1491.07,30.58,47709,238,4,3.0,1.8141809290953543,1966.4,1966.4,3453.3,2462.0333333333333,9332.8,no,yes,9332.8,no,yes,12306.6,no,yes,10324.066666666666,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
97,Gloria & Gloriette,"Gloria & Gloriette_Pfaffengrund,UntereRödt_15.csv",1906.1,494.7,391.4,1.0,"Gloria & Gloriette_Pfaffengrund,UntereRödt_18.csv",1906.1,494.7,391.4,1,"Gloria & Gloriette_Pfaffengrund,UntereRödt_21.csv",4566.3,477.5,128.8,4.0,963.1,3918.5,Heidelberg,POINT (8.639649971668016 49.40130665503644),3990.252329736943,5042.426921904328,,8378.5,2.6454157294498337,2.6454157294498337,1.1042697417831346,2.1317004002276008,7415.4,transit,1906.1,car,1020.0,46.487592466292426,transit,1906.1,car,1020.0,46.487592466292426,foot,3918.5,car,3960.0,13.277708429143944,6000.0,106.2528933617288,9445.0,top,3,5,162273,1491.07,30.58,47709,238,4,6.0,1.8141809290953543,1906.1,1906.1,3918.5,2576.9,9212.2,no,yes,9212.2,no,yes,13237.0,no,yes,10553.8,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
98,Karlstorkino,"Karlstorkino_Pfaffengrund,UntereRödt_15.csv",1889.6,494.7,794.9,1.0,"Karlstorkino_Pfaffengrund,UntereRödt_18.csv",1889.6,494.7,794.9,1,"Karlstorkino_Pfaffengrund,UntereRödt_21.csv",2369.6,494.7,794.9,1.0,896.3,3124.6,Heidelberg,POINT (8.639649971668016 49.40130665503644),3990.252329736943,3402.265213065476,,6148.799999999999,1.8005213871006966,1.8005213871006966,1.4357972708750322,1.678946681692142,5252.499999999999,transit,1889.6,car,600.0,68.24724809483489,transit,1889.6,car,600.0,68.24724809483489,transit,2369.6,car,1080.0,54.42268737339635,2280.0,190.9171835630661,620.0,top,3,5,162273,1491.07,30.58,47709,238,4,3.0,1.8141809290953543,1889.6,1889.6,2369.6,2049.6,9179.2,no,yes,9179.2,no,yes,10139.2,no,yes,9499.2,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
99,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Pfaffengrund,UntereRödt_15.csv",1087.2,494.7,352.5,0.0,"Luxor Filmpalast Heidelberg_Pfaffengrund,UntereRödt_18.csv",1087.2,494.7,352.5,0,"Luxor Filmpalast Heidelberg_Pfaffengrund,UntereRödt_21.csv",1087.2,494.7,352.5,0.0,361.7,1556.4,Heidelberg,POINT (8.639649971668016 49.40130665503644),3990.252329736943,2016.3282731959443,,3261.6000000000004,1.8546065794664683,1.8546065794664683,1.8546065794664683,1.854606579466468,2899.9000000000005,transit,1087.2,car,240.0,77.92494481236204,transit,1087.2,car,240.0,77.92494481236204,transit,1087.2,car,240.0,77.92494481236204,720.0,233.77483443708613,620.0,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1087.2,1087.2,1087.2,1087.2,7574.4,no,yes,7574.4,no,yes,7574.4,no,yes,7574.4,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
100,Die Kamera,"Die Kamera_Heidelberg,Bismarckplatz_15.csv",495.5,408.4,27.1,0.0,"Die Kamera_Heidelberg,Bismarckplatz_18.csv",495.5,408.4,27.1,0,"Die Kamera_Heidelberg,Bismarckplatz_21.csv",495.5,408.4,27.1,0.0,55.9,260.2,Heidelberg,POINT (8.68966481525779 49.417274168229916),1354.109323786006,277.62709404272715,,1486.5,0.5602968598238691,0.5602968598238691,0.5602968598238691,0.5602968598238691,1430.6,foot,260.2,car,60.0,87.89101917255297,foot,260.2,car,60.0,87.89101917255297,foot,260.2,car,60.0,87.89101917255297,180.0,263.6730575176589,1242.0,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,260.2,260.2,260.2,260.2,5920.4,yes,yes,5920.4,yes,yes,5920.4,yes,yes,5920.4,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
101,Gloria & Gloriette,"Gloria & Gloriette_Heidelberg,Bismarckplatz_15.csv",814.9,506.1,128.8,0.0,"Gloria & Gloriette_Heidelberg,Bismarckplatz_18.csv",814.9,506.1,128.8,0,"Gloria & Gloriette_Heidelberg,Bismarckplatz_21.csv",754.9,506.1,128.8,0.0,571.9,1434.2,Heidelberg,POINT (8.68966481525779 49.417274168229916),1354.109323786006,1423.374910287797,,2384.7,1.7466865999359396,1.7466865999359396,1.885514518860508,1.7929625729107954,1812.8,transit,814.9,car,179.9999999999999,77.91140017180022,transit,814.9,car,179.9999999999999,77.91140017180022,transit,754.9,car,119.99999999999989,84.10385481520733,479.99999999999966,239.92665515880776,0.0,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,814.9,814.9,754.9,794.9,7029.8,no,yes,7029.8,no,yes,6909.8,no,yes,6989.8,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
102,Karlstorkino,"Karlstorkino_Heidelberg,Bismarckplatz_15.csv",1679.6,716.5,123.1,0.0,"Karlstorkino_Heidelberg,Bismarckplatz_18.csv",1679.6,716.5,123.1,0,"Karlstorkino_Heidelberg,Bismarckplatz_21.csv",1679.6,716.5,123.1,0.0,858.7,2913.8,Heidelberg,POINT (8.68966481525779 49.417274168229916),1354.109323786006,3438.294422442787,,5038.799999999999,2.047091225555363,2.047091225555363,2.047091225555363,2.047091225555363,4180.099999999999,transit,1679.6,car,839.9999999999999,49.988092402953086,transit,1679.6,car,839.9999999999999,49.988092402953086,transit,1679.6,car,839.9999999999999,49.988092402953086,2519.9999999999995,149.96427720885924,0.0,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1679.6,1679.6,1679.6,1679.5999999999997,8759.2,no,yes,8759.2,no,yes,8759.2,no,yes,8759.199999999999,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
103,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Heidelberg,Bismarckplatz_15.csv",1489.0,716.5,352.5,0.0,"Luxor Filmpalast Heidelberg_Heidelberg,Bismarckplatz_18.csv",1489.0,716.5,352.5,0,"Luxor Filmpalast Heidelberg_Heidelberg,Bismarckplatz_21.csv",1549.0,716.5,352.5,0.0,457.1,1988.1,Heidelberg,POINT (8.68966481525779 49.417274168229916),1354.109323786006,2108.899767727364,,4527.0,1.4163195216436295,1.4163195216436295,1.3614588558601448,1.3980326330491346,4069.9,transit,1489.0,car,420.0,71.79314976494291,transit,1489.0,car,420.0,71.79314976494291,transit,1549.0,car,480.0,69.01226597805037,1320.0,212.5985655079362,3.0,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1489.0,1489.0,1549.0,1509.0,8378.0,no,yes,8378.0,no,yes,8498.0,no,yes,8418.0,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
104,Die Kamera,"Die Kamera_Rohrbach,Eichendorffplatz_15.csv",1553.6,806.5,27.1,0.0,"Die Kamera_Rohrbach,Eichendorffplatz_18.csv",1553.6,806.5,27.1,0,"Die Kamera_Rohrbach,Eichendorffplatz_21.csv",1553.6,806.5,27.1,0.0,736.0,3587.2,Heidelberg,POINT (8.69196215 49.37460769999999),3435.3880634992515,4539.815774118662,,4660.799999999999,2.9221265281402307,2.9221265281402307,2.9221265281402307,2.9221265281402307,3924.7999999999993,transit,1553.6,car,719.9999999999999,53.65602471678682,transit,1553.6,car,719.9999999999999,53.65602471678682,transit,1553.6,car,719.9999999999999,53.65602471678682,2159.9999999999995,160.96807415036048,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1553.6,1553.6,1553.6,1553.5999999999997,8507.2,no,yes,8507.2,no,yes,8507.2,no,yes,8507.199999999999,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
105,Gloria & Gloriette,"Gloria & Gloriette_Rohrbach,Eichendorffplatz_15.csv",1955.3,806.5,128.8,1.0,"Gloria & Gloriette_Rohrbach,Eichendorffplatz_18.csv",1955.3,806.5,128.8,1,no routes possible to this cinema,,,,,875.8,3667.1,Heidelberg,POINT (8.69196215 49.37460769999999),3435.3880634992515,4269.2170890457255,,,2.1834077067691533,2.1834077067691533,,,,transit,1955.3,car,1020.0,47.83409195519869,transit,1955.3,car,1020.0,47.83409195519869,foot,3667.1,car,,,,,,top,3,5,162273,1491.07,30.58,47709,238,4,,1.8141809290953543,1955.3,1955.3,3667.1,2525.9,9310.6,no,yes,9310.6,no,yes,12734.2,no,yes,10451.8,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
106,Karlstorkino,"Karlstorkino_Rohrbach,Eichendorffplatz_15.csv",1961.9,1459.7,442.2,0.0,"Karlstorkino_Rohrbach,Eichendorffplatz_18.csv",1961.9,1459.7,442.2,0,"Karlstorkino_Rohrbach,Eichendorffplatz_21.csv",1961.9,1459.7,442.2,0.0,430.5,1522.7,Heidelberg,POINT (8.69196215 49.37460769999999),3435.3880634992515,1578.7316760604886,,5885.700000000001,0.8046952831747227,0.8046952831747227,0.8046952831747227,0.8046952831747227,5455.200000000001,foot,1522.7,car,60.0,96.94174014985474,foot,1522.7,car,60.0,96.94174014985474,foot,1522.7,car,60.0,96.94174014985474,180.0,290.8252204495642,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1522.7,1522.7,1522.7,1522.7,8445.4,no,yes,8445.4,no,yes,8445.4,no,yes,8445.4,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
107,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Rohrbach,Eichendorffplatz_15.csv",2299.0,806.5,352.5,1.0,"Luxor Filmpalast Heidelberg_Rohrbach,Eichendorffplatz_18.csv",2299.0,806.5,352.5,1,"Luxor Filmpalast Heidelberg_Rohrbach,Eichendorffplatz_21.csv",2719.0,806.5,352.5,1.0,798.3,3423.8,Heidelberg,POINT (8.69196215 49.37460769999999),3435.3880634992515,3917.927638303308,,7317.0,1.7041877504581593,1.7041877504581593,1.4409443318511614,1.6164399442558266,6518.7,transit,2299.0,car,1140.0,50.41322314049587,transit,2299.0,car,1140.0,50.41322314049587,transit,2719.0,car,1560.0,42.62596542846634,3840.0,143.4524117094581,,top,3,5,162273,1491.07,30.58,47709,238,4,3.0,1.8141809290953543,2299.0,2299.0,2719.0,2439.0,9998.0,no,yes,9998.0,no,yes,10838.0,no,yes,10278.0,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
108,Die Kamera,"Die Kamera_Heidelberg,ObererFaulerPelz_15.csv",634.0,426.9,27.1,0.0,"Die Kamera_Heidelberg,ObererFaulerPelz_18.csv",634.0,426.9,27.1,0,"Die Kamera_Heidelberg,ObererFaulerPelz_21.csv",624.3,237.2,27.1,0.0,347.6,1646.2,Heidelberg,POINT (8.71500151199866 49.412204685252306),1679.371135480692,1687.9024286429324,,1892.3,2.662306669783805,2.662306669783805,2.703671998466975,2.676095112678195,1544.6999999999998,transit,634.0,car,180.0,71.60883280757098,transit,634.0,car,180.0,71.60883280757098,transit,624.3,car,359.99999999999994,42.33541566554542,720.0,185.55308128068737,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,634.0,634.0,624.3,630.7666666666667,6668.0,yes,yes,6668.0,yes,yes,6648.6,yes,yes,6661.533333333333,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
109,Gloria & Gloriette,"Gloria & Gloriette_Heidelberg,ObererFaulerPelz_15.csv",426.0,237.2,128.8,0.0,"Gloria & Gloriette_Heidelberg,ObererFaulerPelz_18.csv",426.0,237.2,128.8,0,"Gloria & Gloriette_Heidelberg,ObererFaulerPelz_21.csv",426.0,237.2,128.8,0.0,264.6,451.0,Heidelberg,POINT (8.71500151199866 49.412204685252306),1679.371135480692,560.6303197126877,,1278.0,1.316033614349032,1.316033614349032,1.316033614349032,1.316033614349032,1013.4,transit,426.0,car,60.0,85.91549295774648,transit,426.0,car,60.0,85.91549295774648,transit,426.0,car,60.0,85.91549295774648,180.0,257.7464788732394,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,426.0,426.0,426.0,426.0,6252.0,yes,yes,6252.0,yes,yes,6252.0,yes,yes,6252.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
110,Karlstorkino,"Karlstorkino_Heidelberg,ObererFaulerPelz_15.csv",1810.0,426.9,123.1,1.0,"Karlstorkino_Heidelberg,ObererFaulerPelz_18.csv",1810.0,426.9,123.1,1,"Karlstorkino_Heidelberg,ObererFaulerPelz_21.csv",1931.4,488.3,123.1,1.0,924.2,3300.7,Heidelberg,POINT (8.71500151199866 49.412204685252306),1679.371135480692,3744.697684268084,,5551.4,2.068893748214411,2.068893748214411,1.9388514467578355,2.0255463143955525,4627.2,transit,1810.0,car,1260.0,30.386740331491712,transit,1810.0,car,1260.0,30.386740331491712,transit,1931.4,car,1320.0,31.65579372475924,3840.0,92.42927438774268,,top,3,5,162273,1491.07,30.58,47709,238,4,3.0,1.8141809290953543,1810.0,1810.0,1931.4,1850.4666666666665,9020.0,no,yes,9020.0,no,yes,9262.8,no,yes,9100.933333333332,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
111,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Heidelberg,ObererFaulerPelz_15.csv",1489.7,237.2,352.5,1.0,"Luxor Filmpalast Heidelberg_Heidelberg,ObererFaulerPelz_18.csv",1489.7,237.2,352.5,1,"Luxor Filmpalast Heidelberg_Heidelberg,ObererFaulerPelz_21.csv",1729.7,237.2,352.5,2.0,612.7,2856.9,Heidelberg,POINT (8.71500151199866 49.412204685252306),1679.371135480692,3583.931596076152,,4709.1,2.4058076096369416,2.4058076096369416,2.0719960664139165,2.2945370952292667,4096.400000000001,transit,1489.7,car,900.0,39.58515137275962,transit,1489.7,car,900.0,39.58515137275962,transit,1729.7,car,1140.0,34.092617216858415,2940.0,113.26291996237764,,top,3,5,162273,1491.07,30.58,47709,238,4,4.0,1.8141809290953543,1489.7,1489.7,1729.7,1569.7,8379.4,no,yes,8379.4,no,yes,8859.4,no,yes,8539.4,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
112,Die Kamera,"Die Kamera_Neuenheim,Bergstraße_15.csv",380.7,293.6,27.1,0.0,"Die Kamera_Neuenheim,Bergstraße_18.csv",380.7,293.6,27.1,0,"Die Kamera_Neuenheim,Bergstraße_21.csv",380.7,293.6,27.1,0.0,334.1,688.2,Heidelberg,POINT (8.690676764559118 49.4085242817006),428.2653982056124,777.7352056882942,,1142.1,2.042908341708154,2.042908341708154,2.042908341708154,2.042908341708154,807.9999999999999,transit,380.7,car,59.99999999999994,84.23955870764382,transit,380.7,car,59.99999999999994,84.23955870764382,transit,380.7,car,59.99999999999994,84.23955870764382,179.99999999999983,252.71867612293147,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,380.7,380.7,380.7,380.7,6161.4,yes,yes,6161.4,yes,yes,6161.4,yes,yes,6161.4,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
113,Gloria & Gloriette,"Gloria & Gloriette_Neuenheim,Bergstraße_15.csv",761.6,290.4,351.2,0.0,"Gloria & Gloriette_Neuenheim,Bergstraße_18.csv",761.6,290.4,351.2,0,"Gloria & Gloriette_Neuenheim,Bergstraße_21.csv",796.8,290.4,266.4,0.0,473.9,971.6,Heidelberg,POINT (8.690676764559118 49.4085242817006),428.2653982056124,1256.849367696014,,2320.0,1.6502749050630436,1.6502749050630436,1.577371194397608,1.6259736681745651,1846.1,transit,761.6,car,120.00000000000011,84.24369747899159,transit,761.6,car,120.00000000000011,84.24369747899159,transit,796.8,car,240.0,69.87951807228916,480.0000000000002,238.3669130302724,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,761.6,761.6,796.8,773.3333333333334,6923.2,no,yes,6923.2,no,yes,6993.6,no,yes,6946.666666666667,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
114,Karlstorkino,"Karlstorkino_Neuenheim,Bergstraße_15.csv",1136.7,293.6,123.1,0.0,"Karlstorkino_Neuenheim,Bergstraße_18.csv",1136.7,293.6,123.1,0,"Karlstorkino_Neuenheim,Bergstraße_21.csv",1136.7,293.6,123.1,0.0,741.6,2116.1,Heidelberg,POINT (8.690676764559118 49.4085242817006),428.2653982056124,2507.9371157807645,,3410.1000000000004,2.2063315877371026,2.2063315877371026,2.2063315877371026,2.2063315877371026,2668.5000000000005,transit,1136.7,car,720.0,36.65874901029295,transit,1136.7,car,720.0,36.65874901029295,transit,1136.7,car,720.0,36.65874901029295,2160.0,109.97624703087884,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1136.7,1136.7,1136.7,1136.7,7673.4,no,yes,7673.4,no,yes,7673.4,no,yes,7673.4,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
115,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Neuenheim,Bergstraße_15.csv",946.1,293.6,352.5,0.0,"Luxor Filmpalast Heidelberg_Neuenheim,Bergstraße_18.csv",946.1,293.6,352.5,0,"Luxor Filmpalast Heidelberg_Neuenheim,Bergstraße_21.csv",998.5,346.0,352.5,0.0,419.8,1459.4,Heidelberg,POINT (8.690676764559118 49.4085242817006),428.2653982056124,1773.782723202766,,2890.7,1.8748364054568925,1.8748364054568925,1.7764473942942072,1.842040068402664,2470.9,transit,946.1,car,300.0,68.29087834266991,transit,946.1,car,300.0,68.29087834266991,transit,998.5,car,300.0,69.95493239859789,900.0,206.5366890839377,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,946.1,946.1,998.5,963.5666666666666,7292.2,no,yes,7292.2,no,yes,7397.0,no,yes,7327.133333333333,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
116,Die Kamera,"Die Kamera_Heidelberg,CampusBergheim_15.csv",597.9,390.8,27.1,0.0,"Die Kamera_Heidelberg,CampusBergheim_18.csv",594.6,327.5,27.1,0,"Die Kamera_Heidelberg,CampusBergheim_21.csv",594.6,327.5,27.1,0.0,394.7,1365.4,Heidelberg,POINT (8.687325138639567 49.40177170417403),650.8965395570855,1561.549346199527,,1787.1,2.611723275128829,2.626218207533681,2.626218207533681,2.621386563398731,1392.4,transit,597.9,car,179.99999999999994,69.89463120923232,transit,594.6,car,240.0,59.63673057517659,transit,594.6,car,240.0,59.63673057517659,660.0,189.1680923595855,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,597.9,594.6,594.6,595.6999999999999,6595.8,yes,yes,6589.2,yes,yes,6589.2,yes,yes,6591.4,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
117,Gloria & Gloriette,"Gloria & Gloriette_Heidelberg,CampusBergheim_15.csv",939.6,390.8,128.8,0.0,"Gloria & Gloriette_Heidelberg,CampusBergheim_18.csv",939.6,390.8,128.8,0,"Gloria & Gloriette_Heidelberg,CampusBergheim_21.csv",1177.8,569.0,128.8,0.0,534.4,1624.0,Heidelberg,POINT (8.687325138639567 49.40177170417403),650.8965395570855,1820.9931927272712,,3057.0,1.938051503541157,1.938051503541157,1.5460971240679835,1.8074000437167657,2522.6,transit,939.6,car,420.0,55.30012771392082,transit,939.6,car,420.0,55.30012771392082,transit,1177.8,car,480.0,59.24605196128375,1320.0,169.8463073891254,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,939.6,939.6,1177.8,1019.0,7279.2,no,yes,7279.2,no,yes,7755.6,no,yes,7438.0,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
