,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,population,level,level_dummy,cinemas,population aggr,population density,built-up area,transit departures,transit stops,osm_cinemas,average changes,area average changes,15_chosen_route,18_chosen_route,21_chosen_route,average_chosen_route,15_visit_time,15_likely_women,15_possible_women,18_visit_time,18_likely_women,18_possible_women,21_visit_time,21_likely_women,21_possible_women,average_visit_time,average_likely_women,average_possible_women,15_likely_men,15_possible_men,18_likely_men,18_possible_men,21_likely_men,21_possible_men,average_likely_men,average_possible_men,15_likely_children 10-17,15_possible_children 10-17,18_likely_children 10-17,18_possible_children 10-17,21_likely_children 10-17,21_possible_children 10-17,average_likely_children 10-17,average_possible_children 10-17,15_likely_45-64,15_possible_45-64,18_likely_45-64,18_possible_45-64,21_likely_45-64,21_possible_45-64,average_likely_45-64,average_possible_45-64,15_likely_65 and over,15_possible_65 and over,18_likely_65 and over,18_possible_65 and over,21_likely_65 and over,21_possible_65 and over,average_likely_65 and over,average_possible_65 and over
174,Karlstorkino,"Karlstorkino_Eppelheim,KirchheimerStraße_15.csv",1202.8,239.7,123.1,1.0,"Karlstorkino_Eppelheim,KirchheimerStraße_18.csv",1202.8,239.7,123.1,1,"Karlstorkino_Eppelheim,KirchheimerStraße_21.csv",1682.8,239.7,123.1,1.0,998.6,3698.6,Heidelberg,POINT (8.63331535 49.4031795),4430.125730559782,3905.8760349743698,,4088.4,3.247319616706327,3.247319616706327,2.321057781658171,2.9385656716902746,3089.8,transit,1202.8,car,840.0,30.16295310941137,transit,1202.8,car,840.0,30.16295310941137,transit,1682.8,car,1320.0,21.559305918706915,3000.0,81.88521213752965,,top,3,5,162273,1491.07,30.58,47709,238,4,3.0,1.8141809290953543,1202.8,1202.8,1682.8,1362.8,7805.6,no,yes,7805.6,no,yes,8765.6,no,yes,8125.6,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
175,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Eppelheim,KirchheimerStraße_15.csv",1359.8,239.7,640.1,0.0,"Luxor Filmpalast Heidelberg_Eppelheim,KirchheimerStraße_18.csv",1359.8,239.7,640.1,0,"Luxor Filmpalast Heidelberg_Eppelheim,KirchheimerStraße_21.csv",1359.8,239.7,640.1,0.0,429.1,2118.7,Heidelberg,POINT (8.63331535 49.4031795),4430.125730559782,2431.7014165906985,,4079.4,1.788278729659287,1.788278729659287,1.788278729659287,1.7882787296592872,3650.3,transit,1359.8,car,480.0,64.70069127812913,transit,1359.8,car,480.0,64.70069127812913,transit,1359.8,car,480.0,64.70069127812913,1440.0,194.1020738343874,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1359.8,1359.8,1359.8,1359.8,8119.6,no,yes,8119.6,no,yes,8119.6,no,yes,8119.6,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
176,Die Kamera,"Die Kamera_Heidelberg,Montpellierbrücke_15.csv",1042.6,267.6,475.0,0.0,"Die Kamera_Heidelberg,Montpellierbrücke_18.csv",1042.6,267.6,475.0,0,"Die Kamera_Heidelberg,Montpellierbrücke_21.csv",1042.6,267.6,475.0,0.0,362.2,1327.1,Heidelberg,POINT (8.682852985002993 49.40367427415887),852.6209902582663,1475.824882964052,,3127.8,1.415523578519137,1.415523578519137,1.415523578519137,1.415523578519137,2765.6,transit,1042.6,car,299.9999999999999,71.22578169959718,transit,1042.6,car,299.9999999999999,71.22578169959718,transit,1042.6,car,299.9999999999999,71.22578169959718,899.9999999999997,213.6773450987916,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1042.6,1042.6,1042.6,1042.6,7485.2,no,yes,7485.2,no,yes,7485.2,no,yes,7485.2,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
177,Gloria & Gloriette,"Gloria & Gloriette_Heidelberg,Montpellierbrücke_15.csv",1690.2,619.0,351.2,1.0,"Gloria & Gloriette_Heidelberg,Montpellierbrücke_18.csv",1690.2,619.0,351.2,1,"Gloria & Gloriette_Heidelberg,Montpellierbrücke_21.csv",2660.8,657.1,443.7,1.0,501.9,1585.7,Heidelberg,POINT (8.682852985002993 49.40367427415887),852.6209902582663,1985.181410226561,,6041.200000000001,1.1745245593578044,1.1745245593578044,0.7460844145469636,1.031711177754191,5539.300000000001,foot,1585.7,car,720.0,57.401490947816825,foot,1585.7,car,720.0,57.401490947816825,foot,1585.7,car,1560.0000000000002,41.37101623571858,3000.0,156.17399813135222,,top,3,5,162273,1491.07,30.58,47709,238,4,3.0,1.8141809290953543,1585.7,1585.7,1585.7,1585.7,8571.4,no,yes,8571.4,no,yes,8571.4,no,yes,8571.4,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
178,Karlstorkino,"Karlstorkino_Heidelberg,Montpellierbrücke_15.csv",1558.8,949.6,489.2,0.0,"Karlstorkino_Heidelberg,Montpellierbrücke_18.csv",1558.8,949.6,489.2,0,"Karlstorkino_Heidelberg,Montpellierbrücke_21.csv",1498.8,949.6,489.2,0.0,707.0,1608.6,Heidelberg,POINT (8.682852985002993 49.40367427415887),852.6209902582663,1873.1385135694693,,4616.4,1.201654165748954,1.201654165748954,1.249758816099192,1.217689049199033,3909.4,transit,1558.8,car,120.0,92.30177059276366,transit,1558.8,car,120.0,92.30177059276366,transit,1498.8,car,60.0,95.99679743795036,300.0,280.6003386234777,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1558.8,1558.8,1498.8,1538.8,8517.6,no,yes,8517.6,no,yes,8397.6,no,yes,8477.6,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
179,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Heidelberg,Montpellierbrücke_15.csv",1400.4,834.8,325.6,0.0,"Luxor Filmpalast Heidelberg_Heidelberg,Montpellierbrücke_18.csv",1400.4,834.8,325.6,0,"Luxor Filmpalast Heidelberg_Heidelberg,Montpellierbrücke_21.csv",1400.4,834.8,325.6,0.0,395.5,1091.0,Heidelberg,POINT (8.682852985002993 49.40367427415887),852.6209902582663,1200.4238215621378,,4201.200000000001,0.8572006723522835,0.8572006723522835,0.8572006723522835,0.8572006723522836,3805.7000000000007,foot,1091.0,car,240.0,82.86203941730933,foot,1091.0,car,240.0,82.86203941730933,foot,1091.0,car,240.0,82.86203941730933,720.0,248.586118251928,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1091.0,1091.0,1091.0,1091.0,7582.0,no,yes,7582.0,no,yes,7582.0,no,yes,7582.0,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
180,Die Kamera,"Die Kamera_Boxberg,ImEichwald_15.csv",2035.3,148.2,27.1,1.0,"Die Kamera_Boxberg,ImEichwald_18.csv",2576.2,629.1,27.1,1,"Die Kamera_Boxberg,ImEichwald_21.csv",2156.2,629.1,27.1,0.0,1139.4,4879.5,Heidelberg,POINT (8.704862195122235 49.36231306017488),4859.212281572961,5976.90411962334,,6767.7,2.9366207043793744,2.320046626668481,2.7719618400998707,2.6762097237159086,5628.299999999999,transit,2035.3,car,1860.0,8.612980887338475,transit,2576.2,car,1920.0,25.4716248738452,transit,2156.2,car,1499.9999999999998,30.43316946479919,5280.0,64.51777522598286,,top,3,5,162273,1491.07,30.58,47709,238,4,2.0,1.8141809290953543,2035.3,2576.2,2156.2,2255.9,9470.6,no,yes,10552.4,no,yes,9712.4,no,yes,9911.8,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
181,Gloria & Gloriette,"Gloria & Gloriette_Boxberg,ImEichwald_15.csv",2857.0,148.2,128.8,1.0,"Gloria & Gloriette_Boxberg,ImEichwald_18.csv",2857.0,148.2,128.8,1,"Gloria & Gloriette_Boxberg,ImEichwald_21.csv",3137.1,629.1,228.0,2.0,1279.1,4812.3,Heidelberg,POINT (8.704862195122235 49.36231306017488),4859.212281572961,5491.0079617705605,,8851.1,1.9219488840639,1.9219488840639,1.7503452111091646,1.8647476597456545,7572.0,transit,2857.0,car,2580.0,9.695484774238713,transit,2857.0,car,2580.0,9.695484774238713,transit,3137.1,car,2280.0,27.321411494692548,7440.0,46.71238104316997,,top,3,5,162273,1491.07,30.58,47709,238,4,4.0,1.8141809290953543,2857.0,2857.0,3137.1,2950.366666666667,11114.0,no,yes,11114.0,no,yes,11674.2,no,yes,11300.733333333334,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
182,Karlstorkino,"Karlstorkino_Boxberg,ImEichwald_15.csv",1472.2,629.1,123.1,0.0,"Karlstorkino_Boxberg,ImEichwald_18.csv",1472.2,629.1,123.1,0,"Karlstorkino_Boxberg,ImEichwald_21.csv",1412.2,629.1,123.1,0.0,833.9,2865.8,Heidelberg,POINT (8.704862195122235 49.36231306017488),4859.212281572961,3233.54749905357,,4356.6,2.1964050394332086,2.1964050394332086,2.2897234804231483,2.227511186429856,3522.7000000000003,transit,1472.2,car,720.0,51.09360141285152,transit,1472.2,car,720.0,51.09360141285152,transit,1412.2,car,660.0,53.26441014020677,2100.0,155.45161296590982,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1472.2,1472.2,1412.2,1452.2,8344.4,no,yes,8344.4,no,yes,8224.4,no,yes,8304.4,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
183,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Boxberg,ImEichwald_15.csv",3021.6,629.1,352.5,2.0,"Luxor Filmpalast Heidelberg_Boxberg,ImEichwald_18.csv",3021.6,629.1,352.5,2,"Luxor Filmpalast Heidelberg_Boxberg,ImEichwald_21.csv",4484.4,629.1,315.3,4.0,1201.6,4766.9,Heidelberg,POINT (8.704862195122235 49.36231306017488),4859.212281572961,5567.53740208385,,10527.6,1.8425792302369108,1.8425792302369108,1.2415345201328718,1.6422309935355646,9325.999999999998,transit,3021.6,car,2040.0,32.48610007942812,transit,3021.6,car,2040.0,32.48610007942812,transit,4484.4,car,3539.9999999999995,21.059673534921064,7620.0,86.0318736937773,,top,3,5,162273,1491.07,30.58,47709,238,4,8.0,1.8141809290953543,3021.6,3021.6,4484.4,3509.1999999999994,11443.2,no,yes,11443.2,no,yes,14368.8,no,yes,12418.399999999998,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
184,Die Kamera,"Die Kamera_Pfaffengrund,KurpfalzringSüd_15.csv",2053.3,850.1,183.2,3.0,"Die Kamera_Pfaffengrund,KurpfalzringSüd_18.csv",2053.3,850.1,183.2,3,"Die Kamera_Pfaffengrund,KurpfalzringSüd_21.csv",3772.4,565.3,27.1,3.0,737.5,3447.0,Heidelberg,POINT (8.647718197440959 49.39425418793247),3601.0249856968903,3999.269865442445,,7879.0,1.9477279820008984,1.9477279820008984,1.0601393981132554,1.6518651207050177,7141.5,transit,2053.3,car,1020.0000000000002,50.32386889397555,transit,2053.3,car,1020.0000000000002,50.32386889397555,foot,3447.0,car,3180.0,15.703530908705332,5220.0,116.35126869665643,,top,3,5,162273,1491.07,30.58,47709,238,4,9.0,1.8141809290953543,2053.3,2053.3,3447.0,2517.866666666667,9506.6,no,yes,9506.6,no,yes,12294.0,no,yes,10435.733333333334,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
185,Gloria & Gloriette,"Gloria & Gloriette_Pfaffengrund,KurpfalzringSüd_15.csv",1998.9,850.1,128.8,1.0,"Gloria & Gloriette_Pfaffengrund,KurpfalzringSüd_18.csv",1998.9,850.1,128.8,1,"Gloria & Gloriette_Pfaffengrund,KurpfalzringSüd_21.csv",4354.1,565.3,128.8,4.0,877.2,3759.9,Heidelberg,POINT (8.647718197440959 49.39425418793247),3601.0249856968903,4737.9087113220185,,8351.900000000001,2.370257997559667,2.370257997559667,1.0881488048786243,1.942888266665986,7474.700000000002,transit,1998.9,car,1020.0,48.97193456401021,transit,1998.9,car,1020.0,48.97193456401021,foot,3759.9,car,3660.000000000001,15.941296708849128,5700.0,113.88516583686956,,top,3,5,162273,1491.07,30.58,47709,238,4,6.0,1.8141809290953543,1998.9,1998.9,3759.9,2585.9,9397.8,no,yes,9397.8,no,yes,12919.8,no,yes,10571.8,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
186,Karlstorkino,"Karlstorkino_Pfaffengrund,KurpfalzringSüd_15.csv",1573.2,850.1,123.1,1.0,"Karlstorkino_Pfaffengrund,KurpfalzringSüd_18.csv",1573.2,850.1,123.1,1,"Karlstorkino_Pfaffengrund,KurpfalzringSüd_21.csv",2053.2,850.1,123.1,1.0,756.6,2602.0,Heidelberg,POINT (8.647718197440959 49.39425418793247),3601.0249856968903,2550.340230821923,,5199.6,1.6211163430091042,1.6211163430091042,1.2421294714698632,1.4947873858293572,4443.0,transit,1573.2,car,600.0,61.86117467581999,transit,1573.2,car,600.0,61.86117467581999,transit,2053.2,car,1079.9999999999998,47.39918176504968,2280.0,171.12153111668965,,top,3,5,162273,1491.07,30.58,47709,238,4,3.0,1.8141809290953543,1573.2,1573.2,2053.2,1733.2,8546.4,no,yes,8546.4,no,yes,9506.4,no,yes,8866.4,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
187,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Pfaffengrund,KurpfalzringSüd_15.csv",1442.6,850.1,352.5,0.0,"Luxor Filmpalast Heidelberg_Pfaffengrund,KurpfalzringSüd_18.csv",1442.6,850.1,352.5,0,"Luxor Filmpalast Heidelberg_Pfaffengrund,KurpfalzringSüd_21.csv",1442.6,850.1,352.5,0.0,457.3,1840.7,Heidelberg,POINT (8.647718197440959 49.39425418793247),3601.0249856968903,1871.6796498933093,,4327.799999999999,1.2974349437774222,1.2974349437774222,1.2974349437774222,1.2974349437774222,3870.499999999999,transit,1442.6,car,240.0,83.36337169000416,transit,1442.6,car,240.0,83.36337169000416,transit,1442.6,car,240.0,83.36337169000416,720.0,250.09011507001247,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1442.6,1442.6,1442.6,1442.5999999999997,8285.2,no,yes,8285.2,no,yes,8285.2,no,yes,8285.199999999999,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
188,Die Kamera,"Die Kamera_Handschuhsheim,Kapellenweg_15.csv",429.9,342.8,27.1,0.0,"Die Kamera_Handschuhsheim,Kapellenweg_18.csv",429.9,342.8,27.1,0,"Die Kamera_Handschuhsheim,Kapellenweg_21.csv",429.9,342.8,27.1,0.0,69.0,325.7,Heidelberg,POINT (8.688407706799989 49.41722158600915),1373.9182069622884,342.72252983304725,,1289.6999999999998,0.7972145378763602,0.7972145378763602,0.7972145378763602,0.7972145378763602,1220.6999999999998,foot,325.7,car,59.99999999999994,86.04326587578508,foot,325.7,car,59.99999999999994,86.04326587578508,foot,325.7,car,59.99999999999994,86.04326587578508,179.99999999999983,258.12979762735523,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,325.7,325.7,325.7,325.7,6051.4,yes,yes,6051.4,yes,yes,6051.4,yes,yes,6051.4,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
189,Gloria & Gloriette,"Gloria & Gloriette_Handschuhsheim,Kapellenweg_15.csv",880.5,571.7,128.8,0.0,"Gloria & Gloriette_Handschuhsheim,Kapellenweg_18.csv",880.5,571.7,128.8,0,"Gloria & Gloriette_Handschuhsheim,Kapellenweg_21.csv",820.5,571.7,128.8,0.0,585.1,1499.8,Heidelberg,POINT (8.688407706799989 49.41722158600915),1373.9182069622884,1503.510970553134,,2581.5,1.7075649864317253,1.7075649864317253,1.8324326271214308,1.749187533328294,1996.4,transit,880.5,car,180.0,79.55706984667803,transit,880.5,car,180.0,79.55706984667803,transit,820.5,car,120.0,85.37477148080438,480.0,244.48891117416045,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,880.5,880.5,820.5,860.5,7161.0,no,yes,7161.0,no,yes,7041.0,no,yes,7121.0,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
190,Karlstorkino,"Karlstorkino_Handschuhsheim,Kapellenweg_15.csv",2028.1,765.0,123.1,0.0,"Karlstorkino_Handschuhsheim,Kapellenweg_18.csv",2028.1,765.0,123.1,0,"Karlstorkino_Handschuhsheim,Kapellenweg_21.csv",1774.8,571.7,123.1,1.0,845.5,2979.4,Heidelberg,POINT (8.688407706799989 49.41722158600915),1373.9182069622884,3417.0027179647163,,5831.0,1.6848295044449073,1.6848295044449073,1.925288887742121,1.764982632210645,4985.5,transit,2028.1,car,1140.0,43.78975395690548,transit,2028.1,car,1140.0,43.78975395690548,transit,1774.8,car,1080.0,39.14807302231238,3360.0,126.72758093612332,,top,3,5,162273,1491.07,30.58,47709,238,4,1.0,1.8141809290953543,2028.1,2028.1,1774.8,1943.6666666666667,9456.2,no,yes,9456.2,no,yes,8949.6,no,yes,9287.333333333334,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
191,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Handschuhsheim,Kapellenweg_15.csv",1824.2,571.7,352.5,0.0,"Luxor Filmpalast Heidelberg_Handschuhsheim,Kapellenweg_18.csv",1824.2,571.7,352.5,0,"Luxor Filmpalast Heidelberg_Handschuhsheim,Kapellenweg_21.csv",1704.2,571.7,352.5,1.0,443.9,1922.5,Heidelberg,POINT (8.688407706799989 49.41722158600915),1373.9182069622884,2033.652944229261,,5352.6,1.1148190682103174,1.1148190682103174,1.1933182397777613,1.1409854587327986,4908.700000000001,transit,1824.2,car,900.0,50.663304462230016,transit,1824.2,car,900.0,50.663304462230016,transit,1704.2,car,780.0,54.23072409341627,2580.0,155.55733301787632,,top,3,5,162273,1491.07,30.58,47709,238,4,1.0,1.8141809290953543,1824.2,1824.2,1704.2,1784.2,9048.4,no,yes,9048.4,no,yes,8808.4,no,yes,8968.4,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
192,Die Kamera,"Die Kamera_Heidelberg,St.Vincentius-Kr._15.csv",723.0,635.9,27.1,0.0,"Die Kamera_Heidelberg,St.Vincentius-Kr._18.csv",723.0,635.9,27.1,0,"Die Kamera_Heidelberg,St.Vincentius-Kr._21.csv",672.3,465.2,27.1,0.0,46.3,219.2,Heidelberg,POINT (8.690644351459062 49.41752398875513),1365.5626170218825,259.5971469124873,,2118.3,0.3590555282330391,0.3590555282330391,0.3861328973858208,0.368081317950633,2072.0,foot,219.2,car,60.0,91.701244813278,foot,219.2,car,60.0,91.701244813278,foot,219.2,car,179.99999999999994,73.22623828647926,299.99999999999994,256.6287279130353,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,219.2,219.2,219.2,219.19999999999996,5838.4,yes,yes,5838.4,yes,yes,5838.4,yes,yes,5838.4,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
193,Gloria & Gloriette,"Gloria & Gloriette_Heidelberg,St.Vincentius-Kr._15.csv",774.0,465.2,128.8,0.0,"Gloria & Gloriette_Heidelberg,St.Vincentius-Kr._18.csv",774.0,465.2,128.8,0,"Gloria & Gloriette_Heidelberg,St.Vincentius-Kr._21.csv",714.0,465.2,128.8,0.0,562.4,1404.8,Heidelberg,POINT (8.690644351459062 49.41752398875513),1365.5626170218825,1372.7501223693275,,2262.0,1.7735789694694155,1.7735789694694155,1.9226192190046605,1.8232590526478305,1699.6,transit,774.0,car,180.0,76.74418604651162,transit,774.0,car,180.0,76.74418604651162,transit,714.0,car,120.0,83.19327731092437,480.0,236.6816494039476,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,774.0,774.0,714.0,754.0,6948.0,no,yes,6948.0,no,yes,6828.0,yes,yes,6908.0,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
194,Karlstorkino,"Karlstorkino_Heidelberg,St.Vincentius-Kr._15.csv",1650.2,687.1,123.1,0.0,"Karlstorkino_Heidelberg,St.Vincentius-Kr._18.csv",1650.2,687.1,123.1,0,"Karlstorkino_Heidelberg,St.Vincentius-Kr._21.csv",1650.2,687.1,123.1,0.0,868.2,2884.4,Heidelberg,POINT (8.690644351459062 49.41752398875513),1365.5626170218825,3479.2091561232514,,4950.6,2.1083560514624,2.1083560514624,2.1083560514624,2.1083560514624,4082.400000000001,transit,1650.2,car,840.0,49.097079141922194,transit,1650.2,car,840.0,49.097079141922194,transit,1650.2,car,840.0,49.097079141922194,2520.0,147.29123742576658,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1650.2,1650.2,1650.2,1650.2,8700.4,no,yes,8700.4,no,yes,8700.4,no,yes,8700.4,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
195,Luxor Filmpalast Heidelberg,"Luxor Filmpalast Heidelberg_Heidelberg,St.Vincentius-Kr._15.csv",1459.6,687.1,352.5,0.0,"Luxor Filmpalast Heidelberg_Heidelberg,St.Vincentius-Kr._18.csv",1459.6,687.1,352.5,0,"Luxor Filmpalast Heidelberg_Heidelberg,St.Vincentius-Kr._21.csv",1519.6,687.1,352.5,0.0,466.6,2027.4,Heidelberg,POINT (8.690644351459062 49.41752398875513),1365.5626170218825,2182.270238598892,,4438.799999999999,1.4951152634960894,1.4951152634960894,1.4360820206626033,1.475437515884927,3972.2,transit,1459.6,car,420.0,71.2249931488079,transit,1459.6,car,420.0,71.2249931488079,transit,1519.6,car,480.0,68.4127401947881,1320.0,210.8627264924039,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,1459.6,1459.6,1519.6,1479.5999999999997,8319.2,no,yes,8319.2,no,yes,8439.2,no,yes,8359.199999999999,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
196,Die Kamera,"Die Kamera_Heidelberg,RathausBergbahn_15.csv",891.4,176.4,475.0,0.0,"Die Kamera_Heidelberg,RathausBergbahn_18.csv",891.4,176.4,475.0,0,"Die Kamera_Heidelberg,RathausBergbahn_21.csv",829.5,442.4,27.1,0.0,453.0,1091.3,Heidelberg,POINT (8.704683013828543 49.41100260298056),973.558571393026,1027.027585029169,,2612.3,1.1521512060008623,1.1521512060008623,1.2381284931032777,1.1808103017016676,2159.3,transit,891.4,car,240.0,73.07606013013238,transit,891.4,car,240.0,73.07606013013238,transit,829.5,car,360.0,56.600361663652805,840.0,202.7524819239176,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,891.4,891.4,829.5,870.7666666666668,7182.8,no,yes,7182.8,no,yes,7059.0,no,yes,7141.533333333334,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
197,Gloria & Gloriette,"Gloria & Gloriette_Heidelberg,RathausBergbahn_15.csv",518.2,176.4,281.8,0.0,"Gloria & Gloriette_Heidelberg,RathausBergbahn_18.csv",518.2,176.4,281.8,0,"Gloria & Gloriette_Heidelberg,RathausBergbahn_21.csv",518.2,176.4,281.8,0.0,370.0,176.0,Heidelberg,POINT (8.704683013828543 49.41100260298056),973.558571393026,205.1690674476501,,1554.6,0.3959264134458705,0.3959264134458705,0.3959264134458705,0.3959264134458704,1184.6,foot,176.0,car,60.0,88.42145889617908,foot,176.0,car,60.0,88.42145889617908,foot,176.0,car,60.0,88.42145889617908,180.0,265.26437668853725,,top,3,5,162273,1491.07,30.58,47709,238,4,0.0,1.8141809290953543,176.0,176.0,176.0,176.0,5752.0,yes,yes,5752.0,yes,yes,5752.0,yes,yes,5752.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
198,Karlstorkino,"Karlstorkino_Heidelberg,RathausBergbahn_15.csv",2219.5,284.6,794.9,1.0,"Karlstorkino_Heidelberg,RathausBergbahn_18.csv",2219.5,284.6,794.9,1,"Karlstorkino_Heidelberg,RathausBergbahn_21.csv",2399.5,284.6,794.9,1.0,1029.6,2821.7,Heidelberg,POINT (8.704683013828543 49.41100260298056),973.558571393026,3186.4437091580594,,6838.5,1.4356583506006124,1.4356583506006124,1.3279615374694975,1.3997594128902409,5808.9,transit,2219.5,car,1140.0,48.63708042351881,transit,2219.5,car,1140.0,48.63708042351881,transit,2399.5,car,1320.0,44.988539279016464,3600.0,142.26270012605409,,top,3,5,162273,1491.07,30.58,47709,238,4,3.0,1.8141809290953543,2219.5,2219.5,2399.5,2279.5,9839.0,no,yes,9839.0,no,yes,10199.0,no,yes,9959.0,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
