,group,average travel time,average visit time,average likely,average possible,15 travel time,15 visit time,15 mode,15 likely,15 possible,18 travel time,18 visit time,18 mode,18 likely,18 possible,21 travel time,21 visit time,21 mode,21 likely,21 possible
49,women,2160.7,9721.4,no,yes,2160.7,9721.4,transit,no,yes,2160.7,9721.4,transit,no,yes,2160.7,9721.4,transit,no,yes
50,women,1543.5,8487.0,no,yes,1543.5,8487.0,foot,no,yes,1543.5,8487.0,foot,no,yes,1543.5,8487.0,foot,no,yes
51,women,681.6,6763.2,yes,yes,681.6,6763.2,foot,yes,yes,681.6,6763.2,foot,yes,yes,681.6,6763.2,foot,yes,yes
52,women,763.9,6927.8,no,yes,763.9,6927.8,foot,no,yes,763.9,6927.8,foot,no,yes,763.9,6927.8,foot,no,yes
53,women,763.2999999999998,6926.599999999999,no,yes,763.3,6926.6,foot,no,yes,763.3,6926.6,foot,no,yes,763.3,6926.6,foot,no,yes
54,women,1135.2,7670.4,no,yes,1135.2,7670.4,foot,no,yes,1135.2,7670.4,foot,no,yes,1135.2,7670.4,foot,no,yes
55,women,2174.6,9749.2,no,yes,2174.6,9749.2,transit,no,yes,2174.6,9749.2,transit,no,yes,2174.6,9749.2,transit,no,yes
56,women,1662.9000000000003,8725.800000000001,no,yes,1662.9,8725.8,transit,no,yes,1662.9,8725.8,transit,no,yes,1662.9,8725.8,transit,no,yes
57,women,1585.2,8570.4,no,yes,1585.2,8570.4,foot,no,yes,1585.2,8570.4,foot,no,yes,1585.2,8570.4,foot,no,yes
58,women,2553.9,10507.8,no,yes,2553.9,10507.8,transit,no,yes,2553.9,10507.8,transit,no,yes,2553.9,10507.8,transit,no,yes
59,women,1730.5999999999997,8861.199999999999,no,yes,1730.6,8861.2,transit,no,yes,1730.6,8861.2,transit,no,yes,1730.6,8861.2,transit,no,yes
60,women,936.9,7273.8,no,yes,936.9,7273.8,foot,no,yes,936.9,7273.8,foot,no,yes,936.9,7273.8,foot,no,yes
61,women,1829.0999999999997,9058.199999999999,no,yes,1829.1,9058.2,transit,no,yes,1829.1,9058.2,transit,no,yes,1829.1,9058.2,transit,no,yes
62,women,1516.0,8432.0,no,yes,1516.0,8432.0,transit,no,yes,1516.0,8432.0,transit,no,yes,1516.0,8432.0,transit,no,yes
63,women,1882.7,9165.4,no,yes,1882.7,9165.4,transit,no,yes,1882.7,9165.4,transit,no,yes,1882.7,9165.4,transit,no,yes
64,women,1369.0999999999997,8138.199999999999,no,yes,1369.1,8138.2,transit,no,yes,1369.1,8138.2,transit,no,yes,1369.1,8138.2,transit,no,yes
65,women,1776.5,8953.0,no,yes,1776.5,8953.0,transit,no,yes,1776.5,8953.0,transit,no,yes,1776.5,8953.0,transit,no,yes
66,women,1522.0999999999997,8444.199999999999,no,yes,1522.1,8444.2,transit,no,yes,1522.1,8444.2,transit,no,yes,1522.1,8444.2,transit,no,yes
67,women,226.9,5853.8,yes,yes,226.9,5853.8,foot,yes,yes,226.9,5853.8,foot,yes,yes,226.9,5853.8,foot,yes,yes
68,women,755.1,6910.2,no,yes,755.1,6910.2,foot,no,yes,755.1,6910.2,foot,no,yes,755.1,6910.2,foot,no,yes
69,women,932.7999999999998,7265.599999999999,no,yes,932.8,7265.6,foot,no,yes,932.8,7265.6,foot,no,yes,932.8,7265.6,foot,no,yes
70,women,1230.6,7861.2,no,yes,1230.6,7861.2,foot,no,yes,1230.6,7861.2,foot,no,yes,1230.6,7861.2,foot,no,yes
71,women,1510.7,8421.4,no,yes,1510.7,8421.4,transit,no,yes,1510.7,8421.4,transit,no,yes,1510.7,8421.4,transit,no,yes
72,women,1809.0,9018.0,no,yes,1809.0,9018.0,transit,no,yes,1809.0,9018.0,transit,no,yes,1809.0,9018.0,transit,no,yes
73,women,1313.3,8026.6,no,yes,1313.3,8026.6,foot,no,yes,1313.3,8026.6,foot,no,yes,1313.3,8026.6,foot,no,yes
74,women,1790.3,8980.6,no,yes,1790.3,8980.6,transit,no,yes,1790.3,8980.6,transit,no,yes,1790.3,8980.6,transit,no,yes
75,women,1716.4000000000003,8832.800000000001,no,yes,1716.4,8832.8,transit,no,yes,1716.4,8832.8,transit,no,yes,1716.4,8832.8,transit,no,yes
76,women,1745.9000000000003,8891.800000000001,no,yes,1745.9,8891.8,transit,no,yes,1745.9,8891.8,transit,no,yes,1745.9,8891.8,transit,no,yes
77,women,1470.3,8340.6,no,yes,1470.3,8340.6,transit,no,yes,1470.3,8340.6,transit,no,yes,1470.3,8340.6,transit,no,yes
78,women,1798.9000000000003,8997.800000000001,no,yes,1798.9,8997.8,transit,no,yes,1798.9,8997.8,transit,no,yes,1798.9,8997.8,transit,no,yes
79,women,1313.8,8027.6,no,yes,1313.8,8027.6,transit,no,yes,1313.8,8027.6,transit,no,yes,1313.8,8027.6,transit,no,yes
80,women,1277.2,7954.4,no,yes,1277.2,7954.4,foot,no,yes,1277.2,7954.4,foot,no,yes,1277.2,7954.4,foot,no,yes
81,women,754.2999999999998,6908.599999999999,no,yes,754.3,6908.6,foot,no,yes,754.3,6908.6,foot,no,yes,754.3,6908.6,foot,no,yes
82,women,1429.0,8258.0,no,yes,1429.0,8258.0,transit,no,yes,1429.0,8258.0,transit,no,yes,1429.0,8258.0,transit,no,yes
83,women,1975.5999999999997,9351.199999999999,no,yes,1975.6,9351.2,transit,no,yes,1975.6,9351.2,transit,no,yes,1975.6,9351.2,transit,no,yes
84,women,1713.0999999999997,8826.199999999999,no,yes,1713.1,8826.2,transit,no,yes,1713.1,8826.2,transit,no,yes,1713.1,8826.2,transit,no,yes
85,women,979.1,7358.2,no,yes,979.1,7358.2,foot,no,yes,979.1,7358.2,foot,no,yes,979.1,7358.2,foot,no,yes
86,women,1412.5999999999997,8225.199999999999,no,yes,1412.6,8225.2,transit,no,yes,1412.6,8225.2,transit,no,yes,1412.6,8225.2,transit,no,yes
87,women,1835.7,9071.4,no,yes,1835.7,9071.4,transit,no,yes,1835.7,9071.4,transit,no,yes,1835.7,9071.4,transit,no,yes
88,women,1724.7,8849.4,no,yes,1724.7,8849.4,transit,no,yes,1724.7,8849.4,transit,no,yes,1724.7,8849.4,transit,no,yes
89,women,1119.0,7638.0,no,yes,1119.0,7638.0,transit,no,yes,1119.0,7638.0,transit,no,yes,1119.0,7638.0,transit,no,yes
90,women,2812.1999999999994,11024.399999999998,no,yes,2812.2,11024.4,transit,no,yes,2812.2,11024.4,transit,no,yes,2812.2,11024.4,transit,no,yes
91,women,765.6,6931.2,no,yes,765.6,6931.2,foot,no,yes,765.6,6931.2,foot,no,yes,765.6,6931.2,foot,no,yes
92,women,829.6,7059.2,no,yes,829.6,7059.2,foot,no,yes,829.6,7059.2,foot,no,yes,829.6,7059.2,foot,no,yes
93,women,1105.7,7611.4,no,yes,1105.7,7611.4,foot,no,yes,1105.7,7611.4,foot,no,yes,1105.7,7611.4,foot,no,yes
94,women,1422.5,8245.0,no,yes,1422.5,8245.0,transit,no,yes,1422.5,8245.0,transit,no,yes,1422.5,8245.0,transit,no,yes
95,women,1753.0999999999997,8906.199999999999,no,yes,1753.1,8906.2,transit,no,yes,1753.1,8906.2,transit,no,yes,1753.1,8906.2,transit,no,yes
96,women,1371.5,8143.0,no,yes,1371.5,8143.0,transit,no,yes,1371.5,8143.0,transit,no,yes,1371.5,8143.0,transit,no,yes
97,women,771.5,6943.0,no,yes,771.5,6943.0,foot,no,yes,771.5,6943.0,foot,no,yes,771.5,6943.0,foot,no,yes
98,women,1725.2,8850.4,no,yes,1725.2,8850.4,transit,no,yes,1725.2,8850.4,transit,no,yes,1725.2,8850.4,transit,no,yes
99,women,1555.8,8511.6,no,yes,1555.8,8511.6,foot,no,yes,1555.8,8511.6,foot,no,yes,1555.8,8511.6,foot,no,yes
100,women,3422.1,12244.2,no,yes,3422.1,12244.2,transit,no,yes,3422.1,12244.2,transit,no,yes,3422.1,12244.2,transit,no,yes
101,women,2660.4,10720.8,no,yes,2660.4,10720.8,transit,no,yes,2660.4,10720.8,transit,no,yes,2660.4,10720.8,transit,no,yes
102,women,1946.5,9293.0,no,yes,1946.5,9293.0,foot,no,yes,1946.5,9293.0,foot,no,yes,1946.5,9293.0,foot,no,yes
103,women,1391.7,8183.4,no,yes,1391.7,8183.4,foot,no,yes,1391.7,8183.4,foot,no,yes,1391.7,8183.4,foot,no,yes
0,,,,,,,,transit,yes,yes,,,,,,,,,,
0,,,,,,,,,,,,,transit,yes,yes,,,,,
0,,,,,,,,,,,,,,,,,,transit,yes,yes
0,men,1138.5,7677.0,no,yes,1138.5,7677.0,foot,no,yes,1138.5,7677.0,foot,no,yes,1138.5,7677.0,foot,no,yes
1,men,741.7999999999998,6883.599999999999,no,yes,741.8,6883.6,foot,no,yes,741.8,6883.6,foot,no,yes,741.8,6883.6,foot,no,yes
2,men,773.7000000000002,6947.400000000001,no,yes,773.7,6947.4,foot,no,yes,773.7,6947.4,foot,no,yes,773.7,6947.4,foot,no,yes
3,men,787.6,6975.2,no,yes,787.6,6975.2,foot,no,yes,787.6,6975.2,foot,no,yes,787.6,6975.2,foot,no,yes
4,men,1314.0,8028.0,no,yes,1314.0,8028.0,foot,no,yes,1314.0,8028.0,foot,no,yes,1314.0,8028.0,foot,no,yes
5,men,1341.9,8083.8,no,yes,1341.9,8083.8,transit,no,yes,1341.9,8083.8,transit,no,yes,1341.9,8083.8,transit,no,yes
6,men,477.3,6354.6,no,yes,477.3,6354.6,foot,no,yes,477.3,6354.6,foot,no,yes,477.3,6354.6,foot,no,yes
7,men,1322.6,8045.2,no,yes,1322.6,8045.2,transit,no,yes,1322.6,8045.2,transit,no,yes,1322.6,8045.2,transit,no,yes
8,men,1466.7,8333.4,no,yes,1466.7,8333.4,transit,no,yes,1466.7,8333.4,transit,no,yes,1466.7,8333.4,transit,no,yes
9,men,1599.5,8599.0,no,yes,1599.5,8599.0,transit,no,yes,1599.5,8599.0,transit,no,yes,1599.5,8599.0,transit,no,yes
10,men,1731.4000000000003,8862.800000000001,no,yes,1731.4,8862.8,transit,no,yes,1731.4,8862.8,transit,no,yes,1731.4,8862.8,transit,no,yes
11,men,1146.1,7692.2,no,yes,1146.1,7692.2,transit,no,yes,1146.1,7692.2,transit,no,yes,1146.1,7692.2,transit,no,yes
12,men,1619.2,8638.4,no,yes,1619.2,8638.4,transit,no,yes,1619.2,8638.4,transit,no,yes,1619.2,8638.4,transit,no,yes
13,men,1230.3,7860.6,no,yes,1230.3,7860.6,foot,no,yes,1230.3,7860.6,foot,no,yes,1230.3,7860.6,foot,no,yes
14,men,126.7,5653.4,yes,yes,126.7,5653.4,foot,yes,yes,126.7,5653.4,foot,yes,yes,126.7,5653.4,foot,yes,yes
15,men,2779.0,10958.0,no,yes,2779.0,10958.0,transit,no,yes,2779.0,10958.0,transit,no,yes,2779.0,10958.0,transit,no,yes
16,men,1262.4,7924.8,no,yes,1262.4,7924.8,transit,no,yes,1262.4,7924.8,transit,no,yes,1262.4,7924.8,transit,no,yes
17,men,1130.7,7661.4,no,yes,1130.7,7661.4,foot,no,yes,1130.7,7661.4,foot,no,yes,1130.7,7661.4,foot,no,yes
18,men,1451.2,8302.4,no,yes,1451.2,8302.4,transit,no,yes,1451.2,8302.4,transit,no,yes,1451.2,8302.4,transit,no,yes
19,men,559.3,6518.6,no,yes,559.3,6518.6,foot,no,yes,559.3,6518.6,foot,no,yes,559.3,6518.6,foot,no,yes
20,men,1153.6,7707.2,no,yes,1153.6,7707.2,transit,no,yes,1153.6,7707.2,transit,no,yes,1153.6,7707.2,transit,no,yes
21,men,1070.8,7541.6,no,yes,1070.8,7541.6,foot,no,yes,1070.8,7541.6,foot,no,yes,1070.8,7541.6,foot,no,yes
22,men,299.0,5998.0,yes,yes,299.0,5998.0,foot,yes,yes,299.0,5998.0,foot,yes,yes,299.0,5998.0,foot,yes,yes
23,men,1858.0,9116.0,no,yes,1858.0,9116.0,transit,no,yes,1858.0,9116.0,transit,no,yes,1858.0,9116.0,transit,no,yes
24,men,2226.6,9853.2,no,yes,2226.6,9853.2,transit,no,yes,2226.6,9853.2,transit,no,yes,2226.6,9853.2,transit,no,yes
25,men,569.4,6538.8,no,yes,569.4,6538.8,foot,no,yes,569.4,6538.8,foot,no,yes,569.4,6538.8,foot,no,yes
26,men,2208.0,9816.0,no,yes,2208.0,9816.0,transit,no,yes,2208.0,9816.0,transit,no,yes,2208.0,9816.0,transit,no,yes
27,men,1888.0,9176.0,no,yes,1888.0,9176.0,transit,no,yes,1888.0,9176.0,transit,no,yes,1888.0,9176.0,transit,no,yes
28,men,1250.9,7901.8,no,yes,1250.9,7901.8,transit,no,yes,1250.9,7901.8,transit,no,yes,1250.9,7901.8,transit,no,yes
29,men,1125.3,7650.6,no,yes,1125.3,7650.6,transit,no,yes,1125.3,7650.6,transit,no,yes,1125.3,7650.6,transit,no,yes
30,men,529.5,6459.0,no,yes,529.5,6459.0,foot,no,yes,529.5,6459.0,foot,no,yes,529.5,6459.0,foot,no,yes
31,men,1620.5,8641.0,no,yes,1620.5,8641.0,transit,no,yes,1620.5,8641.0,transit,no,yes,1620.5,8641.0,transit,no,yes
32,men,1191.6,7783.2,no,yes,1191.6,7783.2,foot,no,yes,1191.6,7783.2,foot,no,yes,1191.6,7783.2,foot,no,yes
33,men,1483.0999999999997,8366.199999999999,no,yes,1483.1,8366.2,transit,no,yes,1483.1,8366.2,transit,no,yes,1483.1,8366.2,transit,no,yes
34,men,1670.2,8740.4,no,yes,1670.2,8740.4,transit,no,yes,1670.2,8740.4,transit,no,yes,1670.2,8740.4,transit,no,yes
35,men,1262.0,7924.0,no,yes,1262.0,7924.0,foot,no,yes,1262.0,7924.0,foot,no,yes,1262.0,7924.0,foot,no,yes
36,men,1907.0999999999997,9214.199999999999,no,yes,1907.1,9214.2,transit,no,yes,1907.1,9214.2,transit,no,yes,1907.1,9214.2,transit,no,yes
37,men,1833.7,9067.4,no,yes,1833.7,9067.4,transit,no,yes,1833.7,9067.4,transit,no,yes,1833.7,9067.4,transit,no,yes
38,men,1268.3,7936.6,no,yes,1268.3,7936.6,foot,no,yes,1268.3,7936.6,foot,no,yes,1268.3,7936.6,foot,no,yes
39,men,1772.2,8944.4,no,yes,1772.2,8944.4,transit,no,yes,1772.2,8944.4,transit,no,yes,1772.2,8944.4,transit,no,yes
40,men,564.6,6529.2,no,yes,564.6,6529.2,foot,no,yes,564.6,6529.2,foot,no,yes,564.6,6529.2,foot,no,yes
41,men,1092.9,7585.8,no,yes,1092.9,7585.8,foot,no,yes,1092.9,7585.8,foot,no,yes,1092.9,7585.8,foot,no,yes
42,men,1092.9,7585.8,no,yes,1092.9,7585.8,foot,no,yes,1092.9,7585.8,foot,no,yes,1092.9,7585.8,foot,no,yes
43,men,1727.2,8854.4,no,yes,1727.2,8854.4,transit,no,yes,1727.2,8854.4,transit,no,yes,1727.2,8854.4,transit,no,yes
44,men,1244.9,7889.8,no,yes,1244.9,7889.8,transit,no,yes,1244.9,7889.8,transit,no,yes,1244.9,7889.8,transit,no,yes
45,men,1075.5,7551.0,no,yes,1075.5,7551.0,foot,no,yes,1075.5,7551.0,foot,no,yes,1075.5,7551.0,foot,no,yes
46,men,1250.0,7900.0,no,yes,1250.0,7900.0,foot,no,yes,1250.0,7900.0,foot,no,yes,1250.0,7900.0,foot,no,yes
47,men,1530.0,8460.0,no,yes,1530.0,8460.0,transit,no,yes,1530.0,8460.0,transit,no,yes,1530.0,8460.0,transit,no,yes
48,men,1556.8,8513.6,no,yes,1556.8,8513.6,transit,no,yes,1556.8,8513.6,transit,no,yes,1556.8,8513.6,transit,no,yes
49,men,2160.7,9721.4,no,yes,2160.7,9721.4,transit,no,yes,2160.7,9721.4,transit,no,yes,2160.7,9721.4,transit,no,yes
50,men,1543.5,8487.0,no,yes,1543.5,8487.0,foot,no,yes,1543.5,8487.0,foot,no,yes,1543.5,8487.0,foot,no,yes
51,men,681.6,6763.2,no,yes,681.6,6763.2,foot,no,yes,681.6,6763.2,foot,no,yes,681.6,6763.2,foot,no,yes
52,men,763.9,6927.8,no,yes,763.9,6927.8,foot,no,yes,763.9,6927.8,foot,no,yes,763.9,6927.8,foot,no,yes
53,men,763.2999999999998,6926.599999999999,no,yes,763.3,6926.6,foot,no,yes,763.3,6926.6,foot,no,yes,763.3,6926.6,foot,no,yes
54,men,1135.2,7670.4,no,yes,1135.2,7670.4,foot,no,yes,1135.2,7670.4,foot,no,yes,1135.2,7670.4,foot,no,yes
55,men,2174.6,9749.2,no,yes,2174.6,9749.2,transit,no,yes,2174.6,9749.2,transit,no,yes,2174.6,9749.2,transit,no,yes
56,men,1662.9000000000003,8725.800000000001,no,yes,1662.9,8725.8,transit,no,yes,1662.9,8725.8,transit,no,yes,1662.9,8725.8,transit,no,yes
57,men,1585.2,8570.4,no,yes,1585.2,8570.4,foot,no,yes,1585.2,8570.4,foot,no,yes,1585.2,8570.4,foot,no,yes
58,men,2553.9,10507.8,no,yes,2553.9,10507.8,transit,no,yes,2553.9,10507.8,transit,no,yes,2553.9,10507.8,transit,no,yes
59,men,1730.5999999999997,8861.199999999999,no,yes,1730.6,8861.2,transit,no,yes,1730.6,8861.2,transit,no,yes,1730.6,8861.2,transit,no,yes
60,men,936.9,7273.8,no,yes,936.9,7273.8,foot,no,yes,936.9,7273.8,foot,no,yes,936.9,7273.8,foot,no,yes
61,men,1829.0999999999997,9058.199999999999,no,yes,1829.1,9058.2,transit,no,yes,1829.1,9058.2,transit,no,yes,1829.1,9058.2,transit,no,yes
62,men,1516.0,8432.0,no,yes,1516.0,8432.0,transit,no,yes,1516.0,8432.0,transit,no,yes,1516.0,8432.0,transit,no,yes
63,men,1882.7,9165.4,no,yes,1882.7,9165.4,transit,no,yes,1882.7,9165.4,transit,no,yes,1882.7,9165.4,transit,no,yes
64,men,1369.0999999999997,8138.199999999999,no,yes,1369.1,8138.2,transit,no,yes,1369.1,8138.2,transit,no,yes,1369.1,8138.2,transit,no,yes
65,men,1776.5,8953.0,no,yes,1776.5,8953.0,transit,no,yes,1776.5,8953.0,transit,no,yes,1776.5,8953.0,transit,no,yes
66,men,1522.0999999999997,8444.199999999999,no,yes,1522.1,8444.2,transit,no,yes,1522.1,8444.2,transit,no,yes,1522.1,8444.2,transit,no,yes
67,men,226.9,5853.8,yes,yes,226.9,5853.8,foot,yes,yes,226.9,5853.8,foot,yes,yes,226.9,5853.8,foot,yes,yes
68,men,755.1,6910.2,no,yes,755.1,6910.2,foot,no,yes,755.1,6910.2,foot,no,yes,755.1,6910.2,foot,no,yes
69,men,932.7999999999998,7265.599999999999,no,yes,932.8,7265.6,foot,no,yes,932.8,7265.6,foot,no,yes,932.8,7265.6,foot,no,yes
70,men,1230.6,7861.2,no,yes,1230.6,7861.2,foot,no,yes,1230.6,7861.2,foot,no,yes,1230.6,7861.2,foot,no,yes
71,men,1510.7,8421.4,no,yes,1510.7,8421.4,transit,no,yes,1510.7,8421.4,transit,no,yes,1510.7,8421.4,transit,no,yes
72,men,1809.0,9018.0,no,yes,1809.0,9018.0,transit,no,yes,1809.0,9018.0,transit,no,yes,1809.0,9018.0,transit,no,yes
73,men,1313.3,8026.6,no,yes,1313.3,8026.6,foot,no,yes,1313.3,8026.6,foot,no,yes,1313.3,8026.6,foot,no,yes
74,men,1790.3,8980.6,no,yes,1790.3,8980.6,transit,no,yes,1790.3,8980.6,transit,no,yes,1790.3,8980.6,transit,no,yes
75,men,1716.4000000000003,8832.800000000001,no,yes,1716.4,8832.8,transit,no,yes,1716.4,8832.8,transit,no,yes,1716.4,8832.8,transit,no,yes
76,men,1745.9000000000003,8891.800000000001,no,yes,1745.9,8891.8,transit,no,yes,1745.9,8891.8,transit,no,yes,1745.9,8891.8,transit,no,yes
