,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,average changes,15_chosen_route,18_chosen_route,21_chosen_route,average_chosen_route,15_visit_time,15_likely_women,15_possible_women,18_visit_time,18_likely_women,18_possible_women,21_visit_time,21_likely_women,21_possible_women,average_visit_time,average_likely_women,average_possible_women,15_likely_men,15_possible_men,18_likely_men,18_possible_men,21_likely_men,21_possible_men,average_likely_men,average_possible_men,15_likely_children 10-17,15_possible_children 10-17,18_likely_children 10-17,18_possible_children 10-17,21_likely_children 10-17,21_possible_children 10-17,average_likely_children 10-17,average_possible_children 10-17,15_likely_45-64,15_possible_45-64,18_likely_45-64,18_possible_45-64,21_likely_45-64,21_possible_45-64,average_likely_45-64,average_possible_45-64,15_likely_65 and over,15_possible_65 and over,18_likely_65 and over,18_possible_65 and over,21_likely_65 and over,21_possible_65 and over,average_likely_65 and over,average_possible_65 and over
10,Nickel-Odeon Kino-Center,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,446.7,2376.4,Aue-Bad Schlema,POINT (12.68145242445313 50.59758999756365),842.2391665881331,2411.652767954263,,,,,,,,foot,2376.4,car,,,foot,2376.4,car,,,foot,2376.4,car,,,,,,2376.4,2376.4,2376.4,2376.4,10152.8,no,yes,10152.8,no,yes,10152.8,no,yes,10152.8,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
11,Nickel-Odeon Kino-Center,Nickel-Odeon Kino-Center_Auestation_15.csv,504.7,63.8,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,457.0,716.7,Aue-Bad Schlema,POINT (12.703582650811832 50.59146745402354),2058.2535582768096,739.5934994064859,,,1.4654121248394807,,,,,transit,504.7,car,120.0,76.22349910838122,foot,716.7,car,,,foot,716.7,car,,,,,,504.7,716.7,716.7,646.0333333333334,6409.4,yes,yes,6833.4,yes,yes,6833.4,yes,yes,6692.066666666667,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes
12,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Stadion_15.csv",1119.3,618.4,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,296.4,373.8,Aue-Bad Schlema,POINT (12.712598922867945 50.59052056451314),2600.6953855250654,437.0616057372651,,,0.3904776250667963,,,,,foot,373.8,car,180.0,83.91852050388636,foot,373.8,car,,,foot,373.8,car,,,,,,373.8,373.8,373.8,373.8,6147.6,yes,yes,6147.6,yes,yes,6147.6,yes,yes,6147.6,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
13,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Lindenstr_15.csv",1148.1,647.2,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,288.9,239.5,Aue-Bad Schlema,POINT (12.712923379713832 50.588259273865674),2780.8414227716426,220.5750231225516,,,0.1921217865364965,,,,,foot,239.5,car,179.9999999999999,84.32192317742359,foot,239.5,car,,,foot,239.5,car,,,,,,239.5,239.5,239.5,239.5,5879.0,yes,yes,5879.0,yes,yes,5879.0,yes,yes,5879.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
14,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Agricolastr_15.csv",1123.6,622.7,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,463.1,795.2,Aue-Bad Schlema,POINT (12.71294964073158 50.59395990632753),2403.6189298607555,816.1086717905941,,,0.7263338125583786,,,,,foot,795.2,car,179.9999999999999,83.98006407974368,foot,795.2,car,,,foot,795.2,car,,,,,,795.2,795.2,795.2,795.2000000000002,6990.4,no,yes,6990.4,no,yes,6990.4,no,yes,6990.400000000001,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
15,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Landratsamt_15.csv",761.9,192.4,449.5,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,255.3,910.7,Aue-Bad Schlema,POINT (12.69795827016508 50.58912009528824),2033.209813320044,955.83823191207,,,1.2545455202940938,,,,,transit,761.9,car,120.0,84.24990156188477,foot,910.7,car,,,foot,910.7,car,,,,,,761.9,910.7,910.7,861.1,6923.8,no,yes,7221.4,no,yes,7221.4,no,yes,7122.2,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
16,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Klinikum,Gartenstr_15.csv",787.0,286.1,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,413.5,1088.1,Aue-Bad Schlema,POINT (12.706818746492823 50.59530856708884),1955.908457664556,996.7764213725586,,,1.266551996661447,,,,,transit,787.0,car,180.0,77.12833545108006,foot,1088.1,car,,,foot,1088.1,car,,,,,,787.0,1088.1,1088.1,987.7333333333332,6974.0,no,yes,7576.2,no,yes,7576.2,no,yes,7375.466666666666,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
17,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Diakonissenhaus_15.csv",923.4,482.5,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,260.7,1254.2,Aue-Bad Schlema,POINT (12.694554266436377 50.590294753738675),1806.356544950872,1225.179398154495,,,1.3268132966801982,,,,,transit,923.4,car,120.0,87.00454840805718,foot,1254.2,car,,,foot,1254.2,car,,,,,,923.4,1254.2,1254.2,1143.9333333333334,7246.8,no,yes,7908.4,no,yes,7908.4,no,yes,7687.866666666667,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
18,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Bahnhof_15.csv",507.4,66.5,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,457.9,648.4,Aue-Bad Schlema,POINT (12.704534532614723 50.59086360167356),2153.3911631321853,644.3929788037186,,,1.269990104067242,,,,,transit,507.4,car,120.0,76.3500197083169,foot,648.4,car,,,foot,648.4,car,,,,,,507.4,648.4,648.4,601.4,6414.8,yes,yes,6696.8,yes,yes,6696.8,yes,yes,6602.8,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes
19,Nickel-Odeon Kino-Center,"Nickel-Odeon Kino-Center_Aue,Albert-Schweitzer-Str_15.csv",1097.5,596.6,320.9,0.0,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,423.0,1029.8,Aue-Bad Schlema,POINT (12.71432125 50.59710815),2334.2706483787124,1178.600929189436,,,1.0738960630427663,,,,,foot,1029.8,car,180.0,83.5990888382688,foot,1029.8,car,,,foot,1029.8,car,,,,,,1029.8,1029.8,1029.8,1029.8,7459.6,no,yes,7459.6,no,yes,7459.6,no,yes,7459.6,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
