,group,average travel time,average visit time,average likely,average possible,15 travel time,15 visit time,15 mode,15 likely,15 possible,18 travel time,18 visit time,18 mode,18 likely,18 possible,21 travel time,21 visit time,21 mode,21 likely,21 possible
75,women,1985.2,9370.4,no,yes,1985.2,9370.4,foot,no,yes,1985.2,9370.4,foot,no,yes,1985.2,9370.4,foot,no,yes
76,women,2309.4,10018.8,no,yes,2309.4,10018.8,foot,no,yes,2309.4,10018.8,foot,no,yes,2309.4,10018.8,foot,no,yes
77,women,2150.9,9701.8,no,yes,2150.9,9701.8,foot,no,yes,2150.9,9701.8,foot,no,yes,2150.9,9701.8,foot,no,yes
78,women,2486.2,10372.4,no,yes,2486.2,10372.4,foot,no,yes,2486.2,10372.4,foot,no,yes,2486.2,10372.4,foot,no,yes
79,women,1548.0999999999997,8496.199999999999,no,yes,1548.1,8496.2,foot,no,yes,1548.1,8496.2,foot,no,yes,1548.1,8496.2,foot,no,yes
80,women,1114.8,7629.6,no,yes,1114.8,7629.6,foot,no,yes,1114.8,7629.6,foot,no,yes,1114.8,7629.6,foot,no,yes
81,women,1845.4000000000003,9090.800000000001,no,yes,1845.4,9090.8,foot,no,yes,1845.4,9090.8,foot,no,yes,1845.4,9090.8,foot,no,yes
82,women,2167.8,9735.6,no,yes,2167.8,9735.6,foot,no,yes,2167.8,9735.6,foot,no,yes,2167.8,9735.6,foot,no,yes
83,women,1203.5,7807.0,no,yes,1203.5,7807.0,foot,no,yes,1203.5,7807.0,foot,no,yes,1203.5,7807.0,foot,no,yes
84,women,1661.3,8722.6,no,yes,1661.3,8722.6,foot,no,yes,1661.3,8722.6,foot,no,yes,1661.3,8722.6,foot,no,yes
85,women,1448.2,8296.4,no,yes,1448.2,8296.4,foot,no,yes,1448.2,8296.4,foot,no,yes,1448.2,8296.4,foot,no,yes
86,women,2052.4,9504.8,no,yes,2052.4,9504.8,foot,no,yes,2052.4,9504.8,foot,no,yes,2052.4,9504.8,foot,no,yes
87,women,238.30000000000004,5876.6,yes,yes,238.3,5876.6,foot,yes,yes,238.3,5876.6,foot,yes,yes,238.3,5876.6,foot,yes,yes
88,women,1309.3,8018.6,no,yes,1309.3,8018.6,foot,no,yes,1309.3,8018.6,foot,no,yes,1309.3,8018.6,foot,no,yes
89,women,1873.8,9147.6,no,yes,1873.8,9147.6,foot,no,yes,1873.8,9147.6,foot,no,yes,1873.8,9147.6,foot,no,yes
90,women,3354.4,12108.8,no,yes,3354.4,12108.8,foot,no,yes,3354.4,12108.8,foot,no,yes,3354.4,12108.8,foot,no,yes
91,women,2195.1,9790.2,no,yes,2195.1,9790.2,foot,no,yes,2195.1,9790.2,foot,no,yes,2195.1,9790.2,foot,no,yes
92,women,1285.0,7970.0,no,yes,1285.0,7970.0,foot,no,yes,1285.0,7970.0,foot,no,yes,1285.0,7970.0,foot,no,yes
93,women,1103.1,7606.2,no,yes,1103.1,7606.2,foot,no,yes,1103.1,7606.2,foot,no,yes,1103.1,7606.2,foot,no,yes
94,women,3777.0,12954.0,no,yes,3777.0,12954.0,foot,no,yes,3777.0,12954.0,foot,no,yes,3777.0,12954.0,foot,no,yes
95,women,1451.2,8302.4,no,yes,1451.2,8302.4,foot,no,yes,1451.2,8302.4,foot,no,yes,1451.2,8302.4,foot,no,yes
96,women,3477.3000000000006,12354.600000000002,no,yes,3477.3,12354.6,foot,no,yes,3477.3,12354.6,foot,no,yes,3477.3,12354.6,foot,no,yes
97,women,1880.2,9160.4,no,yes,1880.2,9160.4,foot,no,yes,1880.2,9160.4,foot,no,yes,1880.2,9160.4,foot,no,yes
98,women,1098.3,7596.6,no,yes,1098.3,7596.6,foot,no,yes,1098.3,7596.6,foot,no,yes,1098.3,7596.6,foot,no,yes
99,women,2311.7,10023.4,no,yes,2311.7,10023.4,foot,no,yes,2311.7,10023.4,foot,no,yes,2311.7,10023.4,foot,no,yes
100,women,2707.0,10814.0,no,yes,2707.0,10814.0,foot,no,yes,2707.0,10814.0,foot,no,yes,2707.0,10814.0,foot,no,yes
101,women,2707.0,10814.0,no,yes,2707.0,10814.0,foot,no,yes,2707.0,10814.0,foot,no,yes,2707.0,10814.0,foot,no,yes
102,women,2707.0,10814.0,no,yes,2707.0,10814.0,foot,no,yes,2707.0,10814.0,foot,no,yes,2707.0,10814.0,foot,no,yes
103,women,2707.0,10814.0,no,yes,2707.0,10814.0,foot,no,yes,2707.0,10814.0,foot,no,yes,2707.0,10814.0,foot,no,yes
0,,,,,,,,transit,yes,yes,,,,,,,,,,
0,,,,,,,,,,,,,transit,yes,yes,,,,,
0,,,,,,,,,,,,,,,,,,transit,yes,yes
0,men,1082.4,7564.8,no,yes,1082.4,7564.8,foot,no,yes,1082.4,7564.8,foot,no,yes,1082.4,7564.8,foot,no,yes
1,men,1325.1,8050.2,no,yes,1325.1,8050.2,foot,no,yes,1325.1,8050.2,foot,no,yes,1325.1,8050.2,foot,no,yes
2,men,1061.6,7523.2,no,yes,1061.6,7523.2,foot,no,yes,1061.6,7523.2,foot,no,yes,1061.6,7523.2,foot,no,yes
3,men,2167.3,9734.6,no,yes,2167.3,9734.6,foot,no,yes,2167.3,9734.6,foot,no,yes,2167.3,9734.6,foot,no,yes
4,men,3497.6,12395.2,no,yes,3497.6,12395.2,foot,no,yes,3497.6,12395.2,foot,no,yes,3497.6,12395.2,foot,no,yes
5,men,1093.2,7586.4,no,yes,1093.2,7586.4,foot,no,yes,1093.2,7586.4,foot,no,yes,1093.2,7586.4,foot,no,yes
6,men,1380.3,8160.6,no,yes,1380.3,8160.6,foot,no,yes,1380.3,8160.6,foot,no,yes,1380.3,8160.6,foot,no,yes
7,men,1291.4,7982.8,no,yes,1291.4,7982.8,foot,no,yes,1291.4,7982.8,foot,no,yes,1291.4,7982.8,foot,no,yes
8,men,1619.5999999999997,8639.199999999999,no,yes,1619.6,8639.2,foot,no,yes,1619.6,8639.2,foot,no,yes,1619.6,8639.2,foot,no,yes
9,men,1727.2,8854.4,no,yes,1727.2,8854.4,foot,no,yes,1727.2,8854.4,foot,no,yes,1727.2,8854.4,foot,no,yes
10,men,1470.3,8340.6,no,yes,1470.3,8340.6,foot,no,yes,1470.3,8340.6,foot,no,yes,1470.3,8340.6,foot,no,yes
11,men,972.0,7344.0,no,yes,972.0,7344.0,foot,no,yes,972.0,7344.0,foot,no,yes,972.0,7344.0,foot,no,yes
12,men,935.2000000000002,7270.400000000001,no,yes,935.2,7270.4,foot,no,yes,935.2,7270.4,foot,no,yes,935.2,7270.4,foot,no,yes
13,men,1404.8,8209.6,no,yes,1404.8,8209.6,foot,no,yes,1404.8,8209.6,foot,no,yes,1404.8,8209.6,foot,no,yes
14,men,334.6,6069.2,yes,yes,334.6,6069.2,foot,yes,yes,334.6,6069.2,foot,yes,yes,334.6,6069.2,foot,yes,yes
15,men,3190.1999999999994,11780.399999999998,no,yes,3190.2,11780.4,foot,no,yes,3190.2,11780.4,foot,no,yes,3190.2,11780.4,foot,no,yes
16,men,1329.0,8058.0,no,yes,1329.0,8058.0,foot,no,yes,1329.0,8058.0,foot,no,yes,1329.0,8058.0,foot,no,yes
17,men,1270.9,7941.8,no,yes,1270.9,7941.8,foot,no,yes,1270.9,7941.8,foot,no,yes,1270.9,7941.8,foot,no,yes
18,men,437.8,6275.6,yes,yes,437.8,6275.6,foot,yes,yes,437.8,6275.6,foot,yes,yes,437.8,6275.6,foot,yes,yes
19,men,2141.0,9682.0,no,yes,2141.0,9682.0,foot,no,yes,2141.0,9682.0,foot,no,yes,2141.0,9682.0,foot,no,yes
20,men,1873.7,9147.4,no,yes,1873.7,9147.4,foot,no,yes,1873.7,9147.4,foot,no,yes,1873.7,9147.4,foot,no,yes
21,men,1894.0,9188.0,no,yes,1894.0,9188.0,foot,no,yes,1894.0,9188.0,foot,no,yes,1894.0,9188.0,foot,no,yes
22,men,1455.0,8310.0,no,yes,1455.0,8310.0,foot,no,yes,1455.0,8310.0,foot,no,yes,1455.0,8310.0,foot,no,yes
23,men,1341.3,8082.6,no,yes,1341.3,8082.6,foot,no,yes,1341.3,8082.6,foot,no,yes,1341.3,8082.6,foot,no,yes
24,men,1776.2,8952.4,no,yes,1776.2,8952.4,foot,no,yes,1776.2,8952.4,foot,no,yes,1776.2,8952.4,foot,no,yes
25,men,2385.6,10171.2,no,yes,2385.6,10171.2,foot,no,yes,2385.6,10171.2,foot,no,yes,2385.6,10171.2,foot,no,yes
26,men,1395.4000000000003,8190.800000000001,no,yes,1395.4,8190.8,foot,no,yes,1395.4,8190.8,foot,no,yes,1395.4,8190.8,foot,no,yes
27,men,1569.2,8538.4,no,yes,1569.2,8538.4,foot,no,yes,1569.2,8538.4,foot,no,yes,1569.2,8538.4,foot,no,yes
28,men,1083.9,7567.8,no,yes,1083.9,7567.8,foot,no,yes,1083.9,7567.8,foot,no,yes,1083.9,7567.8,foot,no,yes
29,men,2052.4,9504.8,no,yes,2052.4,9504.8,foot,no,yes,2052.4,9504.8,foot,no,yes,2052.4,9504.8,foot,no,yes
30,men,1003.7000000000002,7407.400000000001,no,yes,1003.7,7407.4,foot,no,yes,1003.7,7407.4,foot,no,yes,1003.7,7407.4,foot,no,yes
31,men,2282.4,9964.8,no,yes,2282.4,9964.8,foot,no,yes,2282.4,9964.8,foot,no,yes,2282.4,9964.8,foot,no,yes
32,men,1125.5,7651.0,no,yes,1125.5,7651.0,foot,no,yes,1125.5,7651.0,foot,no,yes,1125.5,7651.0,foot,no,yes
33,men,808.2000000000002,7016.400000000001,no,yes,808.2,7016.4,foot,no,yes,808.2,7016.4,foot,no,yes,808.2,7016.4,foot,no,yes
34,men,1000.4,7400.8,no,yes,1000.4,7400.8,foot,no,yes,1000.4,7400.8,foot,no,yes,1000.4,7400.8,foot,no,yes
35,men,1443.7,8287.4,no,yes,1443.7,8287.4,foot,no,yes,1443.7,8287.4,foot,no,yes,1443.7,8287.4,foot,no,yes
