,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,population,level,level_dummy,cinemas,population aggr,population density,built-up area,transit departures,transit stops,osm_cinemas,average changes,area average changes,15_chosen_route,18_chosen_route,21_chosen_route,average_chosen_route,15_visit_time,15_likely_women,15_possible_women,18_visit_time,18_likely_women,18_possible_women,21_visit_time,21_likely_women,21_possible_women,average_visit_time,average_likely_women,average_possible_women,15_likely_men,15_possible_men,18_likely_men,18_possible_men,21_likely_men,21_possible_men,average_likely_men,average_possible_men,15_likely_children 10-17,15_possible_children 10-17,18_likely_children 10-17,18_possible_children 10-17,21_likely_children 10-17,21_possible_children 10-17,average_likely_children 10-17,average_possible_children 10-17,15_likely_45-64,15_possible_45-64,18_likely_45-64,18_possible_45-64,21_likely_45-64,21_possible_45-64,average_likely_45-64,average_possible_45-64,15_likely_65 and over,15_possible_65 and over,18_likely_65 and over,18_possible_65 and over,21_likely_65 and over,21_possible_65 and over,average_likely_65 and over,average_possible_65 and over
109,Luchs,Luchs_S-BahnhofSilberhöhe_15.csv,3682.0,1791.7,570.3,0.0,Luchs_S-BahnhofSilberhöhe_18.csv,3622.0,1791.7,570.3,0.0,Luchs_S-BahnhofSilberhöhe_21.csv,3459.5,1280.0,559.5,1.0,1224.4,6309.6,Halle (Saale),POINT (11.961389749999999 51.43585684999999),4971.432958502648,7806.662287712127,,10763.5,2.120223326374831,2.1553457448128457,2.256586873164367,2.1773853147840145,9539.1,transit,3682.0,car,1320.0,64.1499185225421,transit,3622.0,car,1260.0,65.21258972943126,transit,3459.5,car,1620.0,53.17242376065906,4200.0,182.5349320126324,,top,3,6,242083,1792.81,52.92,60209,290,5,1.0,1.5779092702169626,3682.0,3622.0,3459.5,3587.8333333333335,12764.0,no,yes,12644.0,no,yes,12319.0,no,yes,12575.666666666668,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
110,Puschkino,Puschkino_S-BahnhofSilberhöhe_15.csv,3665.7,2058.4,767.3,0.0,Puschkino_S-BahnhofSilberhöhe_18.csv,3665.7,2058.4,767.3,1.0,Puschkino_S-BahnhofSilberhöhe_21.csv,3850.7,1831.7,699.0,0.0,1086.8,5279.1,Halle (Saale),POINT (11.961134157553321 51.432121968782816),5386.803992626977,6654.266148237647,,11182.1,1.815278432015072,1.815278432015072,1.7280666237924656,1.7862078292742027,10095.3,transit,3665.7,car,840.0,77.08486782879123,transit,3665.7,car,840.0,77.08486782879123,transit,3850.7,car,1320.0,65.72051834731347,3000.0,219.89025400489595,,top,3,6,242083,1792.81,52.92,60209,290,5,1.0,1.5779092702169626,3665.7,3665.7,3850.7,3727.3666666666663,12731.4,no,yes,12731.4,no,yes,13101.4,no,yes,12854.733333333334,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
111,CinemaxX,CinemaxX_S-BahnhofSilberhöhe_15.csv,3214.3,2058.4,195.9,0.0,CinemaxX_S-BahnhofSilberhöhe_18.csv,3025.7,2058.4,367.3,0.0,CinemaxX_S-BahnhofSilberhöhe_21.csv,3047.6,1831.7,195.9,0.0,904.8,4655.4,Halle (Saale),POINT (11.961134157553321 51.432121968782816),5386.803992626977,5526.42356328152,,9287.6,1.719324133802545,1.8264942206039991,1.813369065258407,1.7863958065549834,8382.800000000001,transit,3214.3,car,960.0,70.13346607348412,transit,3025.7,car,599.9999999999995,80.16987804474999,transit,3047.6,car,1019.9999999999998,66.53104081900513,2579.999999999999,216.83438493723924,,top,3,6,242083,1792.81,52.92,60209,290,5,0.0,1.5779092702169626,3214.3,3025.7,3047.6,3095.866666666667,11828.6,no,yes,11451.4,no,yes,11495.2,no,yes,11591.733333333334,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
112,Bel Etage,Bel Etage_S-BahnhofSilberhöhe_15.csv,2993.4,2058.4,335.0,0.0,Bel Etage_S-BahnhofSilberhöhe_18.csv,2993.4,2058.4,335.0,0.0,Bel Etage_S-BahnhofSilberhöhe_21.csv,2826.7,1831.7,335.0,0.0,753.0,4211.5,Halle (Saale),POINT (11.961134157553321 51.432121968782816),5386.803992626977,5033.164808372288,,8813.5,1.6814207283932276,1.6814207283932276,1.780579760276042,1.7144737390208324,8060.5,transit,2993.4,car,600.0,79.95590298657045,transit,2993.4,car,600.0,79.95590298657045,transit,2826.7,car,660.0,76.6512187356281,1860.0,236.563024708769,,top,3,6,242083,1792.81,52.92,60209,290,5,0.0,1.5779092702169626,2993.4,2993.4,2826.7,2937.8333333333335,11386.8,no,yes,11386.8,no,yes,11053.4,no,yes,11275.666666666668,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
113,Prisma Cinema Halle-Neustadt,Prisma Cinema Halle-Neustadt_S-BahnhofSilberhöhe_15.csv,3757.7,2058.4,79.3,1.0,Prisma Cinema Halle-Neustadt_S-BahnhofSilberhöhe_18.csv,3951.0,1831.7,79.3,1.0,Prisma Cinema Halle-Neustadt_S-BahnhofSilberhöhe_21.csv,4551.0,1831.7,79.3,2.0,1144.1,6088.8,Halle (Saale),POINT (11.961134157553321 51.432121968782816),5386.803992626977,5973.781972300807,,12259.7,1.589744251084655,1.5119670899268052,1.3126306245442336,1.4714473218518975,11115.6,transit,3757.7,car,1619.9999999999995,56.88852223434549,transit,3951.0,car,2040.0,48.36750189825361,transit,4551.0,car,2640.0,41.99077125906394,6300.0,147.24679539166303,,top,3,6,242083,1792.81,52.92,60209,290,5,4.0,1.5779092702169626,3757.7,3951.0,4551.0,4086.566666666667,12915.4,no,yes,13302.0,no,yes,14502.0,no,yes,13573.133333333335,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
114,Luchs,Luchs_S-BahnhofSilberhöhe_15.csv,3948.7,2058.4,570.3,0.0,Luchs_S-BahnhofSilberhöhe_18.csv,3888.7,2058.4,570.3,0.0,Luchs_S-BahnhofSilberhöhe_21.csv,3726.2,1546.7,559.5,1.0,1228.5,6576.3,Halle (Saale),POINT (11.961134157553321 51.432121968782816),5386.803992626977,8222.176178072863,,11563.6,2.082248886487417,2.114376572652265,2.2065847721734912,2.1344034104377245,10335.1,transit,3948.7,car,1320.0,66.57127662268594,transit,3888.7,car,1260.0,67.59842620927303,transit,3726.2,car,1620.0,56.5240727819226,4200.0,190.6937756138816,,top,3,6,242083,1792.81,52.92,60209,290,5,1.0,1.5779092702169626,3948.7,3888.7,3726.2,3854.533333333333,13297.4,no,yes,13177.4,no,yes,12852.4,no,yes,13109.066666666666,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
115,Puschkino,Puschkino_Camillo-Irmscher-Straße_15.csv,1675.6,574.3,141.3,0.0,Puschkino_Camillo-Irmscher-Straße_18.csv,1675.6,574.3,141.3,0.0,Puschkino_Camillo-Irmscher-Straße_21.csv,1588.4,247.1,141.3,2.0,730.9,3804.7,Halle (Saale),POINT (11.985902229906138 51.45071242634564),3511.8399853641968,4743.7511962025565,,4939.6,2.831076149559893,2.831076149559893,2.9864965979618208,2.882882965693869,4208.700000000001,transit,1675.6,car,960.0,42.70708999761279,transit,1675.6,car,960.0,42.70708999761279,transit,1588.4,car,1200.0,24.45227902291614,3120.0,109.86645901814173,,top,3,6,242083,1792.81,52.92,60209,290,5,2.0,1.5779092702169626,1675.6,1675.6,1588.4,1646.5333333333335,8751.2,no,yes,8751.2,no,yes,8576.8,no,yes,8693.066666666668,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
116,CinemaxX,CinemaxX_Camillo-Irmscher-Straße_15.csv,1283.0,247.1,195.9,0.0,CinemaxX_Camillo-Irmscher-Straße_18.csv,1283.0,247.1,195.9,0.0,CinemaxX_Camillo-Irmscher-Straße_21.csv,1652.5,856.6,195.9,0.0,531.4,2587.7,Halle (Saale),POINT (11.985902229906138 51.45071242634564),3511.8399853641968,3314.558699439497,,4218.5,2.583444036975446,2.583444036975446,2.005784386952797,2.3908908203012293,3687.1,transit,1283.0,car,840.0,34.52844894777864,transit,1283.0,car,840.0,34.52844894777864,transit,1652.5,car,600.0,63.69137670196672,2280.0,132.74827459752402,,top,3,6,242083,1792.81,52.92,60209,290,5,0.0,1.5779092702169626,1283.0,1283.0,1652.5,1406.1666666666667,7966.0,no,yes,7966.0,no,yes,8705.0,no,yes,8212.333333333334,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
117,Bel Etage,Bel Etage_Camillo-Irmscher-Straße_15.csv,1064.3,247.1,337.2,0.0,Bel Etage_Camillo-Irmscher-Straße_18.csv,1064.3,247.1,337.2,0.0,Bel Etage_Camillo-Irmscher-Straße_21.csv,1211.5,574.3,337.2,0.0,546.9,2123.8,Halle (Saale),POINT (11.985902229906138 51.45071242634564),3511.8399853641968,2741.655510858472,,3340.1,2.576017580436411,2.576017580436411,2.263025597076741,2.471686919316521,2793.2,transit,1064.3,car,480.0,54.89993422907075,transit,1064.3,car,480.0,54.89993422907075,transit,1211.5,car,300.0,75.23730912092446,1260.0,185.037177579066,,top,3,6,242083,1792.81,52.92,60209,290,5,0.0,1.5779092702169626,1064.3,1064.3,1211.5,1113.3666666666666,7528.6,no,yes,7528.6,no,yes,7823.0,no,yes,7626.733333333334,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
118,Prisma Cinema Halle-Neustadt,Prisma Cinema Halle-Neustadt_Camillo-Irmscher-Straße_15.csv,2709.4,830.1,79.3,2.0,Prisma Cinema Halle-Neustadt_Camillo-Irmscher-Straße_18.csv,2753.6,574.3,79.3,1.0,Prisma Cinema Halle-Neustadt_Camillo-Irmscher-Straße_21.csv,3155.9,856.6,79.3,2.0,945.5,5311.3,Halle (Saale),POINT (11.985902229906138 51.45071242634564),3511.8399853641968,5571.79133135259,,8618.9,2.056466867702292,2.0234570494453044,1.765515805745616,1.9484799076310704,7673.4,transit,2709.4,car,1800.0,33.564626854654165,transit,2753.6,car,2100.0,23.73619988378849,transit,3155.9,car,2220.0,29.65556576570868,6120.0,86.95639250415132,,top,3,6,242083,1792.81,52.92,60209,290,5,5.0,1.5779092702169626,2709.4,2753.6,3155.9,2872.9666666666667,10818.8,no,yes,10907.2,no,yes,11711.8,no,yes,11145.933333333334,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
119,Luchs,Luchs_Camillo-Irmscher-Straße_15.csv,2278.9,830.1,68.8,0.0,Luchs_Camillo-Irmscher-Straße_18.csv,2278.9,830.1,68.8,0.0,Luchs_Camillo-Irmscher-Straße_21.csv,1875.9,247.1,68.8,2.0,968.4,5207.3,Halle (Saale),POINT (11.985902229906138 51.45071242634564),3511.8399853641968,6395.000890157393,,6433.700000000001,2.806178810021235,2.806178810021235,3.4090308066300934,3.0071294755575213,5465.300000000001,transit,2278.9,car,1380.0,39.4444688226776,transit,2278.9,car,1380.0,39.4444688226776,transit,1875.9,car,1560.0,16.83991683991684,4320.0,95.72885448527204,,top,3,6,242083,1792.81,52.92,60209,290,5,2.0,1.5779092702169626,2278.9,2278.9,1875.9,2144.566666666667,9957.8,no,yes,9957.8,no,yes,9151.8,no,yes,9689.133333333335,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
120,Puschkino,Puschkino_Moritzburgring_15.csv,832.2,630.9,141.3,0.0,Puschkino_Moritzburgring_18.csv,832.2,630.9,141.3,0.0,Puschkino_Moritzburgring_21.csv,832.2,630.9,141.3,0.0,555.4,994.8,Halle (Saale),POINT (11.969143319740787 51.481824499524365),175.1010033704456,1113.6053929618583,,2496.6000000000004,1.3381463505910338,1.3381463505910338,1.3381463505910338,1.3381463505910338,1941.2000000000005,transit,832.2,car,60.0,92.79019466474404,transit,832.2,car,60.0,92.79019466474404,transit,832.2,car,60.0,92.79019466474404,180.0,278.37058399423216,,top,3,6,242083,1792.81,52.92,60209,290,5,0.0,1.5779092702169626,832.2,832.2,832.2,832.2000000000002,7064.4,no,yes,7064.4,no,yes,7064.4,no,yes,7064.400000000001,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
121,CinemaxX,CinemaxX_Moritzburgring_15.csv,1246.8,630.9,195.9,0.0,CinemaxX_Moritzburgring_18.csv,1246.8,630.9,195.9,0.0,CinemaxX_Moritzburgring_21.csv,1366.8,630.9,195.9,2.0,543.8,737.2,Halle (Saale),POINT (11.969143319740787 51.481824499524365),175.1010033704456,802.0853152053397,,3860.4,0.6433151389199068,0.6433151389199068,0.5868344419120133,0.6244882399172756,3316.5999999999995,foot,737.2,car,420.0,66.31376323387873,foot,737.2,car,420.0,66.31376323387873,foot,737.2,car,540.0,60.49165935030729,1380.0,193.11918581806475,,top,3,6,242083,1792.81,52.92,60209,290,5,2.0,1.5779092702169626,737.2,737.2,737.2,737.2000000000002,6874.4,no,yes,6874.4,no,yes,6874.4,no,yes,6874.400000000001,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
122,Bel Etage,Bel Etage_Moritzburgring_15.csv,1448.1,630.9,337.2,0.0,Bel Etage_Moritzburgring_18.csv,1448.1,630.9,337.2,0.0,Bel Etage_Moritzburgring_21.csv,1568.1,630.9,337.2,2.0,457.6,1065.5,Halle (Saale),POINT (11.969143319740787 51.481824499524365),175.1010033704456,1197.922929603868,,4464.299999999999,0.8272377112104606,0.8272377112104606,0.763932740006293,0.8061360541424047,4006.7,foot,1065.5,car,480.0,66.85311787859955,foot,1065.5,car,480.0,66.85311787859955,foot,1065.5,car,600.0,61.73713411134494,1560.0,195.44336986854404,,top,3,6,242083,1792.81,52.92,60209,290,5,2.0,1.5779092702169626,1065.5,1065.5,1065.5,1065.5,7531.0,no,yes,7531.0,no,yes,7531.0,no,yes,7531.0,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
123,Prisma Cinema Halle-Neustadt,Prisma Cinema Halle-Neustadt_Moritzburgring_15.csv,938.5,199.2,79.3,0.0,Prisma Cinema Halle-Neustadt_Moritzburgring_18.csv,938.5,199.2,79.3,0.0,Prisma Cinema Halle-Neustadt_Moritzburgring_21.csv,943.4,144.1,79.3,0.0,640.0,2651.9,Halle (Saale),POINT (11.969143319740787 51.481824499524365),175.1010033704456,3421.8704577790954,,2820.4,3.646105975257427,3.646105975257427,3.627168176573135,3.639793375695996,2180.4,transit,938.5,car,660.0,29.675013319126265,transit,938.5,car,660.0,29.675013319126265,transit,943.4,car,720.0,23.680305278778885,2040.0,83.03033191703142,,top,3,6,242083,1792.81,52.92,60209,290,5,0.0,1.5779092702169626,938.5,938.5,943.4,940.1333333333333,7277.0,no,yes,7277.0,no,yes,7286.8,no,yes,7280.266666666666,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
124,Luchs,Luchs_Moritzburgring_15.csv,1059.7,630.9,68.8,0.0,Luchs_Moritzburgring_18.csv,1059.7,630.9,68.8,0.0,Luchs_Moritzburgring_21.csv,999.7,630.9,68.8,0.0,701.6,2244.2,Halle (Saale),POINT (11.969143319740787 51.481824499524365),175.1010033704456,2752.630626060475,,3119.1000000000004,2.5975565028408747,2.5975565028408747,2.7534566630593926,2.649523222913714,2417.5000000000005,transit,1059.7,car,360.0000000000001,66.02812116636782,transit,1059.7,car,360.0000000000001,66.02812116636782,transit,999.7,car,300.0000000000001,69.99099729918974,1020.0000000000005,202.0472396319253,,top,3,6,242083,1792.81,52.92,60209,290,5,0.0,1.5779092702169626,1059.7,1059.7,999.7,1039.7,7519.4,no,yes,7519.4,no,yes,7399.4,no,yes,7479.4,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
125,Puschkino,Puschkino_HalleHauptbahnhofZOB_15.csv,755.8,374.5,141.3,0.0,Puschkino_HalleHauptbahnhofZOB_18.csv,695.8,374.5,141.3,0.0,Puschkino_HalleHauptbahnhofZOB_21.csv,817.7,496.4,141.3,1.0,361.3,1104.7,Halle (Saale),POINT (11.9784059 51.48151525),707.6085155358363,1366.7132778870762,,2269.3,1.8083001824385767,1.964232937463461,1.67141161536881,1.8146482450902828,1908.0,transit,755.8,car,240.0,68.24556761047897,transit,695.8,car,180.0,74.13049726933026,transit,817.7,car,180.0,77.98703681056622,600.0,220.36310169037543,,top,3,6,242083,1792.81,52.92,60209,290,5,1.0,1.5779092702169626,755.8,695.8,817.7,756.4333333333334,6911.6,no,yes,6791.6,yes,yes,7035.4,no,yes,6912.866666666667,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
126,CinemaxX,CinemaxX_HalleHauptbahnhofZOB_15.csv,690.4,374.5,195.9,0.0,CinemaxX_HalleHauptbahnhofZOB_18.csv,690.4,374.5,195.9,0.0,CinemaxX_HalleHauptbahnhofZOB_21.csv,630.4,374.5,195.9,0.0,95.8,284.8,Halle (Saale),POINT (11.9784059 51.48151525),707.6085155358363,194.71264912016085,,2011.2,0.2820287501740453,0.2820287501740453,0.3088715880713211,0.2909763628064705,1915.4,foot,284.8,car,120.0,82.61877172653534,foot,284.8,car,120.0,82.61877172653534,foot,284.8,car,60.0,90.48223350253808,300.0,255.71977695560875,,top,3,6,242083,1792.81,52.92,60209,290,5,0.0,1.5779092702169626,284.8,284.8,284.8,284.8,5969.6,yes,yes,5969.6,yes,yes,5969.6,yes,yes,5969.6,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
127,Bel Etage,Bel Etage_HalleHauptbahnhofZOB_15.csv,831.7,374.5,337.2,0.0,Bel Etage_HalleHauptbahnhofZOB_18.csv,831.7,374.5,337.2,0.0,Bel Etage_HalleHauptbahnhofZOB_21.csv,771.7,374.5,337.2,0.0,257.8,713.3,Halle (Saale),POINT (11.9784059 51.48151525),707.6085155358363,759.1402172693274,,2435.1000000000004,0.9127572649625194,0.9127572649625194,0.9837245267193564,0.9364130188814652,2177.3,foot,713.3,car,120.0,85.57172057232175,foot,713.3,car,120.0,85.57172057232175,foot,713.3,car,60.0,92.22495788518854,300.0,263.36839902983206,,top,3,6,242083,1792.81,52.92,60209,290,5,0.0,1.5779092702169626,713.3,713.3,713.3,713.2999999999998,6826.6,yes,yes,6826.6,yes,yes,6826.6,yes,yes,6826.599999999999,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
128,Prisma Cinema Halle-Neustadt,Prisma Cinema Halle-Neustadt_HalleHauptbahnhofZOB_15.csv,1205.6,700.8,84.8,0.0,Prisma Cinema Halle-Neustadt_HalleHauptbahnhofZOB_18.csv,1205.6,700.8,84.8,0.0,Prisma Cinema Halle-Neustadt_HalleHauptbahnhofZOB_21.csv,1225.6,700.8,104.8,0.0,655.8,3208.7,Halle (Saale),POINT (11.9784059 51.48151525),707.6085155358363,4061.325709006088,,3636.8,3.3687174095936365,3.3687174095936365,3.313744867008884,3.3503932287320524,2981.0,transit,1205.6,car,420.0,65.16257465162575,transit,1205.6,car,420.0,65.16257465162575,transit,1225.6,car,420.0,65.73107049608355,1260.0,196.05621979933505,,top,3,6,242083,1792.81,52.92,60209,290,5,0.0,1.5779092702169626,1205.6,1205.6,1225.6,1212.2666666666667,7811.2,no,yes,7811.2,no,yes,7851.2,no,yes,7824.533333333333,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
129,Luchs,Luchs_HalleHauptbahnhofZOB_15.csv,1078.2,409.4,68.8,0.0,Luchs_HalleHauptbahnhofZOB_18.csv,923.3,374.5,68.8,0.0,Luchs_HalleHauptbahnhofZOB_21.csv,1045.2,496.4,68.8,1.0,622.9,2507.3,Halle (Saale),POINT (11.9784059 51.48151525),707.6085155358363,2986.337574592347,,3046.7,2.769743623253893,3.234417388272877,2.8571924747343544,2.9537844954203747,2423.8,transit,1078.2,car,600.0,44.35169727323317,transit,923.3,car,480.0,48.01256363045598,transit,1045.2,car,480.0000000000001,54.07577497129735,1560.0,146.4400358749865,,top,3,6,242083,1792.81,52.92,60209,290,5,1.0,1.5779092702169626,1078.2,923.3,1045.2,1015.5666666666666,7556.4,no,yes,7246.6,no,yes,7490.4,no,yes,7431.133333333333,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
130,Puschkino,Puschkino_Thomasiusstraße_15.csv,2089.2,730.2,699.0,0.0,Puschkino_Thomasiusstraße_18.csv,2089.2,730.2,699.0,0.0,Puschkino_Thomasiusstraße_21.csv,1472.6,431.3,141.3,0.0,562.5,2728.9,Halle (Saale),POINT (11.985065343620688 51.46383412303829),2169.318496840381,3338.244382976431,,5651.0,1.597857736442864,1.597857736442864,2.2669050543096776,1.8208735090651351,5088.5,transit,2089.2,car,659.9999999999998,68.40896036760483,transit,2089.2,car,659.9999999999998,68.40896036760483,transit,1472.6,car,899.9999999999999,38.88360722531577,2219.9999999999995,175.70152796052542,,top,3,6,242083,1792.81,52.92,60209,290,5,0.0,1.5779092702169626,2089.2,2089.2,1472.6,1883.6666666666667,9578.4,no,yes,9578.4,no,yes,8345.2,no,yes,9167.333333333334,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
131,CinemaxX,CinemaxX_Thomasiusstraße_15.csv,1286.1,730.2,195.9,0.0,CinemaxX_Thomasiusstraße_18.csv,1286.1,730.2,195.9,0.0,CinemaxX_Thomasiusstraße_21.csv,1286.1,730.2,195.9,0.0,363.0,1511.9,Halle (Saale),POINT (11.985065343620688 51.46383412303829),2169.318496840381,1860.7017478338207,,3858.3,1.4467784370063144,1.4467784370063144,1.4467784370063144,1.4467784370063144,3495.3,transit,1286.1,car,359.9999999999999,72.00839748075578,transit,1286.1,car,359.9999999999999,72.00839748075578,transit,1286.1,car,359.9999999999999,72.00839748075578,1079.9999999999995,216.02519244226733,,top,3,6,242083,1792.81,52.92,60209,290,5,0.0,1.5779092702169626,1286.1,1286.1,1286.1,1286.1,7972.2,no,yes,7972.2,no,yes,7972.2,no,yes,7972.2,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
132,Bel Etage,Bel Etage_Thomasiusstraße_15.csv,943.9,548.9,335.0,0.0,Bel Etage_Thomasiusstraße_18.csv,943.9,548.9,335.0,0.0,Bel Etage_Thomasiusstraße_21.csv,943.9,548.9,335.0,0.0,378.5,1048.1,Halle (Saale),POINT (11.985065343620688 51.46383412303829),2169.318496840381,1282.7041880224292,,2831.7,1.3589407649352996,1.3589407649352996,1.3589407649352996,1.3589407649352996,2453.2,transit,943.9,car,60.0,93.64339442737578,transit,943.9,car,60.0,93.64339442737578,transit,943.9,car,60.0,93.64339442737578,180.0,280.93018328212736,,top,3,6,242083,1792.81,52.92,60209,290,5,0.0,1.5779092702169626,943.9,943.9,943.9,943.9,7287.8,no,yes,7287.8,no,yes,7287.8,no,yes,7287.8,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
133,Prisma Cinema Halle-Neustadt,Prisma Cinema Halle-Neustadt_Thomasiusstraße_15.csv,2609.5,730.2,79.3,1.0,Prisma Cinema Halle-Neustadt_Thomasiusstraße_18.csv,2609.5,730.2,79.3,1.0,Prisma Cinema Halle-Neustadt_Thomasiusstraße_21.csv,2789.5,730.2,79.3,2.0,777.1,4353.2,Halle (Saale),POINT (11.985065343620688 51.46383412303829),2169.318496840381,4833.174417867394,,8008.5,1.8521457818997489,1.8521457818997489,1.732631087244092,1.8123075503478632,7231.4,transit,2609.5,car,1800.0,31.021268442230312,transit,2609.5,car,1800.0,31.021268442230312,transit,2789.5,car,1980.0,29.019537551532533,5580.0,91.06207443599315,,top,3,6,242083,1792.81,52.92,60209,290,5,4.0,1.5779092702169626,2609.5,2609.5,2789.5,2669.5,10619.0,no,yes,10619.0,no,yes,10979.0,no,yes,10739.0,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
134,Luchs,Luchs_Thomasiusstraße_15.csv,2740.5,730.2,570.3,1.0,Luchs_Thomasiusstraße_18.csv,3122.0,730.2,771.8,1.0,Luchs_Thomasiusstraße_21.csv,13712.5,730.2,6982.3,4.0,800.0,4131.5,Halle (Saale),POINT (11.985065343620688 51.46383412303829),2169.318496840381,4985.844752778191,,19575.0,1.8193193770400256,1.5970034441954488,0.363598523447817,1.2599737815610972,18775.0,transit,2740.5,car,1440.0,47.45484400656815,transit,3122.0,car,1620.0,48.110185778347216,foot,4131.5,car,6000.0,56.24430264357338,9060.0,151.80933242848874,,top,3,6,242083,1792.81,52.92,60209,290,5,6.0,1.5779092702169626,2740.5,3122.0,4131.5,3331.3333333333335,10881.0,no,yes,11644.0,no,yes,13663.0,no,yes,12062.666666666668,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
