,group,average travel time,average visit time,average likely,average possible,15 travel time,15 visit time,15 mode,15 likely,15 possible,18 travel time,18 visit time,18 mode,18 likely,18 possible,21 travel time,21 visit time,21 mode,21 likely,21 possible
163,women,2614.5666666666666,10629.133333333333,no,yes,2431.2,10262.4,transit,no,yes,2431.2,10262.4,transit,no,yes,2981.3,11362.6,transit,no,yes
164,women,657.8,6715.6,yes,yes,657.8,6715.6,foot,yes,yes,657.8,6715.6,foot,yes,yes,657.8,6715.6,foot,yes,yes
165,women,605.9,6611.8,yes,yes,605.9,6611.8,foot,yes,yes,605.9,6611.8,foot,yes,yes,605.9,6611.8,foot,yes,yes
166,women,1670.9000000000003,8741.800000000001,no,yes,1732.9,8865.8,transit,no,yes,1732.9,8865.8,transit,no,yes,1546.9,8493.8,transit,no,yes
167,women,1316.3,8032.6,no,yes,1296.3,7992.6,transit,no,yes,1296.3,7992.6,transit,no,yes,1356.3,8112.6,transit,no,yes
168,women,2216.6,9833.2,no,yes,2236.6,9873.2,transit,no,yes,2236.6,9873.2,transit,no,yes,2176.6,9753.2,transit,no,yes
169,women,2522.4666666666667,10444.933333333334,no,yes,2499.9,10399.8,transit,no,yes,2499.9,10399.8,transit,no,yes,2567.6,10535.2,transit,no,yes
170,women,1353.2,8106.4,no,yes,1353.2,8106.4,foot,no,yes,1353.2,8106.4,foot,no,yes,1353.2,8106.4,foot,no,yes
171,women,1421.8,8243.6,no,yes,1421.8,8243.6,transit,no,yes,1421.8,8243.6,transit,no,yes,1421.8,8243.6,transit,no,yes
172,women,2145.1666666666665,9690.333333333332,no,yes,1682.9,8765.8,transit,no,yes,1682.9,8765.8,transit,no,yes,3069.7,11539.4,transit,no,yes
173,women,2164.4,9728.8,no,yes,1628.5,8657.0,transit,no,yes,1628.5,8657.0,transit,no,yes,3236.2,11872.4,transit,no,yes
174,women,1362.8,8125.6,no,yes,1202.8,7805.6,transit,no,yes,1202.8,7805.6,transit,no,yes,1682.8,8765.6,transit,no,yes
175,women,1359.8,8119.6,no,yes,1359.8,8119.6,transit,no,yes,1359.8,8119.6,transit,no,yes,1359.8,8119.6,transit,no,yes
176,women,1042.6,7485.2,no,yes,1042.6,7485.2,transit,no,yes,1042.6,7485.2,transit,no,yes,1042.6,7485.2,transit,no,yes
177,women,1585.7,8571.4,no,yes,1585.7,8571.4,foot,no,yes,1585.7,8571.4,foot,no,yes,1585.7,8571.4,foot,no,yes
178,women,1538.8,8477.6,no,yes,1558.8,8517.6,transit,no,yes,1558.8,8517.6,transit,no,yes,1498.8,8397.6,transit,no,yes
179,women,1091.0,7582.0,no,yes,1091.0,7582.0,foot,no,yes,1091.0,7582.0,foot,no,yes,1091.0,7582.0,foot,no,yes
180,women,2255.9,9911.8,no,yes,2035.3,9470.6,transit,no,yes,2576.2,10552.4,transit,no,yes,2156.2,9712.4,transit,no,yes
181,women,2950.366666666667,11300.733333333334,no,yes,2857.0,11114.0,transit,no,yes,2857.0,11114.0,transit,no,yes,3137.1,11674.2,transit,no,yes
182,women,1452.2,8304.4,no,yes,1472.2,8344.4,transit,no,yes,1472.2,8344.4,transit,no,yes,1412.2,8224.4,transit,no,yes
183,women,3509.1999999999994,12418.399999999998,no,yes,3021.6,11443.2,transit,no,yes,3021.6,11443.2,transit,no,yes,4484.4,14368.8,transit,no,yes
184,women,2517.866666666667,10435.733333333334,no,yes,2053.3,9506.6,transit,no,yes,2053.3,9506.6,transit,no,yes,3447.0,12294.0,foot,no,yes
185,women,2585.9,10571.8,no,yes,1998.9,9397.8,transit,no,yes,1998.9,9397.8,transit,no,yes,3759.9,12919.8,foot,no,yes
186,women,1733.2,8866.4,no,yes,1573.2,8546.4,transit,no,yes,1573.2,8546.4,transit,no,yes,2053.2,9506.4,transit,no,yes
187,women,1442.5999999999997,8285.199999999999,no,yes,1442.6,8285.2,transit,no,yes,1442.6,8285.2,transit,no,yes,1442.6,8285.2,transit,no,yes
188,women,325.7,6051.4,yes,yes,325.7,6051.4,foot,yes,yes,325.7,6051.4,foot,yes,yes,325.7,6051.4,foot,yes,yes
189,women,860.5,7121.0,no,yes,880.5,7161.0,transit,no,yes,880.5,7161.0,transit,no,yes,820.5,7041.0,transit,no,yes
190,women,1943.6666666666667,9287.333333333334,no,yes,2028.1,9456.2,transit,no,yes,2028.1,9456.2,transit,no,yes,1774.8,8949.6,transit,no,yes
191,women,1784.2,8968.4,no,yes,1824.2,9048.4,transit,no,yes,1824.2,9048.4,transit,no,yes,1704.2,8808.4,transit,no,yes
192,women,219.19999999999996,5838.4,yes,yes,219.2,5838.4,foot,yes,yes,219.2,5838.4,foot,yes,yes,219.2,5838.4,foot,yes,yes
193,women,754.0,6908.0,no,yes,774.0,6948.0,transit,no,yes,774.0,6948.0,transit,no,yes,714.0,6828.0,transit,yes,yes
194,women,1650.2,8700.4,no,yes,1650.2,8700.4,transit,no,yes,1650.2,8700.4,transit,no,yes,1650.2,8700.4,transit,no,yes
195,women,1479.5999999999997,8359.199999999999,no,yes,1459.6,8319.2,transit,no,yes,1459.6,8319.2,transit,no,yes,1519.6,8439.2,transit,no,yes
196,women,870.7666666666668,7141.533333333334,no,yes,891.4,7182.8,transit,no,yes,891.4,7182.8,transit,no,yes,829.5,7059.0,transit,no,yes
197,women,176.0,5752.0,yes,yes,176.0,5752.0,foot,yes,yes,176.0,5752.0,foot,yes,yes,176.0,5752.0,foot,yes,yes
198,women,2279.5,9959.0,no,yes,2219.5,9839.0,transit,no,yes,2219.5,9839.0,transit,no,yes,2399.5,10199.0,transit,no,yes
199,women,1617.2666666666667,8634.533333333333,no,yes,1694.9,8789.8,transit,no,yes,1694.9,8789.8,transit,no,yes,1462.0,8324.0,transit,no,yes
200,women,2238.766666666667,9877.533333333333,no,yes,1755.5,8911.0,transit,no,yes,1755.5,8911.0,transit,no,yes,3205.3,11810.6,transit,no,yes
201,women,2223.5666666666666,9847.133333333333,no,yes,1701.1,8802.2,transit,no,yes,1701.1,8802.2,transit,no,yes,3268.5,11937.0,transit,no,yes
202,women,1435.4000000000003,8270.800000000001,no,yes,1275.4,7950.8,transit,no,yes,1275.4,7950.8,transit,no,yes,1755.4,8910.8,transit,no,yes
203,women,1432.4000000000003,8264.800000000001,no,yes,1432.4,8264.8,transit,no,yes,1432.4,8264.8,transit,no,yes,1432.4,8264.8,transit,no,yes
204,women,1649.5666666666666,8699.133333333333,no,yes,1673.7,8747.4,transit,no,yes,1673.7,8747.4,transit,no,yes,1601.3,8602.6,transit,no,yes
205,women,2328.4666666666667,10056.933333333334,no,yes,2255.4,9910.8,transit,no,yes,2255.4,9910.8,transit,no,yes,2474.6,10349.2,transit,no,yes
206,women,657.3,6714.6,yes,yes,677.3,6754.6,transit,yes,yes,677.3,6754.6,transit,yes,yes,617.3,6634.6,transit,yes,yes
207,women,2849.0,11098.0,no,yes,2849.0,11098.0,foot,no,yes,2849.0,11098.0,foot,no,yes,2849.0,11098.0,foot,no,yes
208,women,544.2,6488.4,yes,yes,544.2,6488.4,transit,yes,yes,544.2,6488.4,transit,yes,yes,544.2,6488.4,transit,yes,yes
209,women,1545.9000000000003,8491.800000000001,no,yes,1605.9,8611.8,transit,no,yes,1605.9,8611.8,transit,no,yes,1425.9,8251.8,transit,no,yes
210,women,1523.7666666666667,8447.533333333333,no,yes,1480.2,8360.4,transit,no,yes,1480.2,8360.4,transit,no,yes,1610.9,8621.8,transit,no,yes
211,women,1353.1666666666667,8106.333333333334,no,yes,1349.6,8099.2,transit,no,yes,1349.6,8099.2,transit,no,yes,1360.3,8120.6,transit,no,yes
212,women,1072.9,7545.8,no,yes,1072.9,7545.8,transit,no,yes,1072.9,7545.8,transit,no,yes,1072.9,7545.8,transit,no,yes
213,women,1749.6000000000001,8899.2,no,yes,1796.2,8992.4,transit,no,yes,1796.2,8992.4,transit,no,yes,1656.4,8712.8,transit,no,yes
214,women,2159.9,9719.8,no,yes,2119.9,9639.8,transit,no,yes,2119.9,9639.8,transit,no,yes,2239.9,9879.8,transit,no,yes
215,women,1682.3666666666668,8764.733333333334,no,yes,1603.2,8606.4,transit,no,yes,1603.2,8606.4,transit,no,yes,1840.7,9081.4,transit,no,yes
216,women,1121.9,7643.8,no,yes,1121.9,7643.8,transit,no,yes,1121.9,7643.8,transit,no,yes,1121.9,7643.8,transit,no,yes
217,women,1894.0333333333335,9188.066666666668,no,yes,1523.6,8447.2,transit,no,yes,1523.6,8447.2,transit,no,yes,2634.9,10669.8,transit,no,yes
218,women,550.0,6500.0,yes,yes,550.0,6500.0,transit,yes,yes,550.0,6500.0,transit,yes,yes,550.0,6500.0,transit,yes,yes
219,women,2007.3,9414.6,no,yes,1867.3,9134.6,transit,no,yes,1867.3,9134.6,transit,no,yes,2287.3,9974.6,transit,no,yes
220,women,2242.9,9885.8,no,yes,2262.9,9925.8,transit,no,yes,2262.9,9925.8,transit,no,yes,2202.9,9805.8,transit,no,yes
221,women,2548.7666666666664,10497.533333333333,no,yes,2526.2,10452.4,transit,no,yes,2526.2,10452.4,transit,no,yes,2593.9,10587.8,transit,no,yes
222,women,1428.7,8257.4,no,yes,1428.7,8257.4,foot,no,yes,1428.7,8257.4,foot,no,yes,1428.7,8257.4,foot,no,yes
223,women,1448.0999999999997,8296.199999999999,no,yes,1448.1,8296.2,transit,no,yes,1448.1,8296.2,transit,no,yes,1448.1,8296.2,transit,no,yes
224,women,2639.6,10679.2,no,yes,2659.6,10719.2,transit,no,yes,2659.6,10719.2,transit,no,yes,2599.6,10599.2,transit,no,yes
225,women,3236.366666666667,11872.733333333334,no,yes,3241.3,11882.6,transit,no,yes,2986.5,11373.0,transit,no,yes,3481.3,12362.6,transit,no,yes
226,women,3535.6,12471.2,no,yes,3355.6,12111.2,transit,no,yes,3415.6,12231.2,transit,no,yes,3835.6,13071.2,transit,no,yes
227,women,3773.933333333333,12947.866666666665,no,yes,2537.8,10475.6,transit,no,yes,4392.0,14184.0,foot,no,yes,4392.0,14184.0,foot,no,yes
228,women,820.7999999999998,7041.599999999999,no,yes,820.8,7041.6,foot,no,yes,820.8,7041.6,foot,no,yes,820.8,7041.6,foot,no,yes
229,women,1801.5,9003.0,no,yes,1721.2,8842.4,transit,no,yes,1721.2,8842.4,transit,no,yes,1962.1,9324.2,foot,no,yes
230,women,2400.9,10201.8,no,yes,2400.9,10201.8,transit,no,yes,2400.9,10201.8,transit,no,yes,2400.9,10201.8,transit,no,yes
