,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,average changes,15_chosen_route,18_chosen_route,21_chosen_route,average_chosen_route,15_visit_time,15_likely_women,15_possible_women,18_visit_time,18_likely_women,18_possible_women,21_visit_time,21_likely_women,21_possible_women,average_visit_time,average_likely_women,dummy_women,average_possible_women,dummy_possible_women,15_likely_men,15_possible_men,18_likely_men,18_possible_men,21_likely_men,21_possible_men,average_likely_men,dummy_men,average_possible_men,15_likely_children 10-17,15_possible_children 10-17,18_likely_children 10-17,18_possible_children 10-17,21_likely_children 10-17,21_possible_children 10-17,average_likely_children 10-17,average_possible_children 10-17,15_likely_45-64,15_possible_45-64,18_likely_45-64,18_possible_45-64,21_likely_45-64,21_possible_45-64,average_likely_45-64,average_possible_45-64,15_likely_65 and over,15_possible_65 and over,18_likely_65 and over,18_possible_65 and over,21_likely_65 and over,21_possible_65 and over,average_likely_65 and over,average_possible_65 and over
425,Apollo Kino,Apollo Kino_Schmiedgassesw_15.csv,1555,324.2,270.8,0,Apollo Kino_Schmiedgassesw_18.csv,1555,324.2,270.8,0,Apollo Kino_Schmiedgassesw_21.csv,1370,324.2,145.8,0,717.1,2818.8,Aachen,POINT (6.037119197801529 50.77386633258176),5492.53532108418,3047.08159897409,,4480,1.95953800577112,1.95953800577112,2.22414715253583,2.04774105469269,3762.9,transit,1555,car,960,38.2636655948553,transit,1555,car,960,38.2636655948553,transit,1370,car,900,34.3065693430657,2820,36.9446335109254,0,1555,1555,1370,1493.33333333333,8510,no,yes,8510,no,yes,8140,no,yes,8386.66666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
426,Capitol,Capitol_Schmiedgassesw_15.csv,1842.7,324.2,198.5,0,Capitol_Schmiedgassesw_18.csv,1842.7,324.2,198.5,0,Capitol_Schmiedgassesw_21.csv,1601.2,425.9,215.3,0,781.5,3163.2,Aachen,POINT (6.037119197801529 50.77386633258176),5492.53532108418,3589.30483084356,,5286.6,1.94785088774275,1.94785088774275,2.24163429355706,2.04577868968085,4505.1,transit,1842.7,car,1320,28.3659846963695,transit,1842.7,car,1320,28.3659846963695,transit,1601.2,car,960,40.0449662752935,3600,32.2589785560108,0,1842.7,1842.7,1601.2,1762.2,9085.4,no,yes,9085.4,no,yes,8602.4,no,yes,8924.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
427,,None_Schmiedgassesw_15.csv,1438.6,425.9,172.7,0,None_Schmiedgassesw_18.csv,1438.6,425.9,172.7,0,None_Schmiedgassesw_21.csv,1258.6,425.9,172.7,0,773.8,2948.1,Aachen,POINT (6.037119197801529 50.77386633258176),5492.53532108418,3374.86680323503,,4135.8,2.34593827557002,2.34593827557002,2.68144510029797,2.45777388381267,3362,transit,1438.6,car,840,41.6098985124427,transit,1438.6,car,840,41.6098985124427,transit,1258.6,car,660,47.560781821071,2340,43.5935262819854,0,1438.6,1438.6,1258.6,1378.6,8277.2,no,yes,8277.2,no,yes,7917.2,no,yes,8157.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
428,Cineplex Aachen,Cineplex Aachen_Schmiedgassesw_15.csv,1435.9,425.9,170,0,Cineplex Aachen_Schmiedgassesw_18.csv,1435.9,425.9,170,0,Cineplex Aachen_Schmiedgassesw_21.csv,1255.9,425.9,170,0,708.1,3033.8,Aachen,POINT (6.037119197801529 50.77386633258176),5492.53532108418,3532.19011025186,,4127.7,2.45991371979376,2.45991371979376,2.81247719583714,2.57743487847488,3419.6,transit,1435.9,car,840,41.5001044640992,transit,1435.9,car,840,41.5001044640992,transit,1255.9,car,660,47.4480452265308,2340,43.4827513849097,0,1435.9,1435.9,1255.9,1375.9,8271.8,no,yes,8271.8,no,yes,7911.8,no,yes,8151.8,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
429,Eden Palast,Eden Palast_Schmiedgassesw_15.csv,1490.5,425.9,224.6,0,Eden Palast_Schmiedgassesw_18.csv,1490.5,425.9,224.6,0,Eden Palast_Schmiedgassesw_21.csv,1873.2,425.9,367.3,0,699.2,2945.3,Aachen,POINT (6.037119197801529 50.77386633258176),5492.53532108418,3417.1057204716,,4854.2,2.29259021836404,2.29259021836404,1.82420762357015,2.13646268676607,4155,transit,1490.5,car,840,43.6430727943643,transit,1490.5,car,840,43.6430727943643,transit,1873.2,car,1080,42.3446508648302,2760,43.2102654845196,0,1490.5,1490.5,1873.2,1618.06666666667,8381,no,yes,8381,no,yes,9146.4,no,yes,8636.13333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
430,Apollo Kino,Apollo Kino_Burtscheidlw_15.csv,1510.3,414.5,75.8,1,Apollo Kino_Burtscheidlw_18.csv,1510.3,414.5,75.8,1,Apollo Kino_Burtscheidlw_21.csv,1329.8,786.4,123.4,0,566.4,1839.1,Aachen,POINT (6.095047492282161 50.7640232452561),1282.55947884963,2173.56895409425,,4350.4,1.43916371190773,1.43916371190773,1.63450816220052,1.504278528672,3784,transit,1510.3,car,1020,32.4637489240548,transit,1510.3,car,1020,32.4637489240548,transit,1329.8,car,420,68.4163032034892,2460,44.4479336838663,2,1510.3,1510.3,1329.8,1450.13333333333,8420.6,no,yes,8420.6,no,yes,8059.6,no,yes,8300.26666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
431,Capitol,Capitol_Burtscheidlw_15.csv,1354,414.5,99.5,1,Capitol_Burtscheidlw_18.csv,1354,414.5,99.5,1,Capitol_Burtscheidlw_21.csv,1054,414.5,99.5,0,457.6,1432.3,Aachen,POINT (6.095047492282161 50.7640232452561),1282.55947884963,1687.6797884296,,3762,1.24644002099675,1.24644002099675,1.60121422052144,1.36469808750498,3304.4,transit,1354,car,840,37.9615952732644,transit,1354,car,840,37.9615952732644,transit,1054,car,540,48.7666034155598,2220,41.5632646540295,2,1354,1354,1054,1254,8108,no,yes,8108,no,yes,7508,no,yes,7908,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
432,,None_Burtscheidlw_15.csv,1219.2,744.1,295.1,0,None_Burtscheidlw_18.csv,1219.2,744.1,295.1,0,None_Burtscheidlw_21.csv,1159.2,744.1,295.1,0,362.5,1181.7,Aachen,POINT (6.095047492282161 50.7640232452561),1282.55947884963,1237.58252752199,,3597.6,1.01507753241633,1.01507753241633,1.06761777736542,1.03259094739936,3235.1,foot,1181.7,car,180,85.2362204724409,foot,1181.7,car,180,85.2362204724409,transit,1159.2,car,120,89.648033126294,480,86.706824690392,0,1181.7,1181.7,1159.2,1174.2,7763.4,no,yes,7763.4,no,yes,7718.4,no,yes,7748.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
433,Cineplex Aachen,Cineplex Aachen_Burtscheidlw_15.csv,884.5,414.5,170,0,Cineplex Aachen_Burtscheidlw_18.csv,824.5,414.5,170,0,Cineplex Aachen_Burtscheidlw_21.csv,824.5,414.5,170,0,291.8,943,Aachen,POINT (6.095047492282161 50.7640232452561),1282.55947884963,999.941928294802,,2533.5,1.13051659501956,1.21278584389909,1.21278584389909,1.18536276093925,2241.7,transit,884.5,car,300,66.0825325042397,transit,824.5,car,240,70.8914493632505,transit,824.5,car,240,70.8914493632505,780,69.2884770769135,0,884.5,824.5,824.5,844.5,7169,no,yes,7049,no,yes,7049,no,yes,7089,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
434,Eden Palast,Eden Palast_Burtscheidlw_15.csv,1059.1,414.5,224.6,0,Eden Palast_Burtscheidlw_18.csv,1001.4,414.5,166.9,0,Eden Palast_Burtscheidlw_21.csv,924.4,383.1,121.3,0,372.5,923.4,Aachen,POINT (6.095047492282161 50.7640232452561),1282.55947884963,1030.53583035407,,2984.9,0.973029770894222,1.02909509721796,1.11481591340769,1.03898026050663,2612.4,foot,923.4,car,420,60.3436880370126,foot,923.4,car,420,58.0587177950869,foot,923.4,car,420,54.5651233232367,1260,57.6558430517787,0,923.4,923.4,923.4,923.4,7246.8,no,yes,7246.8,no,yes,7246.8,no,yes,7246.8,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
435,Apollo Kino,Apollo Kino_Europaplatzlw_15.csv,1021.1,300.9,180.2,1,Apollo Kino_Europaplatzlw_18.csv,1021.1,300.9,180.2,1,Apollo Kino_Europaplatzlw_21.csv,982.7,262.5,180.2,2,510.1,1993.4,Aachen,POINT (6.1103257823139305 50.77491745332473),1794.70410304525,2304.00378352254,,3024.9,2.25639387280633,2.25639387280633,2.34456475376263,2.28578416645843,2514.8,transit,1021.1,car,540,47.1158554500049,transit,1021.1,car,540,47.1158554500049,transit,982.7,car,540,45.0493538211051,1620,46.427021573705,4,1021.1,1021.1,982.7,1008.3,7442.2,no,yes,7442.2,no,yes,7365.4,no,yes,7416.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
436,Capitol,Capitol_Europaplatzlw_15.csv,933.9,300.9,213,2,Capitol_Europaplatzlw_18.csv,933.9,300.9,213,2,Capitol_Europaplatzlw_21.csv,835.5,262.5,213,1,401.4,1380.1,Aachen,POINT (6.1103257823139305 50.77491745332473),1794.70410304525,1657.15616657619,,2703.3,1.7744471212937,1.7744471212937,1.98343048064176,1.84410824107639,2301.9,transit,933.9,car,420,55.0273048506264,transit,933.9,car,420,55.0273048506264,transit,835.5,car,360,56.9120287253142,1200,55.655546142189,5,933.9,933.9,835.5,901.1,7267.8,no,yes,7267.8,no,yes,7071,no,yes,7202.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
437,,None_Europaplatzlw_15.csv,1252.8,529.3,183.5,2,None_Europaplatzlw_18.csv,1252.8,529.3,183.5,2,None_Europaplatzlw_21.csv,1074.1,262.5,151.6,1,426.6,1528.3,Aachen,POINT (6.1103257823139305 50.77491745332473),1794.70410304525,1801.87982527919,,3579.7,1.43828210830076,1.43828210830076,1.6775717580106,1.51804532487071,3153.1,transit,1252.8,car,540,56.8965517241379,transit,1252.8,car,540,56.8965517241379,transit,1074.1,car,660,38.5532073363746,1740,50.7821035948835,5,1252.8,1252.8,1074.1,1193.23333333333,7905.6,no,yes,7905.6,no,yes,7548.2,no,yes,7786.46666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
438,Cineplex Aachen,Cineplex Aachen_Europaplatzlw_15.csv,1242.3,300.9,341.4,2,Cineplex Aachen_Europaplatzlw_18.csv,1242.3,300.9,341.4,2,Cineplex Aachen_Europaplatzlw_21.csv,1263.9,262.5,341.4,1,355.9,1429.4,Aachen,POINT (6.1103257823139305 50.77491745332473),1794.70410304525,1687.74766246528,,3748.5,1.35856690208909,1.35856690208909,1.33534904855232,1.35082761757684,3392.6,transit,1242.3,car,600,51.7024873219029,transit,1242.3,car,600,51.7024873219029,transit,1263.9,car,660,47.7806788511749,1860,50.3952178316603,5,1242.3,1242.3,1263.9,1249.5,7884.6,no,yes,7884.6,no,yes,7927.8,no,yes,7899,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
439,Eden Palast,Eden Palast_Europaplatzlw_15.csv,1268.2,300.9,367.3,3,Eden Palast_Europaplatzlw_18.csv,1268.2,300.9,367.3,3,Eden Palast_Europaplatzlw_21.csv,1289.8,262.5,367.3,3,447.6,1616.3,Aachen,POINT (6.1103257823139305 50.77491745332473),1794.70410304525,1817.73516524181,,3826.2,1.43331900744505,1.43331900744505,1.40931552585037,1.42531784691349,3378.6,transit,1268.2,car,600,52.6888503390633,transit,1268.2,car,600,52.6888503390633,transit,1289.8,car,660,48.829275856722,1860,51.4023255116162,9,1268.2,1268.2,1289.8,1275.4,7936.4,no,yes,7936.4,no,yes,7979.6,no,yes,7950.8,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
440,Apollo Kino,Apollo Kino_Hickelwegsw-ADEN_15.csv,1263,62.8,180.2,1,Apollo Kino_Hickelwegsw-ADEN_18.csv,1263,62.8,180.2,1,Apollo Kino_Hickelwegsw-ADEN_21.csv,1146.2,62.8,123.4,1,777,3160.2,Aachen,POINT (6.128591884140353 50.76566235494805),1442.66485758719,3880.06692308293,,3672.2,3.0721036603982,3.0721036603982,3.38515697354993,3.17645476478211,2895.2,transit,1263,car,1020,19.2399049881235,transit,1263,car,1020,19.2399049881235,transit,1146.2,car,960,16.2449834234863,3000,18.2415977999111,3,1263,1263,1146.2,1224.06666666667,7926,no,yes,7926,no,yes,7692.4,no,yes,7848.13333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
441,Capitol,Capitol_Hickelwegsw-ADEN_15.csv,1510.5,331,99.5,3,Capitol_Hickelwegsw-ADEN_18.csv,1510.5,331,99.5,3,Capitol_Hickelwegsw-ADEN_21.csv,1055.8,62.8,213,1,668.2,2486.6,Aachen,POINT (6.128591884140353 50.76566235494805),1442.66485758719,3228.15780001261,,4076.8,2.13714518372235,2.13714518372235,3.05754669446165,2.44394568730212,3408.6,transit,1510.5,car,1080,28.5004965243297,transit,1510.5,car,1080,28.5004965243297,transit,1055.8,car,780,26.1223716612995,2940,27.707788236653,7,1510.5,1510.5,1055.8,1358.93333333333,8421,no,yes,8421,no,yes,7511.6,no,yes,8117.86666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
442,,None_Hickelwegsw-ADEN_15.csv,1399.3,62.8,136.5,1,None_Hickelwegsw-ADEN_18.csv,1399.3,62.8,136.5,1,None_Hickelwegsw-ADEN_21.csv,1294.4,62.8,151.6,2,599.2,2502.9,Aachen,POINT (6.128591884140353 50.76566235494805),1442.66485758719,3189.27714943725,,4093,2.27919470409294,2.27919470409294,2.46390385463323,2.3407644209397,3493.8,transit,1399.3,car,1200,14.2428357035661,transit,1399.3,car,1200,14.2428357035661,transit,1294.4,car,1080,16.5636588380717,3480,15.0164434150679,4,1399.3,1399.3,1294.4,1364.33333333333,8198.6,no,yes,8198.6,no,yes,7988.8,no,yes,8128.66666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
443,Cineplex Aachen,Cineplex Aachen_Hickelwegsw-ADEN_15.csv,1402.8,212.8,170,0,Cineplex Aachen_Hickelwegsw-ADEN_18.csv,1402.8,212.8,170,0,Cineplex Aachen_Hickelwegsw-ADEN_21.csv,1426.3,62.8,283.5,3,528.4,2404,Aachen,POINT (6.128591884140353 50.76566235494805),1442.66485758719,3001.29081282923,,4231.9,2.13950015171744,2.13950015171744,2.10424932540786,2.12774987628092,3703.5,transit,1402.8,car,1020,27.2882805816938,transit,1402.8,car,1020,27.2882805816938,transit,1426.3,car,1080,24.2796045712683,3120,26.2853885782186,3,1402.8,1402.8,1426.3,1410.63333333333,8205.6,no,yes,8205.6,no,yes,8252.6,no,yes,8221.26666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
444,Eden Palast,Eden Palast_Hickelwegsw-ADEN_15.csv,1354.1,212.8,121.3,0,Eden Palast_Hickelwegsw-ADEN_18.csv,1354.1,212.8,121.3,0,Eden Palast_Hickelwegsw-ADEN_21.csv,1510.1,62.8,367.3,3,620.1,2590.9,Aachen,POINT (6.128591884140353 50.76566235494805),1442.66485758719,3107.99150269328,,4218.3,2.29524518329021,2.29524518329021,2.05813621792814,2.21620886150286,3598.2,transit,1354.1,car,1020,24.6732146813382,transit,1354.1,car,1020,24.6732146813382,transit,1510.1,car,1080,28.4815575127475,3120,25.9426622918079,3,1354.1,1354.1,1510.1,1406.1,8108.2,no,yes,8108.2,no,yes,8420.2,no,yes,8212.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
445,Apollo Kino,Apollo Kino_Ungarnplatz(CarolusThermen)sw_15.csv,665.4,289.6,75.8,0,Apollo Kino_Ungarnplatz(CarolusThermen)sw_18.csv,665.4,289.6,75.8,0,Apollo Kino_Ungarnplatz(CarolusThermen)sw_21.csv,605.4,289.6,75.8,0,306,1209.3,Aachen,POINT (6.098247902137507 50.77761593667739),2285.83794764086,1403.02149347947,,1936.2,2.10853846329947,2.10853846329947,2.31751155183262,2.17819615947719,1630.2,transit,665.4,car,300,54.9143372407574,transit,665.4,car,300,54.9143372407574,transit,605.4,car,240,60.3567888999009,840,56.7284877938053,0,665.4,665.4,605.4,645.4,6730.8,yes,yes,6730.8,yes,yes,6610.8,yes,yes,6690.8,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
446,Capitol,Capitol_Ungarnplatz(CarolusThermen)sw_15.csv,569.1,289.6,99.5,0,Capitol_Ungarnplatz(CarolusThermen)sw_18.csv,569.1,289.6,99.5,0,Capitol_Ungarnplatz(CarolusThermen)sw_21.csv,509.1,289.6,99.5,0,229.6,705.8,Aachen,POINT (6.098247902137507 50.77761593667739),2285.83794764086,763.981328789956,,1647.3,1.34243775925137,1.34243775925137,1.50065081278719,1.39517544376331,1417.7,transit,569.1,car,180,68.3711122825514,transit,569.1,car,180,68.3711122825514,transit,509.1,car,120,76.4289923394225,480,71.0570723015084,0,569.1,569.1,509.1,549.1,6538.2,yes,yes,6538.2,yes,yes,6418.2,yes,yes,6498.2,yes,1,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,no,yes
447,,None_Ungarnplatz(CarolusThermen)sw_15.csv,801.2,289.6,151.6,0,None_Ungarnplatz(CarolusThermen)sw_18.csv,801.2,289.6,151.6,0,None_Ungarnplatz(CarolusThermen)sw_21.csv,861.2,289.6,151.6,0,440.1,870.1,Aachen,POINT (6.098247902137507 50.77761593667739),2285.83794764086,1063.81484054179,,2463.6,1.32777688534921,1.32777688534921,1.23527036755898,1.29694137941913,2023.5,transit,801.2,car,360,55.0673989016475,transit,801.2,car,360,55.0673989016475,transit,861.2,car,420,51.2308406874129,1140,53.7885461635693,0,801.2,801.2,861.2,821.2,7002.4,no,yes,7002.4,no,yes,7122.4,no,yes,7042.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
448,Cineplex Aachen,Cineplex Aachen_Ungarnplatz(CarolusThermen)sw_15.csv,826.3,289.6,176.7,0,Cineplex Aachen_Ungarnplatz(CarolusThermen)sw_18.csv,826.3,289.6,176.7,0,Cineplex Aachen_Ungarnplatz(CarolusThermen)sw_21.csv,886.3,289.6,176.7,0,369.4,913.4,Aachen,POINT (6.098247902137507 50.77761593667739),2285.83794764086,1047.62006391169,,2538.9,1.26784468584254,1.26784468584254,1.18201519114486,1.23923485427665,2169.5,transit,826.3,car,360,56.4322885150672,transit,826.3,car,360,56.4322885150672,transit,886.3,car,420,52.6119823987363,1140,55.1588531429569,0,826.3,826.3,886.3,846.3,7052.6,no,yes,7052.6,no,yes,7172.6,no,yes,7092.6,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
449,Eden Palast,Eden Palast_Ungarnplatz(CarolusThermen)sw_15.csv,770.9,289.6,121.3,1,Eden Palast_Ungarnplatz(CarolusThermen)sw_18.csv,770.9,289.6,121.3,1,Eden Palast_Ungarnplatz(CarolusThermen)sw_21.csv,789.5,308.2,121.3,0,461.1,1100.3,Aachen,POINT (6.098247902137507 50.77761593667739),2285.83794764086,1175.32750070517,,2331.3,1.52461733130778,1.52461733130778,1.48869854427507,1.51264440229688,1870.2,transit,770.9,car,360,53.3013361006616,transit,770.9,car,360,53.3013361006616,transit,789.5,car,360,54.401519949335,1080,53.6680640502194,2,770.9,770.9,789.5,777.1,6941.8,no,yes,6941.8,no,yes,6979,no,yes,6954.2,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
450,Apollo Kino,Apollo Kino_Schlossstraßelw_15.csv,1241.6,625.8,75.8,1,Apollo Kino_Schlossstraßelw_18.csv,1241.6,625.8,75.8,1,Apollo Kino_Schlossstraßelw_21.csv,1239,263.2,75.8,0,543.6,1992.6,Aachen,POINT (6.107315537776221 50.76830923348084),1094.08786381294,2428.58404541677,,3722.2,1.95601163451737,1.95601163451737,1.96011625941628,1.95737984281701,3178.6,transit,1241.6,car,540,56.5077319587629,transit,1241.6,car,540,56.5077319587629,transit,1239,car,900,27.3607748184019,1980,46.7920795786426,2,1241.6,1241.6,1239,1240.73333333333,7883.2,no,yes,7883.2,no,yes,7878,no,yes,7881.46666666667,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
451,Capitol,Capitol_Schlossstraßelw_15.csv,1142.7,263.2,99.5,0,Capitol_Schlossstraßelw_18.csv,1142.7,263.2,99.5,0,Capitol_Schlossstraßelw_21.csv,962.7,263.2,99.5,0,434.8,1550.8,Aachen,POINT (6.107315537776221 50.76830923348084),1094.08786381294,1794.5113769127,,3248.1,1.57041338663928,1.57041338663928,1.86404007158274,1.6682889482871,2813.3,transit,1142.7,car,780,31.740614334471,transit,1142.7,car,780,31.740614334471,transit,962.7,car,600,37.6752882517918,2160,33.7188389735779,0,1142.7,1142.7,962.7,1082.7,7685.4,no,yes,7685.4,no,yes,7325.4,no,yes,7565.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
452,,None_Schlossstraßelw_15.csv,1470.7,747.2,183.5,2,None_Schlossstraßelw_18.csv,1470.7,747.2,183.5,2,None_Schlossstraßelw_21.csv,1530.7,747.2,183.5,0,365.8,1335.2,Aachen,POINT (6.107315537776221 50.76830923348084),1094.08786381294,1666.56354900934,,4472.1,1.13317709186737,1.13317709186737,1.0887590964979,1.11837109341088,4106.3,foot,1335.2,car,540,63.2827905079214,foot,1335.2,car,540,63.2827905079214,foot,1335.2,car,600,60.8022473378193,1680,62.455942784554,4,1335.2,1335.2,1335.2,1335.2,8070.4,no,yes,8070.4,no,yes,8070.4,no,yes,8070.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
453,Cineplex Aachen,Cineplex Aachen_Schlossstraßelw_15.csv,913.2,263.2,170,0,Cineplex Aachen_Schlossstraßelw_18.csv,913.2,263.2,170,0,Cineplex Aachen_Schlossstraßelw_21.csv,793.2,263.2,170,0,295,1236.3,Aachen,POINT (6.107315537776221 50.76830923348084),1094.08786381294,1472.27125607048,,2619.6,1.61221118711178,1.61221118711178,1.85611605656894,1.69351281026417,2324.6,transit,913.2,car,480,47.4375821287779,transit,913.2,car,480,47.4375821287779,transit,793.2,car,360,54.6142208774584,1320,49.8297950450047,0,913.2,913.2,793.2,873.2,7226.4,no,yes,7226.4,no,yes,6986.4,no,yes,7146.4,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
454,Eden Palast,Eden Palast_Schlossstraßelw_15.csv,1347.1,625.8,121.3,3,Eden Palast_Schlossstraßelw_18.csv,864.5,263.2,121.3,0,Eden Palast_Schlossstraßelw_21.csv,744.5,263.2,121.3,0,386.7,1423.3,Aachen,POINT (6.107315537776221 50.76830923348084),1094.08786381294,1578.21921706519,,2956.1,1.17156797347279,1.82558613888397,2.11983776637366,1.7056639595768,2569.4,transit,1347.1,car,600,55.4598767723257,transit,864.5,car,480,44.4765760555234,transit,744.5,car,360,51.645399597045,1440,50.5272841416314,3,1347.1,864.5,744.5,985.366666666667,8094.2,no,yes,7129,no,yes,6889,no,yes,7370.73333333333,no,no,yes,1,no,yes,no,yes,no,yes,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
