,cinema_name,15_total_route,15_total_duration,15_walk_to,15_walk_from,15_total_changes,18_total_route,18_total_duration,18_walk_to,18_walk_from,18_total_changes,21_total_route,21_total_duration,21_walk_to,21_walk_from,21_total_changes,car_duration,foot_duration,area,start_location,distance_start_centroid,distance_start_cinema,geometry,average duration,15_speed,18_speed,21_speed,average speed,average duration difference to car,15_fastest_mode,15_trip_duration,15_fastest_overall_mode,15_transit_dur,15_walk_share,18_fastest_mode,18_trip_duration,18_fastest_overall_mode,18_transit_dur,18_walk_share,21_fastest_mode,21_trip_duration,21_fastest_overall_mode,21_transit_dur,21_walk_share,average transit duration,average walk share,average changes,15_chosen_route,18_chosen_route,21_chosen_route,average_chosen_route,15_visit_time,15_likely_women,15_possible_women,18_visit_time,18_likely_women,18_possible_women,21_visit_time,21_likely_women,21_possible_women,average_visit_time,average_likely_women,average_possible_women,15_likely_men,15_possible_men,18_likely_men,18_possible_men,21_likely_men,21_possible_men,average_likely_men,average_possible_men,15_likely_children 10-17,15_possible_children 10-17,18_likely_children 10-17,18_possible_children 10-17,21_likely_children 10-17,21_possible_children 10-17,average_likely_children 10-17,average_possible_children 10-17,15_likely_45-64,15_possible_45-64,18_likely_45-64,18_possible_45-64,21_likely_45-64,21_possible_45-64,average_likely_45-64,average_possible_45-64,15_likely_65 and over,15_possible_65 and over,18_likely_65 and over,18_possible_65 and over,21_likely_65 and over,21_possible_65 and over,average_likely_65 and over,average_possible_65 and over
30,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,133.1,1003.7,Seefeld,POINT (11.195100998360763 48.037399732984525),684925.2557756228,992.335370441696,,,,,,,,foot,1003.7,car,,,foot,1003.7,car,,,foot,1003.7,car,,,,,,1003.7,1003.7,1003.7,1003.7000000000002,7407.4,no,yes,7407.4,no,yes,7407.4,no,yes,7407.400000000001,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
31,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,277.7,2282.4,Seefeld,POINT (11.2252726479334 48.0526863163528),683620.0350128481,2888.0587050556123,,,,,,,,foot,2282.4,car,,,foot,2282.4,car,,,foot,2282.4,car,,,,,,2282.4,2282.4,2282.4,2282.4,9964.8,no,yes,9964.8,no,yes,9964.8,no,yes,9964.8,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
32,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,173.7,1125.5,Seefeld,POINT (11.194034683729402 48.03611440318754),685053.2593654124,955.278875903196,,,,,,,,foot,1125.5,car,,,foot,1125.5,car,,,foot,1125.5,car,,,,,,1125.5,1125.5,1125.5,1125.5,7651.0,no,yes,7651.0,no,yes,7651.0,no,yes,7651.0,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
33,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,93.3,808.2,Seefeld,POINT (11.213189783242028 48.03346355053787),685578.3929739197,728.6723487567881,,,,,,,,foot,808.2,car,,,foot,808.2,car,,,foot,808.2,car,,,,,,808.2,808.2,808.2,808.2000000000002,7016.4,no,yes,7016.4,no,yes,7016.4,no,yes,7016.400000000001,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
34,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,195.3,1000.4,Seefeld,POINT (11.21416939103352 48.03830311522795),685059.7505979025,1109.8140384533217,,,,,,,,foot,1000.4,car,,,foot,1000.4,car,,,foot,1000.4,car,,,,,,1000.4,1000.4,1000.4,1000.4,7400.8,no,yes,7400.8,no,yes,7400.8,no,yes,7400.8,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
35,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,185.5,1443.7,Seefeld,POINT (11.190967916627224 48.03856710004811),684746.9098409954,1304.9405964089617,,,,,,,,foot,1443.7,car,,,foot,1443.7,car,,,foot,1443.7,car,,,,,,1443.7,1443.7,1443.7,1443.7,8287.4,no,yes,8287.4,no,yes,8287.4,no,yes,8287.4,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
36,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,179.4,1280.2,Seefeld,POINT (11.217026799190153 48.040064833367325),684901.796301287,1398.2234489852638,,,,,,,,foot,1280.2,car,,,foot,1280.2,car,,,foot,1280.2,car,,,,,,1280.2,1280.2,1280.2,1280.2,7960.4,no,yes,7960.4,no,yes,7960.4,no,yes,7960.4,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
37,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,69.9,304.7,Seefeld,POINT (11.2081778 48.032710249999994),685599.4410835549,358.9003417730743,,,,,,,,foot,304.7,car,,,foot,304.7,car,,,foot,304.7,car,,,,,,304.7,304.7,304.7,304.7,6009.4,yes,yes,6009.4,yes,yes,6009.4,yes,yes,6009.4,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
38,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,162.6,1176.3,Seefeld,POINT (11.217212096973185 48.03898341766858),685022.6610243142,1323.17858539099,,,,,,,,foot,1176.3,car,,,foot,1176.3,car,,,foot,1176.3,car,,,,,,1176.3,1176.3,1176.3,1176.3,7752.6,no,yes,7752.6,no,yes,7752.6,no,yes,7752.6,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
39,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,46.9,263.0,Seefeld,POINT (11.2055685 48.033214199999996),685512.1914469125,277.79006255321315,,,,,,,,foot,263.0,car,,,foot,263.0,car,,,foot,263.0,car,,,,,,263.0,263.0,263.0,263.0,5926.0,yes,yes,5926.0,yes,yes,5926.0,yes,yes,5926.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
40,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,181.1,1313.7,Seefeld,POINT (11.192154779923612 48.04048913212365),684550.5074518459,1395.1593406831507,,,,,,,,foot,1313.7,car,,,foot,1313.7,car,,,foot,1313.7,car,,,,,,1313.7,1313.7,1313.7,1313.7,8027.4,no,yes,8027.4,no,yes,8027.4,no,yes,8027.4,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
41,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,168.1,1304.9,Seefeld,POINT (11.21895715 48.03881385),685062.7955705321,1409.4743076013635,,,,,,,,foot,1304.9,car,,,foot,1304.9,car,,,foot,1304.9,car,,,,,,1304.9,1304.9,1304.9,1304.9,8009.8,no,yes,8009.8,no,yes,8009.8,no,yes,8009.8,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
42,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,295.4,1676.6,Seefeld,POINT (11.2002431 48.0452914),684122.4405021168,1628.271768785346,,,,,,,,foot,1676.6,car,,,foot,1676.6,car,,,foot,1676.6,car,,,,,,1676.6,1676.6,1676.6,1676.5999999999997,8753.2,no,yes,8753.2,no,yes,8753.2,no,yes,8753.199999999999,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
43,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,263.2,2012.5,Seefeld,POINT (11.233621499999998 48.03767169999999),685369.8564028217,2319.693486126412,,,,,,,,foot,2012.5,car,,,foot,2012.5,car,,,foot,2012.5,car,,,,,,2012.5,2012.5,2012.5,2012.5,9425.0,no,yes,9425.0,no,yes,9425.0,no,yes,9425.0,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
44,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,261.1,2197.5,Seefeld,POINT (11.1759369 48.04170335000001),684220.8778137278,2426.606506624885,,,,,,,,foot,2197.5,car,,,foot,2197.5,car,,,foot,2197.5,car,,,,,,2197.5,2197.5,2197.5,2197.5,9795.0,no,yes,9795.0,no,yes,9795.0,no,yes,9795.0,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
45,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,282.9,1657.1,Seefeld,POINT (11.203319337895708 48.04555390165306),684131.3104727226,1631.7835401339123,,,,,,,,foot,1657.1,car,,,foot,1657.1,car,,,foot,1657.1,car,,,,,,1657.1,1657.1,1657.1,1657.0999999999997,8714.2,no,yes,8714.2,no,yes,8714.2,no,yes,8714.199999999999,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
46,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,173.4,1267.5,Seefeld,POINT (11.19579919542219 48.04213791463003),684414.0457585132,1398.889913114229,,,,,,,,foot,1267.5,car,,,foot,1267.5,car,,,foot,1267.5,car,,,,,,1267.5,1267.5,1267.5,1267.5,7935.0,no,yes,7935.0,no,yes,7935.0,no,yes,7935.0,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
47,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,194.4,1123.9,Seefeld,POINT (11.195491455166014 48.03971841835099),684675.6806267158,1177.1575923520102,,,,,,,,foot,1123.9,car,,,foot,1123.9,car,,,foot,1123.9,car,,,,,,1123.9,1123.9,1123.9,1123.9,7647.8,no,yes,7647.8,no,yes,7647.8,no,yes,7647.8,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
48,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,318.4,1763.4,Seefeld,POINT (11.2063599949415 48.04642293201212),684073.2965168373,1734.539271002498,,,,,,,,foot,1763.4,car,,,foot,1763.4,car,,,foot,1763.4,car,,,,,,1763.4,1763.4,1763.4,1763.4000000000003,8926.8,no,yes,8926.8,no,yes,8926.8,no,yes,8926.800000000001,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
49,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,196.6,805.6,Seefeld,POINT (11.211361072961148 48.03832293685503),685023.0167085439,983.8345846399234,,,,,,,,foot,805.6,car,,,foot,805.6,car,,,foot,805.6,car,,,,,,805.6,805.6,805.6,805.6,7011.2,no,yes,7011.2,no,yes,7011.2,no,yes,7011.2,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
50,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,318.9,1959.8,Seefeld,POINT (11.181753844827455 48.03272416833706),685276.2470186264,1686.5756441217604,,,,,,,,foot,1959.8,car,,,foot,1959.8,car,,,foot,1959.8,car,,,,,,1959.8,1959.8,1959.8,1959.8,9319.6,no,yes,9319.6,no,yes,9319.6,no,yes,9319.6,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
51,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,213.5,1555.0,Seefeld,POINT (11.188576935541043 48.035683882506994),685034.1565617566,1281.469769906722,,,,,,,,foot,1555.0,car,,,foot,1555.0,car,,,foot,1555.0,car,,,,,,1555.0,1555.0,1555.0,1555.0,8510.0,no,yes,8510.0,no,yes,8510.0,no,yes,8510.0,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
52,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,152.2,2036.6,Seefeld,POINT (11.227466916271451 48.02280375109329),686923.4520452194,1954.0736612408712,,,,,,,,foot,2036.6,car,,,foot,2036.6,car,,,foot,2036.6,car,,,,,,2036.6,2036.6,2036.6,2036.5999999999997,9473.2,no,yes,9473.2,no,yes,9473.2,no,yes,9473.199999999999,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
53,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,221.4,1268.6,Seefeld,POINT (11.192564810764601 48.03452875324511),685209.3118632875,957.6460946165656,,,,,,,,foot,1268.6,car,,,foot,1268.6,car,,,foot,1268.6,car,,,,,,1268.6,1268.6,1268.6,1268.6,7937.2,no,yes,7937.2,no,yes,7937.2,no,yes,7937.2,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
54,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,267.4,2216.6,Seefeld,POINT (11.175585885579803 48.04113530654272),684278.9722239207,2419.010683177085,,,,,,,,foot,2216.6,car,,,foot,2216.6,car,,,foot,2216.6,car,,,,,,2216.6,2216.6,2216.6,2216.6,9833.2,no,yes,9833.2,no,yes,9833.2,no,yes,9833.2,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
55,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,206.3,1356.8,Seefeld,POINT (11.190695723702971 48.03630015277552),684992.2781475406,1173.2909745716306,,,,,,,,foot,1356.8,car,,,foot,1356.8,car,,,foot,1356.8,car,,,,,,1356.8,1356.8,1356.8,1356.8,8113.6,no,yes,8113.6,no,yes,8113.6,no,yes,8113.6,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
56,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,241.0,1619.3,Seefeld,POINT (11.190695340986421 48.017696355186374),687033.1366405486,1779.5383664436515,,,,,,,,foot,1619.3,car,,,foot,1619.3,car,,,foot,1619.3,car,,,,,,1619.3,1619.3,1619.3,1619.3,8638.6,no,yes,8638.6,no,yes,8638.6,no,yes,8638.6,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
57,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,234.8,1455.9,Seefeld,POINT (11.217554724053867 48.041174856131086),684786.5975213507,1516.2066892806165,,,,,,,,foot,1455.9,car,,,foot,1455.9,car,,,foot,1455.9,car,,,,,,1455.9,1455.9,1455.9,1455.9000000000003,8311.8,no,yes,8311.8,no,yes,8311.8,no,yes,8311.800000000001,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
58,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,77.7,355.6,Seefeld,POINT (11.20665140842454 48.03439321651501),685396.1542515024,430.2033267098168,,,,,,,,foot,355.6,car,,,foot,355.6,car,,,foot,355.6,car,,,,,,355.6,355.6,355.6,355.6000000000001,6111.2,yes,yes,6111.2,yes,yes,6111.2,yes,yes,6111.2,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
59,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,184.6,1422.1,Seefeld,POINT (11.189800630835972 48.038062941172775),684788.0309037414,1337.807035595033,,,,,,,,foot,1422.1,car,,,foot,1422.1,car,,,foot,1422.1,car,,,,,,1422.1,1422.1,1422.1,1422.0999999999997,8244.2,no,yes,8244.2,no,yes,8244.2,no,yes,8244.199999999999,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
60,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,224.1,1701.8,Seefeld,POINT (11.184854349851125 48.038592805342645),684669.9070378441,1677.9502783960102,,,,,,,,foot,1701.8,car,,,foot,1701.8,car,,,foot,1701.8,car,,,,,,1701.8,1701.8,1701.8,1701.8,8803.6,no,yes,8803.6,no,yes,8803.6,no,yes,8803.6,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
61,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,170.9,2126.7,Seefeld,POINT (11.229253000000002 48.021795399999995),687056.132388996,2124.2880821772187,,,,,,,,foot,2126.7,car,,,foot,2126.7,car,,,foot,2126.7,car,,,,,,2126.7,2126.7,2126.7,2126.7,9653.4,no,yes,9653.4,no,yes,9653.4,no,yes,9653.4,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
62,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,234.0,1058.7,Seefeld,POINT (11.213606466581568 48.03947468154609),684924.3477954284,1184.380161550313,,,,,,,,foot,1058.7,car,,,foot,1058.7,car,,,foot,1058.7,car,,,,,,1058.7,1058.7,1058.7,1058.7,7517.4,no,yes,7517.4,no,yes,7517.4,no,yes,7517.4,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
63,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,320.9,1770.9,Seefeld,POINT (11.205846967873738 48.04644388911794),684064.7013849375,1733.736806442423,,,,,,,,foot,1770.9,car,,,foot,1770.9,car,,,foot,1770.9,car,,,,,,1770.9,1770.9,1770.9,1770.9000000000003,8941.8,no,yes,8941.8,no,yes,8941.8,no,yes,8941.800000000001,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
64,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,280.5,1954.0,Seefeld,POINT (11.18215555 48.0340574),685134.8281928631,1681.519781049479,,,,,,,,foot,1954.0,car,,,foot,1954.0,car,,,foot,1954.0,car,,,,,,1954.0,1954.0,1954.0,1954.0,9308.0,no,yes,9308.0,no,yes,9308.0,no,yes,9308.0,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
65,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,200.9,1156.3,Seefeld,POINT (11.195870293276782 48.03984381733008),684666.5440616185,1173.6088411496569,,,,,,,,foot,1156.3,car,,,foot,1156.3,car,,,foot,1156.3,car,,,,,,1156.3,1156.3,1156.3,1156.3,7712.6,no,yes,7712.6,no,yes,7712.6,no,yes,7712.6,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
66,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,341.0,2016.2,Seefeld,POINT (11.182053349143343 48.031423333112365),685422.5851003235,1652.9453248419177,,,,,,,,foot,2016.2,car,,,foot,2016.2,car,,,foot,2016.2,car,,,,,,2016.2,2016.2,2016.2,2016.2,9432.4,no,yes,9432.4,no,yes,9432.4,no,yes,9432.4,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
67,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,139.6,1243.9,Seefeld,POINT (11.219556506318916 48.03680900661415),685290.0255223283,1320.5692254639166,,,,,,,,foot,1243.9,car,,,foot,1243.9,car,,,foot,1243.9,car,,,,,,1243.9,1243.9,1243.9,1243.9,7887.8,no,yes,7887.8,no,yes,7887.8,no,yes,7887.8,no,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
68,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,93.2,370.5,Seefeld,POINT (11.209646088264753 48.030049671907896),685909.2362699229,416.45896422129454,,,,,,,,foot,370.5,car,,,foot,370.5,car,,,foot,370.5,car,,,,,,370.5,370.5,370.5,370.5,6141.0,yes,yes,6141.0,yes,yes,6141.0,yes,yes,6141.0,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
69,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,247.5,1672.8,Seefeld,POINT (11.188044683778356 48.03424637761592),685185.3967960166,1261.5212505878108,,,,,,,,foot,1672.8,car,,,foot,1672.8,car,,,foot,1672.8,car,,,,,,1672.8,1672.8,1672.8,1672.8,8745.6,no,yes,8745.6,no,yes,8745.6,no,yes,8745.6,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
70,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,67.1,264.3,Seefeld,POINT (11.20809900970375 48.03163320360172),685716.5941999553,302.02136168036924,,,,,,,,foot,264.3,car,,,foot,264.3,car,,,foot,264.3,car,,,,,,264.3,264.3,264.3,264.3,5928.6,yes,yes,5928.6,yes,yes,5928.6,yes,yes,5928.6,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
71,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,48.3,371.4,Seefeld,POINT (11.209290999999999 48.0332636),685552.4143797859,462.1681261918099,,,,,,,,foot,371.4,car,,,foot,371.4,car,,,foot,371.4,car,,,,,,371.4,371.4,371.4,371.3999999999999,6142.8,yes,yes,6142.8,yes,yes,6142.8,yes,yes,6142.8,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes
72,Kino Breitwand Schloss Seefeld,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,no routes possible to this cinema,,,,,246.6,1669.9,Seefeld,POINT (11.187729849999998 48.03396965),685211.9367954084,1275.3661196750047,,,,,,,,foot,1669.9,car,,,foot,1669.9,car,,,foot,1669.9,car,,,,,,1669.9,1669.9,1669.9,1669.9000000000003,8739.8,no,yes,8739.8,no,yes,8739.8,no,yes,8739.800000000001,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes,no,yes
